ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001145959-11-000002	31-DEC-2010	UMB Bank & Trust, National Association	ALL	N	OCC	Not applicable															
0001202944-11-000004	31-DEC-2010	Vista Fiduciary Services, Inc.	NONE	N	SEC	Not applicable		6772	4404	0	0	0	0			Not Applicable			0	0	0
0001253179-11-000002	31-DEC-2010	Gemini Fund Services, LLC	SOME	N	SEC	Not applicable		54739	213623	213623	191418	213623	0			Yes			858000	13706	21
0001261763-11-000002	31-DEC-2010	Law Debenture Trust Company of New York	NONE	N	SEC	No, failed to file amendment(s)	An amendment to the original filing was filed after the 60 calendar timeframe.	73	131	131	0	0									0
0001227021-11-000011	31-DEC-2010	Brown Brothers Harriman & Co.	NONE	N	SEC	Yes, filed amendment(s)		28	1629	1629	51	0	0			Yes			0	0	0
0000818238-11-000005	31-DEC-2010	Commonwealth fund Services, Inc.	NONE	N	SEC	Not applicable		3059	12815	12815	11283	12806	0			Not Applicable			20032	190	18
0001218371-11-000003	31-DEC-2010	Harford Bank	SOME	N	FDIC	Not applicable		59	599	785	543	186									0
0001462774-11-000005	31-DEC-2010	Altegris Portfolio Management, Inc. (d/b/a Altegris Funds)	NONE	N	SEC	Not applicable		5923	9020	8402	0	0	0			Not Applicable			0	0	0
0000950123-11-031442	31-DEC-2010	Pendleton Community Bank	NONE	N	FDIC	Not applicable		80	788	0	0	0									0
0000724935-11-000003	31-DEC-2010	Columbia Stock Transfer Company	SOME	N	SEC	Not applicable		1262	28625	0	0	0	0			Yes			0	0	0
0000088525-11-000322	31-DEC-2010	se2, Inc.	NONE	Y	SEC	Yes, filed amendment(s)		102047	520281	0	0	0	0			Not Applicable			0	0	0
0001352392-11-000010	31-DEC-2010	Pacific Stock Transfer Company	SOME	N	SEC	Not applicable		7306	265059	265059	0	0	0			Yes			0	0	0
0000838935-11-000002	31-DEC-2010	NBT Bank, National Association	NONE	N	OCC	Not applicable		1540	6987	6987	3935	18	0			Yes			0	0	15
0000930413-11-002455	31-DEC-2010	Transamerica Fund Services, Inc.	SOME	N	SEC	Not applicable		7050	620531	620531	598145	376739	0			Yes			2434755	1003	180
0000810704-11-000010	31-DEC-2010	Primerica Shareholder Services, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
