ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000950123-19-011959	31-DEC-2018	ENTERPRISE SERVICES ADMINISTRATIVE SERVICES LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000950123-19-011958	31-DEC-2017	ENTERPRISE SERVICES ADMINISTRATIVE SERVICES LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000203281-19-000015	31-DEC-2010	STANDARD REGISTRAR & TRANSFER AGENCY, INC /TA	None	N	SEC	Not applicable		245	8213	0	0	0	0			Yes			0	0	0
0000203281-19-000014	31-DEC-2012	STANDARD REGISTRAR & TRANSFER AGENCY, INC /TA	None	N	SEC	Not applicable		394	3841	0	0	0	0			Yes			0	0	0
0000203281-19-000012	31-DEC-2013	STANDARD REGISTRAR & TRANSFER AGENCY, INC /TA	None	N	SEC	Not applicable		337	2708	0	0	0	0			Yes			0	0	0
0000203281-19-000010	31-DEC-2016	STANDARD REGISTRAR & TRANSFER AGENCY, INC /TA	None	N	SEC	Not applicable		124	2590	0	0	0	0			Yes			0	0	0
0000203281-19-000008	31-DEC-2014	STANDARD REGISTRAR & TRANSFER AGENCY, INC /TA	None	N	SEC	Not applicable		716	2475	0	0	0	0			Yes			0	0	0
0001010549-19-000224	31-DEC-2018	SECURITIES TRANSFER CORP /TA	None	N	SEC	Yes, filed amendment(s)		1857	206304	206304	265	479	0			Yes			0	0	0
0000203281-19-000007	31-DEC-2017	STANDARD REGISTRAR & TRANSFER AGENCY, INC /TA	None	N	SEC	Not applicable		27	2280	0	0	0	0			Yes			0	0	0
0000203281-19-000005	31-DEC-2018	STANDARD REGISTRAR & TRANSFER AGENCY                    /TA	None	N	SEC	Not applicable		14	2091	0	0	0	0			Yes			0	0	0
0000203281-19-000003	31-DEC-2015	STANDARD REGISTRAR & TRANSFER AGENCY                    /TA	None	N	SEC	Not applicable		126	2590	0	0	0	0			Yes			126	0	0
0000840464-19-000002	31-DEC-2018	CITIBANK NA /TA	Some	N	OCC	Not applicable		320	18280	18280	0	1	0			Yes			593	0	84
0000735286-19-000008	31-DEC-2017	VANGUARD GROUP INC	None	Y	SEC	Yes, filed amendment(s)		1934436	26946034	26946034	23547477	0	0			Not Applicable			77689957	474659	1815
0000735286-19-000007	31-DEC-2016	VANGUARD GROUP INC	None	Y	SEC	Yes, filed amendment(s)		1419010	21843758	21843758	20105735	0	0			Not Applicable			70855298	471416	1560
