ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001474589-10-000002	31-DEC-2009	Diamond Hill Capital Management, Inc. TA	ALL	N	SEC	Not applicable															
0001146032-10-000006	31-DEC-2009	Banco Popular de Puerto Rico	SOME	N	BGFRS	Not applicable		2272	20507	20507	10074	31	0			Yes			2410	0	283
0000838927-10-000003	31-DEC-2009	Bank of America, N.A.	NONE	N	OCC	Not applicable		972	23377	23377	0	0	0			Yes			0	0	42
0000878605-10-000017	31-DEC-2009	Wilson Bank & Trust Company	NONE	N	FDIC	Not applicable		468	2997	2657	1	0	0			Yes			0	0	0
0000866160-10-000002	31-DEC-2009	Bank of Walterboro	NONE	N	FDIC	Not applicable		28	549	549	0	0									0
0001434234-10-000012	31-DEC-2009	GLOBEX TRANSFER, LLC	NONE	N	SEC	Not applicable		970	11757	11757	0	0	0			Yes			0	0	0
0001434234-10-000013	31-DEC-2008	GLOBEX TRANSFER, LLC	NONE	N	SEC	Yes, filed amendment(s)		151	3257	3257	0	0	0			Yes			0	0	0
0001054508-10-000053	31-DEC-2007	Penn Security Bank & Trust Company	NONE	N	FDIC	Not applicable		130	907	907	237	0									0
0001054508-10-000052	31-DEC-2008	Penn Security Bank & Trust Company	NONE	N	FDIC	Not applicable		102	859	859	233	0									0
0001054508-10-000051	31-DEC-2009	Penn Security Bank & Trust Company	NONE	N	FDIC	Not applicable		0	16	16	0	0									0
