ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000842657-13-000024	corporationPartnership	5	Michael Interrante	17-MAY-2005	Chief Financial Officer and Treasurer	NA	true		
0000842657-13-000024	corporationPartnership	8	Anjie Larocca	11-JUL-2006	Assistant Secretary	NA	true		
0000842657-13-000024	corporationPartnership	4	Michael Sharkey	13-MAR-2007	Vice President	NA	true		
0000842657-13-000024	corporationPartnership	3	Kristine Lyons	22-SEP-2005	Director	NA	true		
0000842657-13-000024	corporationPartnership	2	Leah Mizer	10-OCT-2006	Director	NA	true		
0000842657-13-000024	corporationPartnership	7	Caroline Pearson	22-JUN-2010	Secretary	NA	true		
0000842657-13-000024	corporationPartnership	12	Deutsche Bank Americas Holding Corporation (DBAHC)	01-APR-2001	100% owner of DIMA	E	true		
0000842657-13-000024	corporationPartnership	11	Taunus Corporation	01-APR-2002	100% owner of DB Americas Holding Corp.	E	true		
0000842657-13-000024	corporationPartnership	10	Deutsche Bank AG	01-APR-2002	100% owner of Taunus Corporation	E	true		
0000842657-13-000024	corporationPartnership	9	Deutsche Investment Management Americas Inc. (DIMA)	06-FEB-1998	100% owner of Registrant	E	true		
0000842657-13-000024	corporationPartnership	6	Fred Ill	13-MAR-2007	Vice President	NA	true		
0000842657-13-000024	corporationPartnership	1	Barbara Wizer	03-JAN-2005	Director and President	NA	true		
0000737074-13-000005	corporationPartnership	6	William A. Smith	05-FEB-2009	VP, Senior Financial Officer & Treasurer	NA	true		18-NOV-2013
0000737074-13-000005	corporationPartnership	5	USAA Investment Corporation	01-OCT-1992	Shareholder	E	true		
0000737074-13-000005	corporationPartnership	4	USAA Capital Corporation	01-OCT-1992	Indirect Owner	NA	true		
0000737074-13-000005	corporationPartnership	3	United Services Automobile Association	01-OCT-1992	Indirect Owner	NA	true		
0000737074-13-000005	corporationPartnership	2	David H. Smith	23-AUG-2004	AVP & Chief Compliance Officer	NA	true		
0000737074-13-000005	corporationPartnership	1	Terri L. Luensmann	31-DEC-2002	Vice President	NA	true		
0000737074-13-000005	corporationPartnership	11	Brody Merrill	18-NOV-2013	Senior Financial Officer and Treasurer	NA	true		
0000737074-13-000005	corporationPartnership	10	James G. Whetzel	08-MAY-2013	Secretary	NA	true		
0000737074-13-000005	corporationPartnership	7	Daniel McNamara	09-OCT-2009	Director, President, Chair of the Board	NA	true		
0000737074-13-000005	corporationPartnership	8	R. Matthew Freund	03-MAR-2010	Director	NA	true		
0000737074-13-000005	corporationPartnership	9	Charles K. Craft	24-JUN-2010	Director and Vice President	NA	true		
0001419454-13-000018	corporationPartnership	16	John D. Walsh	02-AUG-2010	Director	NA	true		30-SEP-2013
0001419454-13-000018	corporationPartnership	17	Steven Lee Kuhlman	12-AUG-2010	Director	NA	true		02-JUL-2012
0001419454-13-000018	corporationPartnership	18	FMR Holdings Mauritius Limited	31-MAR-2012	Shareholder	E	true		09-OCT-2013
0001419454-13-000018	corporationPartnership	19	Water Street Holdings BV	31-MAR-2012	Shareholder	NA	true		09-OCT-2013
0001419454-13-000018	corporationPartnership	20	James Blair Burlingame	02-JUL-2012	Director	NA	true		
