ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0000842657-13-000024	SEC	DWS Investments Service Company		417949	Y	212-250-2500	N	Y	Y	N	Corporation		N	N	Y	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0000737074-13-000005	SEC	USAA Transfer Agency Company, dba USAA Shareholder Account Services		332510	N	(210) 498-0226	N	N	Y	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001419454-13-000018	SEC	Fidelity Business Services India Private Limited		334318	Y	(617) 392-1364	Y	Y	N	Y	Corporation		Y	Y	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0000862124-13-000013	SEC	Fidelity Investments Institutional Operations Company, Inc.		428219	Y	(617) 392-1364	Y	Y	Y	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0001133702-13-000011	SEC	National Financial Services LLC		061671	Y	(617) 392-1364	Y	Y	N	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0001434234-13-000003	SEC	GLOBEX TRANSFER, LLC		337543	N	813-344-4490	N	N	Y	N	Other	LLC	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001049169-13-000025	SEC	ALPS Fund Services, inc.		332981	N	303-623-2577	N	N	N	N	Corporation		Y	N	N	N	N	N	N	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	N	N
0000735286-13-000004	SEC	The Vanguard Group, Inc.		385385	Y	610-669-1000	Y	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
0001288763-13-000012	SEC	Computershare Trust Company of Canada		298181	N	(416) 263-9200	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N
0001288763-13-000010	SEC	Computershare Investor Services Inc.		289645	N	416-263-9200	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N
0001380486-13-000015	SEC	TD Ameritrade Clearing, Inc		200060	Y	201-369-8804	Y	Y	N	N	Corporation		N	N	N	N	N	N	N	Y	N	Y	N	Y	N	Y	Y	N	N	Y	N	N	N	N	N	N
0000862124-13-000011	SEC	Fidelity Investments Institutional Operations Company, Inc.		428219	Y	(617) 392-1364	Y	Y	Y	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0001419454-13-000016	SEC	Fidelity Business Services India Private Limited		334318	Y	(617) 392-1364	Y	Y	N	Y	Corporation		Y	Y	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0001354488-13-006601	SEC	iTransfer	New York Stock Transfer, LLC	343939	N	919-481-4000	N	N	Y	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001354488-13-006599	SEC	Direct Transfer, LLC.		339440	N	9194814000	N	N	N	Y	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001133702-13-000009	SEC	National Financial Services LLC		061671	Y	(617) 563-6986	Y	Y	N	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0000793347-13-000040	SEC	T. Rowe Price Services, Inc.		408005	Y	(410) 345-4882	Y	Y	N	N	Not Applicable																									
0000793347-13-000038	SEC	T. Rowe Price Retirement Plan Services, Inc.		436873	Y	(410) 345-4882	Y	Y	N	N	Not Applicable																									
0001557183-13-000011	SEC	UPROMISE INVESTMENTS RECORDKEEPING SERVICES LLC		347856	N	617-454-6400	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	N	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N
0001591705-13-000002	SEC	SHAREWAVE, LLC.		349605	N	320-438-5674	N	N	N	N	Other	Limited Liability Company (NY)	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001277690-13-000016	SEC	CIBC Mellon Trust Company		283580	N	416-643-5000	Y	N	Y	N	Corporation		N	N	N	N	Y	Y	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	N	Y	Y	N	N
0000810704-13-000009	SEC	Primerica Shareholder Services, Inc.		409573	N	470-564-6845	N	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000738347-13-000005	SEC	Norfolk Southern Corporation		404996	N	(757) 823-5377	N	N	Y	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000810417-13-000003	SEC	Edward D. Jones & Co., L.P. d/b/a Edward Jones		000570	N	314-515-2000	Y	Y	N	N	Not Applicable																									
0001007189-13-000008	SEC	Kenmar Preferred Investments, L.P.		489674	N	914.307.7000	N	Y	N	N	Partnership		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001146230-13-000028	SEC	Computershare Inc.		260539	N	781-575-2000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N
0000027048-13-000005	SEC	DST Systems, Inc.		401588	Y	816-435-1000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001227021-13-000011	SEC	Brown Brothers Harriman & Co.		269159	N	617.742.1818	Y	N	N	N	Partnership		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
0001144204-13-056977	SEC	Campbell & Company, Inc.		508697	N	410-413-2600	N	Y	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001380486-13-000014	SEC	TD Ameritrade Clearing, Inc		200060	Y	201-369-8804	Y	Y	N	N	Corporation		N	N	N	N	N	N	N	Y	N	Y	N	Y	N	Y	Y	N	N	Y	N	N	N	N	N	N
0000950123-13-008007	SEC	Broadridge Corporate Issuer Solutions, Inc.		404400	N	215-553-5400	Y	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001419454-13-000013	SEC	Fidelity Business Services India Private Limited		334318	Y	(617) 392-1364	Y	Y	N	Y	Corporation		Y	Y	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0001007189-13-000005	SEC	Kenmar Preferred Investments, L.P.		489674	N	914.307.7000	N	Y	N	N	Partnership		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001277690-13-000014	SEC	CIBC Mellon Trust Company		283580	N	416-643-5000	Y	N	Y	N	Corporation		N	N	N	N	Y	Y	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	N	Y	Y	N	N
0000005076-13-000004	SEC	American Funds Service Company /TA		403444	Y	949-975-5000	Y	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001413398-13-000006	SEC	Morgan Stanley Services Co. Inc.		334474	N	212.296.7860	N	N	N	N	Corporation		Y	N	N	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	N	Y	N	Y	N	Y	N	N
0001347211-13-000008	SEC	Bay City Transfer Agency & Registrar		319228	N	989-891-9720	N	Y	N	N	Corporation		Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000810704-13-000007	SEC	Primerica Shareholder Services, Inc.		409573	N	470-564-6845	N	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
