ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000842657-10-000014	31-DEC-2009	DWS Investments Service Company	ALL	N	SEC	Yes, filed amendment(s)															
0001062993-10-002108	31-DEC-2009	Kurt John Borris	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000838927-10-000002	31-DEC-2009	Bank of America, N.A.	NONE	N	OCC	Not applicable		972	23793	23793	0	0	0			Yes			0	0	42
0001354488-10-001810	31-DEC-2009	Holladay Stock Transfer, Inc.	NONE	N	SEC	Not applicable		4960	123172	123172	0	0	0			Yes			0	0	0
0001359797-10-000005	31-DEC-2009	MKPI SERVICES	NONE	N	SEC	Not applicable		0	1	1	0	1									0
0001145893-10-000006	31-DEC-2008	U.S. Bank National Association	SOME	Y	OCC	Yes, filed amendment(s)		11064	354966	354966	0	0	0			Yes			0	0	531
0001171520-10-000310	31-DEC-2009	BANK OF LOUISIANA	NONE	N	FDIC	Not applicable		71	1158	1158	0	0	0			Yes			0	0	0
0000746972-10-000001	31-DEC-2009	OTR, Inc.	NONE	N	SEC	Yes, filed amendment(s)		1762	41664	41664	0	3	0			Yes			0	0	0
0000774710-10-000004	31-DEC-2009	The Reserve Petroleum Company	NONE	N	SEC	Not applicable		123	1499	1499	0	0	0			Yes			0	0	11
0001362479-10-000004	31-DEC-2009	GUARDIAN REGISTRAR & TRANSFER, INC.	NONE	N	SEC	Not applicable		384	19763	19763	0	0	0			Yes			0	0	0
0000725537-10-000015	31-DEC-2009	First Security Bank	NONE	N	FDIC	Not applicable		182	1403	1403	0	0	0			No	1	0	0	0	0
0000731191-10-000002	31-DEC-2009	Securities Transfer, Inc.	NONE	N	SEC	Not applicable		5	1052	1052	0	0	0			Not Applicable			0	0	0
0000950123-10-036134	31-DEC-2009	CedarStone Bank	NONE	N	FDIC	Not applicable		45	893	893	0	0									0
0001140361-10-016403	31-DEC-2009	Heritage Transfer Agency Inc.	NONE	N	SEC	Not applicable		2217	31798	31798	0	0	0			Not Applicable			0	0	0
0001323210-10-000001	31-DEC-2009	GTI Corporate Transfer Agents, LLC	NONE	N	SEC	Not applicable		58	1	0	0	1									0
0001352392-10-000092	31-DEC-2009	PacWest Transfer, LLC	SOME	N	SEC	Yes, filed amendment(s)		1573	86655	0	0	0	0			No	1	1	0	0	0
0001352392-10-000091	31-DEC-2008	PacWest Transfer, LLC	SOME	N	SEC	Not applicable		3023	91101	18	0	18	0			No	2	0	0	0	0
0001007444-10-000004	31-DEC-2009	LPL Financial Corporation	SOME	N	SEC	No, failed to file amendment(s)	LPL inadvertently failed to amend within 60 days Form TA1 to report a DRP for nontransfer agency activity.	44101	3787	3787	3781	0	0			Yes			555207	0	0
0000849542-10-000002	31-DEC-2009	PNC Global Investment Servicing (U.S.) Inc.	SOME	Y	SEC	Yes, filed amendment(s)		2293143	11601715	11601785	11531798	0	0			Yes			96761791	290380	4164
0001302656-10-000003	31-DEC-2009	Routh Stock Transfer Inc	NONE	N	SEC	Not applicable		1020	9284	0	0	0	0			No	3	0	0	0	0
0001073944-10-000003	31-DEC-2009	JD Clark & Company	NONE	N	SEC	Not applicable		22022	0	13142	0	0	0			Yes			0	0	0
0001462985-10-000002	31-DEC-2009	The Business Advocate, Inc.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0001434234-10-000009	31-DEC-2009	GLOBEX TRANSFER, LLC	NONE	N	SEC	Not applicable		2453	11757	11757	0	0	0			Yes			0	0	0
0001140361-10-014855	31-DEC-2009	Altegris Portfolio Management, Inc. (d/b/a APM Funds)	NONE	N	SEC	Not applicable		5099	6173	5900	0	0	0			Not Applicable			0	0	0
0000944496-10-000009	31-DEC-2009	Mellon Investor Services LLC	NONE	Y	SEC	Yes, filed amendment(s)		744590	25544740	25546584	2864602	8757876	0			Yes			0	0	116884
0001352156-10-000005	31-DEC-2009	Sentinel Administrative Services, Inc.	NONE	Y	SEC	Yes, filed amendment(s)		27216	273733	0	0	0	0			Not Applicable			466091	9738	50
0001288763-10-000004	31-DEC-2009	Computershare Investor Services Inc.	SOME	Y	SEC	Not applicable		116728	684298	688059	0	1	0			Yes			0	0	0
0000878605-10-000013	31-DEC-2009	Wilson Bank & Trust Company	NONE	N	FDIC	Not applicable		468	2997	2657	1	0	0			Yes			0	0	0
0001145959-10-000005	31-DEC-2009	UMB Bank, National Association	SOME	Y	OCC	Not applicable		204	22938	22938	0	0	0			Yes			0	0	11
0001094768-10-000004	31-DEC-2009	PayPal Asset Management, Inc.	NONE	N	SEC	Yes, filed amendment(s)		0	1575000	1575000	1575000	1575000	0			Yes			9430323	0	3902
