ACCESSION_NUMBER	COMPANY_TYPE	SVCCOMPANY_ID	ENTITYNAME	FILENUMBER	ADDRESS
0001144204-15-073443	serviceCompany	1	DST Systems, Inc.	084-00448	430 W. 7th Street  Kansas City  64105
0001144204-15-073443	serviceCompany	2	GEMINI FUND SERVICES LLC	084-06083	17605 Wright Street  OMAHA  68130
0001169743-15-000026	asServiceCompany	1	UMB Fund Services, Inc.	084-05792	235 W Galena Street  Milwaukee  53212
0001169743-15-000026	serviceCompany	1	UMB Fund Services, Inc.	084-05792	235 W Galena Street  Milwaukee  53212
0001354488-15-005661	asServiceCompany	1	West Coast Stock Transfer Inc	084-06347	2010 HANCOCK STREET STE. A San Diego  92110
0001354488-15-005661	asServiceCompany	2	Mountain Share Transfer	084-05790	2389 Elmwood Circle S.E.  Smyrna  30082
0001354488-15-005661	asServiceCompany	3	GLOBEX TRANSFER, LLC	084-06307	780 DELTONA BLVD., SUITE 202  DELTONA  32725
0001354488-15-005661	asServiceCompany	4	iTransfer	084-06424	500 Perimeter Park Drive Suite D Morrisville  27560
0001354488-15-005661	asServiceCompany	5	American Registrar & Transfer Co.	084-00403	342 East 900 South  Salt Lake City  84111
0001354488-15-005661	asServiceCompany	6	Web Stock Transfer Agency Inc.	084-06451	203-100 Queen St. E  Toronto  M5C 1S6
0001354488-15-005661	asServiceCompany	7	PREMIER STOCK TRANSFER LLC	084-06518	340 E WARM SPRINGS RD SUITE 11B  LAS VEGAS  89119
0001354488-15-005657	serviceCompany	1	Direct Transfer LLC	084-06338	500 Perimeter Park Drive Suite D Morrisville  27560
0000842657-15-000028	serviceCompany	1	DST Systems	084-00448	333 West 11th Street  Kansas City  64105
0001073944-15-000010	asServiceCompany	1	J.D. Clark & Co.	084-06025	2225 Washington Blvd  Ogden  84401
0001073944-15-000010	asServiceCompany	2	SEI Investment Management Company	084-01318	1 Freedom Valley Drive  Oaks  19456
0000950123-15-012585	asServiceCompany	1	Boston Trust & Investment Management, Inc.	085-00174	1 Beacon Street  Boston  02108
0000950123-15-012585	asServiceCompany	2	Diamond Hill Capital Management, Inc.	084-06385	325 John H. McConnell Blvd.  Columbus  43215
0001018490-15-000027	asServiceCompany	1	Deutsche Bank Trust Company Americas	085-05212	60 Wall Street, Mail Stop NYC60-3712  New York  10005-2836
0001073944-15-000008	asServiceCompany	1	UMB Fund Services, Inc.	084-05792	235 W Galena Street  Milwaukee  53212
0001073944-15-000008	serviceCompany	1	UMB Fund Services, Inc.	084-05792	235 W Galena Street  Milwaukee  53212
0000849542-15-000015	asServiceCompany	1	Prudential Mutual Fund Services, LLC	084-05681	100 Mulberry Street Gateway Center III Newark  07102
0000849542-15-000015	asServiceCompany	2	Banco Santander Puerto Rico	085-00818	207 Ponce De Leon Ave.  San Juan  00918
0000849542-15-000015	asServiceCompany	3	Manning & Napier Advisors, LLC	084-01344	290 Woodcliff Drive  Fairport  14450
0000849542-15-000015	asServiceCompany	4	USAA Transfer Agency Company, dba USAA Shareholder Account Services	084-01197	9800 Fredericksburg Rd.  San Antonio  78288
0000849542-15-000015	asServiceCompany	5	The Bank of New York Mellon	085-05006	101 Barclay Street  New York  10286
0000849542-15-000015	asServiceCompany	6	Banco Popular de Puerto Rico	085-05510	209 Munoz Rivera Avenue  San Juan  00936
0000849542-15-000015	asServiceCompany	7	Virtus Fund Services, LLC	084-06485	101 Munson Street, Ste 104  Greenfield  01301
0000849542-15-000015	asServiceCompany	8	Delaware Investments Fund Services Company	084-06512	2005 Market Street  Philadelphia  19103
