ACCESSION_NUMBER	ENTITY_TYPE	ENTITY_ID	ENTITYNAME	SUCCESSORREGISTERED	ADDRESS
0001096906-17-000805	tawRegistrant	1	PROGRESSIVE TRANSFER CORP                               /TA		1981 East Murray Holladay Road Suite 200 Salt Lake City UT 84117
0001096906-17-000805	tawCustodians	1	Kurtis D. Hughes		1981 East Murray Holladay Road Suite 200 Salt Lake City UT 84117
0001096906-17-000805	tawSuccessors	1	Interwest Transfer Co., Inc	Y	1981 East Murray Holladay Road Suite 200 Salt Lake City UT 84117
0001535909-17-000005	tawRegistrant	1	Jersey Stock Transfer LLC		44 Dogwood Trail  Randolph NJ 07869
0001535909-17-000005	tawSuccessors	1	WORLDWIDE STOCK TRANSFER LLC	Y	One University Plaza Suite 505 Hackensack, NJ 07601
0001511164-17-000699	tawRegistrant	1	Issuer Services, LLC		15500 Roosevelt Blvd Suite 301 Clearwater FL 33760
0001551401-17-000002	tawRegistrant	1	Stock Transfer Plus, LLC		190 Nathan Drive  Hollister MO 65672
0001551401-17-000002	tawCustodians	1	Gail Buckles		190 Nathan Drive  Hollister MO 65672
0000313793-17-000004	tawRegistrant	1	EXCALIBUR INDUSTRIES		1910-8th Avenue East Box 650 Hibbing MN 55746
0000313793-17-000004	tawCustodians	1	Jay R Mackie		1910-8th Avenue East Box 650 Hibbing MN 55746
