ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0001654954-17-011897	SEC	INTERWEST TRANSFER CO INC                               /TA		406488	N	919-744-2722	Y	N	N	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001654954-17-011894	SEC	DIRECT TRANSFER LLC		339440	N	919-481-4000	Y	N	N	Y	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001133702-17-000008	SEC	NATIONAL FINANCIAL SERVICES LLC /TA		061671	Y	617-392-1364	Y	N	N	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0001146230-17-000010	SEC	Computershare Inc /TA	Computershare Shareholder Services Inc /TA	260539	N	781-575-2000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N
0001387131-17-005884	SEC	Equiniti Trust Co		354027	N	914-844-2412	Y	N	N	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000862124-17-000018	SEC	NATIONAL FINANCIAL SERVICES LLC /TA		061671	Y	617-392-1364	Y	N	N	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0000862124-17-000017	SEC	FIDELITY INVESTMENTS INSTITUTIONAL OPERATIONS CO INC /TA	FIDELITY INVESTMENTS WESTERN SERVICES CO INC            /TA	428219	Y	8593865109	Y	N	Y	N	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0001144204-17-064098	SEC	StartEngine Secure LLC	StartEngine Crowdfunding, Inc. / TA	354332	N	800-317-2200	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001261763-17-000008	SEC	LAW DEBENTURE TRUST CO OF NEW YORK		279026	N	212-750-6474	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001049169-17-000311	SEC	ALPS FUND SERVICES, INC.	ALPS FUNDS SERVICES INC /CO/ /TA	332981	N	303-623-2577	N	N	N	N	Corporation		Y	N	N	N	N	N	N	Y	N	N	N	Y	N	N	Y	N	N	Y	N	N	N	N	N	N
0001387131-17-005784	SEC	Equiniti Trust Co		354027	N	914-844-2412	Y	N	N	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000842657-17-000029	SEC	Deutsche AM Service Co	DeAWM Service Co	417949	N	212-250-2500	N	Y	Y	N	Corporation		N	N	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0001683168-17-003270	SEC	SCC Transfer, LLC		356014	Y	602-793-8058	N	N	N	N	Other	Limited Liability Company	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000350751-17-000003	SEC	BROADRIDGE CORPORATE ISSUER SOLUTIONS, INC.	STOCKTRANS INC                                          /TA	404400	N	215-553-5400	Y	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
