ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001654954-17-011897	otherControlManagement	1	Issuer Direct Corporation	Acquisition dated October 2, 2017.
0001654954-17-011894	otherControlManagement	1	Brian Balbirnie	Named person above is CEO of both Direct Transfer LLC and its parent company, Issuer Direct Corporation.
0001387131-17-005884	otherControlManagement	1	Guy Wakeley	Chairman of the Board
0001387131-17-005884	otherControlManagement	8	Kathryn Sevcik	Director
0001387131-17-005884	otherControlManagement	7	Todd J. May	Director
0001387131-17-005884	otherControlManagement	6	David L. Becker	Chief Compliance Officer
0001387131-17-005884	otherControlManagement	5	Dannette Smith	Director
0001387131-17-005884	otherControlManagement	4	Michael O'Donnell	Director
0001387131-17-005884	otherControlManagement	3	Bruce Helsel	Director
0001387131-17-005884	otherControlManagement	2	John Stier	Director
0001049169-17-000311	otherControlManagement	1	ALPS Holdings Inc., a DST Systems, Inc. company	ALPS Fund Services, Inc. is a wholly owned subsidiary of ALPS Holdings, Inc., a DST Systems, Inc. company.
0001387131-17-005784	otherControlManagement	2	John Stier	Director
0001387131-17-005784	otherControlManagement	8	David L. Becker	Chief Compliance Officer
0001387131-17-005784	otherControlManagement	6	Michael O'Donnell	Director
0001387131-17-005784	otherControlManagement	5	Bruce Helsel	Director
0001387131-17-005784	otherControlManagement	4	Kathryn Sevcik	Chief Operating Officer, Director
0001387131-17-005784	otherControlManagement	3	Todd J. May	Chief Executive Officer, Director
0001387131-17-005784	otherControlManagement	1	Guy Wakeley	Chairman of the Board
0001387131-17-005784	otherControlManagement	7	Dannette Smith	Director
0001721868-17-000110	otherControlManagement	1	Pacific Services Group Voting Trust	The PSG Voting Trust owns a controlling interest in the equity of Pacific Services Group, Ltd. Its Trustee, Jacqueline Ann Bogle Meuse serves as a member of the Board of Managers of Pacific Services Group, Ltd. Pacific Services Group, Ltd owns 100% of the equity of Capital Transfer Agency.
0001007444-17-000025	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001458682-17-000004	otherControlFinance	2	Pelle Ojasu	REMOVED. Became a member of LLC per Operating Agreement effective 6/1/09. Ceased to be a member effective 9/13/17.
0001458682-17-000004	otherControlFinance	1	Robert Kennedy	Member of LLC per Operating Agreement effective 3/1/10.
0001458682-17-000004	otherControlFinance	3	Ruth Makofske	REMOVED. Became a member of LLC per Operating Agreement effective 6/1/09. Ceased to be a member effective 12/8/11.
