ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001774510-21-000006	31-DEC-2020	NATASHA HARRIS-JOHNSON TRUST	None	N	SEC	Not applicable		0	0	0	0	0	0			Yes			0	0	0
0001774510-21-000002	31-DEC-2019	NATASHA HARRIS-JOHNSON TRUST	None	N	SEC	Not applicable		0	0	0	0	0	0			Yes			0	0	1
0001213900-21-045843	31-DEC-2020	WORLDWIDE STOCK TRANSFER LLC	None	Y	SEC	Not applicable		2418	99078	99078	0	1851	0			Yes			0	0	0
0001323210-21-000012	31-DEC-2019	GTI Corporate Transfer Agents LLC	None	N	SEC	Yes, filed amendment(s)		11	1	0	0	0	0			No	12	0	0	0	0
0001323210-21-000013	31-DEC-2020	GTI Corporate Transfer Agents LLC	None	N	SEC	Yes, filed amendment(s)		13	1	0	0	0	1	No		Yes			3	0	0
0001323210-21-000011	31-DEC-2018	GTI Corporate Transfer Agents LLC	None	N	SEC	Yes, filed amendment(s)		1	1	0	0	0	1	No		No	12	0	0	0	0
0001323210-21-000010	31-DEC-2017	GTI Corporate Transfer Agents LLC	None	N	SEC	Yes, filed amendment(s)		0	1	0	0	0							0	0	0
0001323210-21-000009	31-DEC-2016	GTI Corporate Transfer Agents LLC	None	N	SEC	Yes, filed amendment(s)		5	1	1	0	0	0			Yes			0	0	0
0001667174-21-000002	31-DEC-2020	National Securities Administrators Ltd	None	N	SEC	Not applicable		5953	23480	23480	0	1930	0			No	1	0	0	0	0
0001783498-21-000002	31-DEC-2020	Endeavor Trust Corp	None	N	SEC	Not applicable		1644	9364	9364	0	0	0			Yes			0	345	0
