ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001644506-19-000004	31-DEC-2018	WILSON BANK & TRUST CO                                  /TA	None	N	FDIC	Not applicable		580	4159	3105	1	0	0			Yes			0	0	1
0000950123-19-005816	31-DEC-2017	Atlas Resources, LLC	None	N	SEC	Not applicable		385	14566	14566	0	0	0			Not Applicable			0	0	0
0000950123-19-005817	31-DEC-2018	Atlas Resources, LLC	None	N	SEC	Not applicable		279	7446	7446	0	0	0			Not Applicable			0	0	0
0001261763-19-000004	31-DEC-2018	LAW DEBENTURE TRUST CO OF NEW YORK	None	N	SEC	Yes, filed amendment(s)		0	0	0	0	0	0			Not Applicable			0	0	0
0000950123-19-005618	31-DEC-2018	WADDELL & REED SERVICES Co (dba WI Services Company)/TA	None	N	SEC	Yes, filed amendment(s)		139441	3130928	3130928	3081818	0	0			Yes			16692957	15129	292
0000798947-19-000005	31-DEC-2017	STANDARD REGISTRAR & TRANSFER CO INC /TA	None	N	SEC	Not applicable		1345	293260	293260	57	44	0			Yes			0	0	0
0000798947-19-000004	31-DEC-2018	STANDARD REGISTRAR & TRANSFER CO INC /TA	None	N	SEC	Not applicable		1364	431927	431927	0	55	0			Yes			0	0	0
0001458682-19-000002	31-DEC-2018	ClearTrust, LLC	None	Y	SEC	Yes, filed amendment(s)		2266	56561	56561	0	5930	0			Yes			0	0	0
0001387131-19-002746	31-DEC-2018	M3Sixty Administration, LLC	None	N	SEC	Not applicable		1556	9531	9531	6924	9531	0			Not Applicable			18329	1558	4
0001428661-19-000001	31-DEC-2018	DST Stock Transfer Corp.	None	N	SEC	Yes, filed amendment(s)		0	0	0	0	0	0			Not Applicable			0	0	0
0001683168-19-000993	31-DEC-2018	Altegris Advisors, LLC/TA	None	N	SEC	Not applicable		66	2390	1785	0	1785	0			Not Applicable			0	0	0
0001451217-19-000003	31-DEC-2018	SEI Institutional Transfer Agent, Inc.	Some	N	SEC	Yes, filed amendment(s)		7223	99937	99937	91819	0	0			Yes			1165531	1535	2
0001771881-19-000002	31-DEC-2018	Hickory Point Bank & Trust /FDIC	None	N	FDIC	Not applicable		1522	11639	11639	3264	1532	0			Yes			0	0	116
0001721868-19-000160	31-DEC-2018	PACIFIC STOCK TRANSFER CO /TA	None	Y	SEC	Yes, filed amendment(s)		5666	723512	723512	0	697	0			Yes			0	0	0
0000950123-19-002974	31-DEC-2018	Atlas Resources, LLC	None	N	SEC	Not applicable		279	7446	7446	0	0	0			Not Applicable			0	0	0
0001721868-19-000158	31-DEC-2018	Capital Transfer Agency, Ulc	Some	N	SEC	Not applicable		3106	26123	26123	0	1286	0			Yes			0	0	0
0001683168-19-000894	31-DEC-2018	Mountain Share Transfer, LLC	Some	N	SEC	Not applicable		160	14728	14728	0	0	1	Not Applicable		Yes			0	0	0
0001451950-19-000003	31-DEC-2018	HICKORY POINT BANK & TRUST	None	N	OCC	Not applicable		1522	11639	11639	3264	1532	0			Yes			0	0	116
0000927395-19-000001	31-DEC-2018	WNC & ASSOCIATES INC /TA	None	N	SEC	Not applicable		113	6165	6165	0	0	0			Yes			0	0	0
0000848027-19-000002	31-DEC-2018	DEUTSCHE BANK NATIONAL TRUST CO /TA	Some	Y	OCC	Yes, filed amendment(s)		0	0	0	0	0	0			Not Applicable			0	0	0
0001018490-19-000004	31-DEC-2018	DB SERVICES AMERICAS INC /TA	None	Y	SEC	Yes, filed amendment(s)		1777	39465	39465	0	0	0			Yes			0	0	0
0001007444-19-000008	31-DEC-2018	LPL Financial LLC /TA	Some	N	SEC	Yes, filed amendment(s)		406961	12869	12869	12869	0	0			Not Applicable			4916910	0	0
0000823579-19-000003	31-DEC-2018	COLONIAL STOCK TRANSFER CO INC /TA	None	N	SEC	Not applicable		1489	69977	69977	27	2006	0			Yes			0	0	59
0001727770-19-000001	31-DEC-2018	Merchants Financial Group, Inc.	None	N	BGFRS	Not applicable		89	306	307	0	307	0			Yes			0	0	0
0000839097-19-000002	31-DEC-2018	DEUTSCHE BANK TRUST CO AMERICAS /TA	Some	Y	BGFRS	Not applicable		0	2	2	0	0	0			Yes			0	0	425
