ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001432532-21-000005	otherControlManagement	2	Templeton Worldwide, Inc.	100% Ownership of Templeton International, Inc.
0001432532-21-000005	otherControlManagement	1	Templeton International, Inc.	100% Ownership of Franklin Templeton Luxembourg S.A.
0001432532-21-000005	otherControlManagement	3	Franklin Resources, Inc.	100% Ownership of Templeton Worldwide, Inc.
0000353291-21-000010	otherControlManagement	1	Franklin Resources, Inc.	100% ownership of Templeton Worldwide, Inc.
0001202048-21-000004	otherControlManagement	1	The Variable Annuity Life Insurance Company, AGC Life Insurance Company, AIG Life Holdings, Inc., SAFG Retirement Services, and American Intl Group.	The VALIC Retirement Services Company is 100 owned by The Variable Annuity Life Insurance Company. The Variable Annuity Life Insurance Company is 100 percent owned by AGC Life Insurance Company, which is 100 percent owned by AIG Life Holdings, Inc., which is 100 percent owned by SAFG Retirement Services, Inc. (DE), which is 100 percent by owned American International Group, Inc. (AIG).
0001018490-21-000019	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-21-000019	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001771186-21-000003	otherControlManagement	1	Entoro, LLC	Entoro, LLC owns 100% of Entoro Transfer Services, LLC
0001771186-21-000003	otherControlManagement	2	James C. Row	Mr. Row is the sole manager of Entoro Transfer Services, LLC.
0001771186-21-000003	otherControlFinance	1	Entoro, LLC	Entoro, LLC owns 100% of Entoro Transfer Services, LLC and financed its formation through capital contributions.
0001864126-21-000001	otherControlFinance	1	Good Investor Ventures LLC (CRD# 310101)	"The Good Investor Transfer Agent LLC (or the ""Applicant""), is respectfully requesting the U.S. Securities and Exchange Commission's (the ""SEC's"") approval to act as a Registered Transfer Agent (""RTA""). An affiliate of the Applicant, the Good Investor Ventures LLC (the ""broker-dealer""), is an SEC-registered broker-dealer that primarily facilitates offerings pursuant to Regulation Crowdfunding. Both entities are separate, with their own respective data privacy procedures and safeguards. Through a written agreement with the appropriate parties and corresponding invoicing as warranted, the Applicant may be compensated directly or indirectly through the broker-dealer entity. The Applicant anticipates offering optional transfer agent services to issuers that are facilitating offerings pursuant to Regulation Crowdfunding, via the broker-dealer's platform."
0001448300-21-000007	otherControlManagement	1	Refer to response A in the supplemental correspondence.	"Putnam Investor Services, Inc. is a direct subsidiary of Putnam U.S. Holdings I, LLC, which in turn is a direct subsidiary of Putnam Acquisition Financing LLC. Putnam Acquisition Financing LLC. is a direct subsidiary of Putnam Acquisition Financing Inc. Putnam Acquisition Financing Inc. is a direct subsidiary of Putnam Investments, LLC. Putnam Investments, LLC is a direct subsidiary of Great-West Lifeco U.S. LLC. Great-West Lifeco U.S. LLC is a direct subsidiary of Great-West Financial (Nova Scotia) Co. Great-West Financial (Nova Scotia) Co. is a direct subsidiary of Great-West Lifeco Inc. Great-West Lifeco Inc. is a direct subsidiary of Power Financial Corporation. Power Financial Corporation is a direct subsidiary of Power Corporation of Canada. Power Corporation of Canada is a direct subsidiary of Pansolo Holding Inc. Pansolo Holding Inc. is owned by The Desmarais Family Residuary Trust (the ""Trust""), which is the ultimate parent of Putnam Investor Services, Inc. The Trustees of the Trust are Andre Desmarais, Sophie Desmarais, Paul Desmarais Jr., Guy Fortin, and Michel Plessis-Belair. Decisions with respect to voting the shares of Power Corporation of Canada held directly and indirectly by the Trust are determined by a majority of the Trustees of the Trust, excluding Sophie Desmarais. The Trustees of the Trust (other than Ms. Sophie Desmarais) are listed above in this capacity, without conceding that they ""control,"" or any individual trustee ""controls,"" Putnam Investor Services, Inc."
0001413398-21-000004	otherControlManagement	1	Morgan Stanley Investment Management Inc.	Morgan Stanley Services Company Inc., is a wholly owned subsidiary of Morgan Stanley Investment Management Inc.
0001413398-21-000004	otherControlManagement	2	Morgan Stanley	Morgan Stanley Investment Management Inc., the parent company of Morgan Stanley Services Company Inc., is a wholly owned subsidiary of Morgan Stanley.
0000350797-21-000029	otherControlManagement	1	Morgan Stanley	Mirror Merger Sub 2, LLC is a wholly-owned subsidiary of Morgan Stanley
0000913181-21-000003	otherControlManagement	5	MUFG Americas Holding Corporation	100% ownership stake in MUFG Fund Services (USA) LLC
0000913181-21-000003	otherControlManagement	4	Joseph Arruda	Managing Director of MUFG Investor Services (US) LLC
0000913181-21-000003	otherControlManagement	3	Hideyuki Toriumi	Chief Risk Officer of MUFG Investor Services (US) LLC
0000913181-21-000003	otherControlManagement	8	Mitsubishi UFJ Financial Group, Inc.	100% ownership stake in MUFG Bank, Ltd. and Mitsubishi UFJ Trust & Banking Corporation; 4.89% ownership stake in MUFG Americas Holding Corporation
0000913181-21-000003	otherControlManagement	10	Young Kim	Chief Financial Officer, MUFG Investor Services (US) LLC
0000913181-21-000003	otherControlManagement	9	Gregory Cohen	Head of Transfer Agent, MUFG Investor Services (US) LLC
0000913181-21-000003	otherControlManagement	12	Michael Scalzi	Interim President, MUFG Investor Services (US) LLC
0000913181-21-000003	otherControlManagement	11	Shinya Matsuzaki	Chief Executive Officer of MUFG Investor Services (US) LLC
0000913181-21-000003	otherControlManagement	2	James Fisher	Deputy Chief Executive Officer of MUFG Investor Services (US) LLC
0000913181-21-000003	otherControlManagement	1	Nicholas Sgammato	Chief Compliance Officer of MUFG Investor Services (US) LLC
0000913181-21-000003	otherControlManagement	7	Mitsubishi UFJ Trust & Banking Corporation	Provides strategic planning for the Global MUFG Investor Services Division, including MUFG Investor Services (US) LLC
0000913181-21-000003	otherControlManagement	6	MUFG Bank, Ltd.	95.11% ownership stake in MUFG Americas Holding Corporation
0000913181-21-000003	otherControlManagement	13	Akira Iwamoto	Board Manager of MUFG Investor Services (US) LLC
0000913181-21-000002	otherControlManagement	13	Akira Iwamoto	Board Manager of MUFG Investor Services (US) LLC
0000913181-21-000002	otherControlManagement	12	Michael Scalzi	Interim President, MUFG Investor Services (US) LLC
0000913181-21-000002	otherControlManagement	11	Shinya Matsuzaki	Chief Executive Officer of MUFG Investor Services (US) LLC
0000913181-21-000002	otherControlManagement	9	Gregory Cohen	Head of Transfer Agent, MUFG Investor Services (US) LLC
