ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001018490-08-000017	otherControlManagement	1	Various-see below.	DB Services Tennessee, Inc. ('STN'), formerly known as BT Services Tennessee, Inc., was incorporated in the State of Delaware on December 6, 1991 and established in Tennessee as a servicing company to provide operational and back-office services to Deutsche Bank Trust Company Americas ('DBTCA') and certain of its affiliates. DBTCA, formerly known as Bankers Trust Company, is the principal United States banking subsidiary of Deutsche Bank Aktiengesellschaft ('DBAG'). STN does not have any third party client agreements. Rather, STN, as engaged by DBTCA, provides technical and administrative support services including data processing, telecommunications, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCA's customers (or DBTCA's customers' customers, in the case of DBTCA's private label business for certain affiliates); and DBTCA has appointed STN as its agent to act on its behalf in connection with the transfer of securities and other instruments. Accounts are maintained jointly by DBTCA and STN. STN in its transfer agent function provides services to DBTCA in a manner as if STN is an independent, dedicated contractor that works solely for DBTCA and no other transfer agent. There is a shared system of database for DBTCA and STN. An example is escheatment - the details of escheatment are maintained by STN while the remission to the states is done in the name of and on behalf of DBTCA. STN management is responsible to the business line management of DBAG and DBAG affiliates/subsidiaries including DBTCA. The business line unit head in Tennessee reports to business line unit management of DBAG. Audits are performed by DBAG's Audit Department. Examinations of DBAG NY branch and subsidiary bank, DBTCA, are performed by the Federal Reserve Bank of New York and the New York Department of Banking. DBAG provides for STN the infrastructure necessary to insure safety and soundness measures including accounting systems, the Legal Department, the Internal Audit Department, Compliance, Human Resources and technology functions.
0001018490-08-000017	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital.  Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0000769188-08-000010	otherControlManagement	5	Sun Life Global Investments Inc.	Sun Life Assurance Company of Canada - U.S. Operations Holdings, Inc. is a wholly-owned subsidiary of Sun Life Global Investments Inc.
0000769188-08-000010	otherControlManagement	6	Sun Life Financial Inc.	Sun Life Global Investments Inc. is a wholly-owned subsidiary of Sun Life Financial Inc.
0000769188-08-000010	otherControlManagement	2	Sun Life Financial (U.S.) Investments LLC	Sun Life of Canada (U.S.) Financial Services Holdings, Inc. is a wholly-owned subsidiary of Sun Life Financial (U.S.) Investments LLC.
0000769188-08-000010	otherControlManagement	4	Sun Life Assurance Company of Canada - U.S. Operations Holdings, Inc.	Sun Life Financial (U.S.) Holdings, Inc. is a wholly-owned subsidiary of Sun Life Assurance Company of Canada - U.S. Operations Holdings, Inc.
0000769188-08-000010	otherControlManagement	1	Sun Life of Canada (U.S.) Financial Services Holdings, Inc.	MFS Service Center, Inc. is a wholly-owned subsidiary of Massachusetts Financial Services Company which in turn is a wholly-owned subsidiary of Sun Life of Canada (U.S.) Financial Services Holdings, Inc.
0000769188-08-000010	otherControlManagement	3	Sun Life Financial (U.S.) Holdings, Inc.	Sun Life Financial (U.S.) Investments LLC is a wholly-owned subsidiary of Sun Life Financial (U.S.) Holdings, Inc.
0000883757-08-000007	otherControlFinance	1	Grey Horse Corporation	Equity Transfer & Trust Company is a wholly owned subsidiary of Grey Horse Corporation (formerly known as Grey Horse Capital Corporation).
0000883757-08-000007	otherControlManagement	1	Grey Horse Corporation	Equity Transfer & Trust Company is a wholly owned subsidiary  of Grey Horse Corporation (formerly known as Grey Horse Capital Corporation).
0000773568-08-000011	otherControlManagement	1	FBL FINANCIAL GROUP, INC.	REGISTRANT IS A WHOLLY OWNED SUBSIDIARY OF FBL FINANCIAL SERVICES, INC., WHICH IS A WHOLLY OWNED SUBSIDIARY OF FBL FINANCIAL GROUP, INC.
0001443149-08-000003	otherControlManagement	1	DirectLINC Corporation	Parent company and owner of Affinity Investor Corporation
