ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0000810704-08-000015	SEC	Primerica Shareholder Services		409573	N	800-544-5445	Y	N	N	Y	Partnership		N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N
0001018490-08-000017	SEC	DB Services Tennessee, Inc.		955203	N	(615) 835-3100	N	N	N	Y	Corporation		Y	Y	Y	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0001144204-08-054822	SEC	Omega Ventures Inc. under fictitious name OTC Corporate Transfer Service	OTC Corporate Transfer Service Co. Inc.	409599	N	516-932-2080	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001128776-08-000007	SEC	Hartford Investor Services Company, LLC		062562	N	860-624-0170	N	Y	Y	N	Not Applicable																									
0000862124-08-000007	SEC	Fidelity Investments Institutional Operations Company, Inc.		428219	Y	(508) 787-7000	Y	Y	Y	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N
0001297077-08-000105	SEC	Integrity Stock Transfer		290064	N	(702) 317-7757	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001288763-08-000008	SEC	Computershare Investor Services Inc.		289645	N	(416) 263-9200	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
0001288777-08-000011	SEC	Computershare Trust Company of Canada		298181	N	(416) 263-9200	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N
0001133702-08-000012	SEC	National Financial Services LLC		061671	Y	(617) 563-6986	Y	Y	N	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N
0001445583-08-000001	SEC	AlphaMetrix, LLC/TA		338285	N	312-267-8400	N	Y	N	N	Not Applicable																									
0000769188-08-000010	SEC	MFS Service Center, Inc.		407387	N	617-954-5000	Y	N	N	N	Corporation		Y	N	N	N	N	N	Y	Y	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N
0001297077-08-000101	SEC	Integrity Stock Transfer		290064	N	(702) 317-7757	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001104659-08-057905	SEC	Prudential Mutual Fund Services LLC		410019	N	973-802-6469	Y	Y	Y	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001408996-08-000008	SEC	Quicksilver Stock Transfer		334193	Y	702-360-0652	N	N	N	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001140361-08-020963	SEC	Empire Stock Transfer Inc.		291278	N	7029741444	N	N	N	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
