ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000838927-08-000004	31-DEC-2007	LaSalle Bank NA	SOME	Y	OCC	Yes, filed amendment(s)		2430	30340	0	0	0	0			Yes			0	0	273
0001144204-08-054828	31-DEC-2007	Omega Ventures Inc under fictitious name OTC Corporate Transfer Service	NONE	N	SEC	Not applicable		613	13305	0	0	0	0			Not Applicable			0	0	0
0000899635-08-000016	31-DEC-2007	Integrity Fund Services, Inc.	NONE	N	SEC	Not applicable		5977	99978	16789	0	0	0			Yes			21380	0	0
0000899635-08-000014	31-DEC-2006	Integrity Fund Services, Inc.	NONE	N	SEC	Not applicable		4505	93695	19309	0	0	0			Yes			21100	0	0
0000950149-08-000091	31-DEC-2007	Cronos Capital Corp.	SOME	N	SEC	Not applicable		0	0	13478	0	0									21
0000854922-08-000004	31-DEC-2007	The Bank of New York	SOME	Y	BGFRS	Yes, filed amendment(s)		620291	6954919	6954919	1783729	1160415	0			Yes			0	0	17045
0000353291-08-000008	31-DEC-2007	Franklin Templeton Investor Services, LLC	NONE	N	SEC	Yes, filed amendment(s)		987947	7457240	7457240	0	0	0			Yes			20875010	1855131	681
0000353291-08-000007	31-DEC-2006	Franklin Templeton Investor Services, LLC	NONE	N	SEC	Yes, filed amendment(s)		883602	6923785	6923785	0	0	0			Yes			18408868	2265977	1230
0000353291-08-000006	31-DEC-2005	Franklin Templeton Investor Services, LLC	NONE	N	SEC	Yes, filed amendment(s)		1040628	6595219	6595219	0	0	0			Yes			18934504	1911520	1278
0001227023-08-000003	31-DEC-2007	The First National Bank of Mifflintown	NONE	N	OCC	Not applicable		156	627	627	0	0									0
0001323210-08-000022	31-DEC-2007	GTI Corporate Transfer Agents, LLC	NONE	N	SEC	Not applicable		185	1181	1181	0	0	0			Yes			0	0	0
0000746972-08-000002	31-DEC-2007	OTR, Inc.	NONE	N	SEC	Not applicable		3311	56312	56312	0	0	0			Yes			0	0	0
0000948010-08-000011	31-DEC-2007	ISTC Corporation	SOME	N	SEC	Yes, filed amendment(s)		14472	127273	127273	0	0	0			Not Applicable			0	0	414
0001323210-08-000016	31-DEC-2006	Tannya L Irizarry	NONE	N	SEC	Not applicable		109	2	0	0	2									0
