ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001227021-15-000005	2	otherBusinessLocation	For non-qualifying securities 30 Herbert Street Dublin 2 L2 
0001227021-15-000005	1	otherBusinessLocation	525 Washington Street Newport Tower Jersey City NJ 07310
0001227021-15-000005	1	principalOfficeAddress	50 Post Office Square  Boston MA 02110
0001227021-15-000005	3	otherBusinessLocation	For non-qualifying securities 2-8 Avenue Charles De Gaulle, B.P. 403 L-2014, Luxembourg N4 
0001227021-15-000005	4	otherBusinessLocation	For non-qualifying securities 13/F Man Yee Building, 68 Des Voeux Road Hong Kong K3 
0001227021-15-000005	5	otherBusinessLocation	For non-qualifying securities Orange Office Park, ul. Klimeckiego 1 Krakow R9 
0000817712-15-000009	1	principalOfficeAddress	4321 N. Ballard Road  Appleton WI 54919
0000817712-15-000009	2	mailingAddress	625 Fourth Avenue South  Minneapolis MN 55415
0000889231-15-000009	1	principalOfficeAddress	1411 Broadway, 28th Floor  New York NY 10018
0000005076-15-000001	4	otherBusinessLocation	14636 North Scottsdale Rd.  Scottsdale AZ 85254
0000005076-15-000001	2	otherBusinessLocation	5300 Robin Hood Road  Norfolk VA 23513-2430
0000005076-15-000001	2	mailingAddress	P.O. Box 7118  Indianapolis IN 46207-7118
0000005076-15-000001	1	principalOfficeAddress	6455 Irvine Center Drive  Irvine CA 92618
0000005076-15-000001	3	otherBusinessLocation	12711 N. Meridan Street  Carmel IN 46032
0000005076-15-000001	1	otherBusinessLocation	3500 Wiseman Blvd.  San Antonio TX 78251-4321
0000950123-15-004121	1	principalOfficeAddress	4600 S. Syracuse St.  Denver CO 80237
0001323210-15-000009	1	principalOfficeAddress	9101 Harlan ST. STE. #130 Westminster CO 80031
0001144204-15-018558	1	principalOfficeAddress	405 Park Avenue Concourse Level New York NY 10022
0001144204-15-018558	1	otherBusinessLocation	18818 Teller Avenue Suite 270 Irvine CA 92612
0001144204-15-018558	2	otherBusinessLocation	One Beacon Street 14th Floor Boston MA 02108
0000950123-15-004104	1	principalOfficeAddress	125 S.MILL ST., STE 100  LEXINGTON KY 40507
0000950123-15-004104	2	mailingAddress	P.O. BOX 1149  LEXINGTON KY 40588-1149
