ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001493152-22-036848	soleProprietorship	1	AE Investment Holdings (AEH)	01-JAN-2015	45% owner			45% owner	
0001493152-22-036848	soleProprietorship	3	Nora Marckwordt	01-JAN-2015	Director of Operations			5% owner	
0001493152-22-036848	soleProprietorship	2	Mohit Bhansali	11-NOV-2011	CEO,COO			50% direct owner; owns AEH from 12/31/17	
0001202048-22-000009	corporationPartnership	1	The Variable Annuity Life Insurance Company (VALIC)	18-NOV-1996	Owner	E	true		
0001202048-22-000009	corporationPartnership	2	Freda Lee	17-JUN-2021	Executive Vice President	NA	true		
0001202048-22-000009	corporationPartnership	5	Kara R. Boling	28-JUN-2016	Executive Vice President & COO	NA	true		
0001202048-22-000009	corporationPartnership	4	Cheryl Tibbits	17-JUN-2021	Executive Vice President & CFO	NA	true		02-NOV-2022
0001202048-22-000009	corporationPartnership	3	Todd McGrath	17-JUN-2021	President	NA	true		
0000862124-22-000004	corporationPartnership	70	Kevin M. McLaughlin	03-APR-2020	Treasurer - Retirement Division	NA			01-DEC-2022
0000862124-22-000004	corporationPartnership	71	Lisa Goulemas	20-MAY-2021	Sr Vice President - Shareholder Division	NA			
0000862124-22-000004	corporationPartnership	72	Amy DeVasto	02-SEP-2021	Chief Compliance Officer	NA			
0000862124-22-000004	corporationPartnership	73	Brian Field	02-SEP-2021	Vice President Shareholder Division	NA			
0000862124-22-000004	corporationPartnership	1	FMR Corp	01-JUL-1978	Shareholder	E	true		30-SEP-2007
0000862124-22-000004	corporationPartnership	2	Susan Sturdy	28-JUN-2006	Secretary	NA			01-AUG-2008
0000862124-22-000004	corporationPartnership	3	Timothy F. Hayes	28-JUN-2006	President & Director	NA	true		14-JUN-2007
0000862124-22-000004	corporationPartnership	4	Jeffrey Carney	28-JUN-2006	Executive Vice President	NA	true		14-JUN-2007
0000862124-22-000004	corporationPartnership	5	Laura B. Cronin	28-JUN-2006	Executive Operating Officer	NA			03-OCT-2007
0000862124-22-000004	corporationPartnership	6	Robert A. Dwight	03-JUL-2003	Executive Operating Officer	NA	true		30-JUN-2013
0000862124-22-000004	corporationPartnership	7	Joseph P. LoRusso	03-JUL-2003	Director	NA	true		14-JUN-2007
0000862124-22-000004	corporationPartnership	8	Stephen E. Tibbets	01-AUG-1994	Treasurer	NA			14-JUN-2007
0000862124-22-000004	corporationPartnership	9	J. Gregory Wass	28-JUN-2006	Assitant Treasurer	NA			31-JUL-2011
0000862124-22-000004	corporationPartnership	74	Dennis Sullivan	02-SEP-2021	Vice President Shareholder Division	NA			
0000862124-22-000004	corporationPartnership	75	Matthew DePiero	01-DEC-2022	Treasurer - Retirement Division	NA			
0000862124-22-000004	corporationPartnership	76	Crystal Morrison	01-DEC-2022	Sr Vice President - Shareholder Division	NA			
0000862124-22-000004	corporationPartnership	77	Michael Shulman	01-DEC-2022	Assistant Treasurer	NA			
0000862124-22-000004	corporationPartnership	10	John J. Hitt	28-JUN-2006	Assistant Secretary	NA			01-AUG-2008
0000862124-22-000004	corporationPartnership	11	Richard Siegelman	14-JUN-2007	Chief Compliance Officer	NA			01-MAY-2009
0000862124-22-000004	corporationPartnership	12	Anmarie Ciccolo	14-JUN-2007	Chief Compliance Officer	NA			01-JUL-2017
0000862124-22-000004	corporationPartnership	13	Joseph Hollis	14-JUN-2007	Executive Operating Officer	NA	true		01-AUG-2008
0000862124-22-000004	corporationPartnership	14	Terence Sanz	14-JUN-2007	Treasurer	NA			01-DEC-2008
0000862124-22-000004	corporationPartnership	15	FMR LLC	01-OCT-2007	Shareholder	E	true		30-SEP-2010
0000862124-22-000004	corporationPartnership	16	Robert Donelan	14-JUN-2007	President & Director	NA	true		26-JUL-2010
