ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001493152-22-036848	1	principalOfficeAddress	237 West 37th Street Suite 602 New York NY 10018
0000950123-22-012758	1	otherBusinessLocation	707 2nd Ave. S.  Minneapolis MN 55402
0000950123-22-012758	1	principalOfficeAddress	290 Congress Street 7th Floor Boston MA 02210
0000950123-22-012758	2	mailingAddress	707 2nd Avenue South  Minneapolis MN 55474-2405
0000950123-22-012758	2	otherBusinessLocation	10 Memorial Boulevard 10th Floor Providence RI 02903
0001202048-22-000009	1	principalOfficeAddress	2929 Allen Parkway  Houston TX 77019
0000862124-22-000004	9	otherBusinessLocation	100 New Millennium Way  Durham NC 27709
0000862124-22-000004	8	otherBusinessLocation	Two Destiny Way  Westlake TX 76262
0000862124-22-000004	7	otherBusinessLocation	49 North 400 West  Salt Lake City UT 84101
0000862124-22-000004	6	otherBusinessLocation	100 Howe Drive  Covington KY 41015
0000862124-22-000004	5	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0000862124-22-000004	4	otherBusinessLocation	Two Contra Way  Merrimack NH 03054
0000862124-22-000004	3	otherBusinessLocation	One Spartan Way  Merrimack NH 03054
0000862124-22-000004	2	otherBusinessLocation	100 Magellan Drive  Covington KY 41015
0000862124-22-000004	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0000862124-22-000004	2	mailingAddress	245 Summer Street Mail Zone OSGN Attn: TA Compliance Boston MA 02210
0000862124-22-000004	1	principalOfficeAddress	245 Summer Street  Boston MA 02210
0000862124-22-000004	11	otherBusinessLocation	5300 Kings Island Drive  Mason OH 45040
0000862124-22-000004	12	otherBusinessLocation	500 Salem Street  Smithfield RI 02917
0000862124-22-000004	13	otherBusinessLocation	900 Salem Street  Smithfield RI 02917
0000862124-22-000004	14	otherBusinessLocation	4601 Touchton Rd East Bldg 400 Jacksonville FL 32246
0000862124-22-000004	15	otherBusinessLocation	6501 S Fiddler's Green Circle Ste 300-600 Greenwood Village CO 80111-4932
0000862124-22-000004	16	otherBusinessLocation	825 East 1180 South  American Fork UT 84003
0000862124-22-000004	10	otherBusinessLocation	5401 Watson Drive SE  Albuquerque NM 87106
0001062993-22-024216	1	principalOfficeAddress	100 Adelaide Street West Suite 300 Toronto A6 M5H 1S3
0001062993-22-024216	3	otherBusinessLocation	1701 - Avenue des Canadiens-de-Montreal PO Box 33 Montreal A8 H3A 2A6
0001062993-22-024216	2	otherBusinessLocation	Telus Sky Building 2110, 685 Centre Street SW Calgary A1 T2G 1S5
0001062993-22-024216	1	otherBusinessLocation	650 West Georgia St Suite 2700 Vancouver A1 V6B 4N9
0000849542-22-000008	1	otherBusinessLocation	103 Bellevue Parkway  Wilmington DE 19809
0000849542-22-000008	2	otherBusinessLocation	135 Santilli Highway  Everett MA 02149
0000849542-22-000008	1	principalOfficeAddress	4400 Computer Drive  Westborough MA 01581
0000849542-22-000008	3	otherBusinessLocation	500 Ross Street  Pittsburgh PA 15262
0001387131-22-012466	1	principalOfficeAddress	4300 Shawnee Mission Parkway  Fairway KS 66205
0000810417-22-000004	1	otherBusinessLocation	8640 S. River Parkway  Tempe AZ 85284
0000810417-22-000004	1	principalOfficeAddress	12555 Manchester Road  St. Louis MO 63131
0001020337-22-000002	2	otherBusinessLocation	655 9th St  Des Moines IA 50392
0001020337-22-000002	1	principalOfficeAddress	620 Coolidge Dr Ste 300  Folsom CA 95630
0001020337-22-000002	1	otherBusinessLocation	801 Grand Ave  Des Moines IA 50392
0001452780-22-000003	1	otherBusinessLocation	Suite 201, Building 7, Commerzone Samrat Ashok Path Road, Yerawada Pune K7 411006
0001452780-22-000003	1	principalOfficeAddress	5th Floor, Block B, Q City Nanakramguda, Gachibowli Hyderabad K7 500032
0001452780-22-000003	2	otherBusinessLocation	3rd Fl, Unit 301, Bld 5&6, Mindspace Bus Parks Pvt Lmt-SEZ, Airoli Rd, Airoli, Navi Mumbai, Mumbai Maharashtr K7 400 708
0001452780-22-000003	3	otherBusinessLocation	4th Floor, Block A, Q City, Nanakaamguda Gachibowli Hyderabad K7 500032
0001452780-22-000003	4	otherBusinessLocation	6th Floor, Level 2, Lodha iThink Tower A Kolshet Road, Thane Mumbai, Maharashtra K7 400607
0001718015-22-000009	1	principalOfficeAddress	350 - 409 Granville St  Vancouver A1 V6C 1T2
0001718015-22-000009	2	otherBusinessLocation	702-67 Yonge St  TORONTO A6 M5E 1J8
0001718015-22-000009	1	otherBusinessLocation	1230-300 5th Ave SW  CALGARY A0 T2P 3C4
0001018490-22-000037	1	principalOfficeAddress	5022 Gate Parkway Suite 200 Jacksonville FL 32256-7088
0000817712-22-000011	2	mailingAddress	901 Marquette Avenue Suite 2500 MINNEAPOLIS MN 55402-3211
0000817712-22-000011	1	principalOfficeAddress	4321 N. Ballard Road  Appleton WI 54919
0000842657-22-000023	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0001062993-22-023408	1	otherBusinessLocation	Suite 1900, 925 West Georgia Street  Vancouver A1 V6C 3L2
0001062993-22-023408	2	mailingAddress	PO Box 128, STN M  Calgary A0 T2P 2H6
0001062993-22-023408	1	principalOfficeAddress	Suite 4000, 520 - 3rd Ave SW  Calgary A0 T2P 0R3
0001398344-22-023866	1	principalOfficeAddress	6125 MEMORIAL DRIVE  DUBLIN OH 43017
0001146230-22-000013	1	principalOfficeAddress	150 Royall Street  Canton MA 02021-1011
0001146230-22-000013	1	otherBusinessLocation	33 North LaSalle Street, Suite 1100  Chicago IL 60602
0001146230-22-000013	2	otherBusinessLocation	144 Fernwood Avenue  Edison NJ 08837
0001146230-22-000013	3	otherBusinessLocation	Newport Office Center VII 480 Washington Boulevard Jersey City NJ 07310
0001146230-22-000013	4	otherBusinessLocation	211 Quality Circle Suite 210 College Station TX 77845
0001146230-22-000013	5	otherBusinessLocation	462 South Fourth Street  Louisville KY 40202
0000733598-22-000007	1	principalOfficeAddress	8000 Interstate Hwy 10 West  San Antonio TX 78230
0000733598-22-000007	1	otherBusinessLocation	c/o CyrusOne 9999 Westover Hills Blvd San Antonio TX 78251
0000353291-22-000013	1	principalOfficeAddress	3344 Quality Drive  Rancho Cordova CA 95670
0000353291-22-000013	1	otherBusinessLocation	100 Fountain Parkway  St. Petersburg FL 33716
0000353291-22-000013	2	otherBusinessLocation	300 Atlantic Street 12th Floor Stamford CT 06901
0000842657-22-000021	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0000868275-22-000006	1	principalOfficeAddress	1300 N. STATE ST.  BELLINGHAM WA 98225
0001018490-22-000035	1	principalOfficeAddress	5022 Gate Parkway Suite 200 Jacksonville FL 32256-7088
