ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001853914-21-000001	otherControlFinance	1	NextSeed Inc.	Corporate Partner of Applicant
0001853914-21-000001	otherControlFinance	2	OpenDeal Inc.	Corporate Partner of Applicant
0001202048-21-000002	otherControlManagement	1	The Variable Annuity Life Insurance Company, AGC Life Insurance Company, AIG Life Holdings, Inc., SAFG Retirement Services, and American Intl Group.	The VALIC Retirement Services Company is 100 owned by The Variable Annuity Life Insurance Company. The Variable Annuity Life Insurance Company is 100 percent owned by AGC Life Insurance Company, which is 100 percent owned by AIG Life Holdings, Inc., which is 100 percent owned by SAFG Retirement Services, Inc. (DE), which is 100 percent by owned American International Group, Inc. (AIG).
0000897101-21-000237	otherControlManagement	6	David L. Becker	Legal Officer
0000897101-21-000237	otherControlManagement	1	John Stier	Chief Financial Officer
0000897101-21-000237	otherControlManagement	2	Sanuel John Halford	Chief Executive Officer, Director
0000897101-21-000237	otherControlManagement	3	Ashok Shunmugavel	General Manager
0000897101-21-000237	otherControlManagement	4	Sreekech Cheriyathu	Head of Operations
0000897101-21-000237	otherControlManagement	5	Karthikeyan Shankaran	Head of Finance Shared Services
0000737074-21-000002	otherControlManagement	2	Victory Capital Holdings, Inc	VCH Holdings, LLC is 100% owned by Victory Capital Holdings, Inc
0000737074-21-000002	otherControlManagement	1	VCH Holdings, LLC	Victory Capital Operating, LLC, the immediate owner of the transfer agency, is 100% owned by VCH Holdings, LLC.
0001199835-21-000121	otherControlFinance	1	GENETHERA, INC.	IN-HOUSE TA
0001018490-21-000003	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001018490-21-000003	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
