ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000868275-21-000003	corporationPartnership	1	JANE K. CARTEN	14-FEB-2001	DIRECTOR/PRESIDENT & CEO	A	true		
0000868275-21-000003	corporationPartnership	2	CRAIG P. CHURMAN	02-AUG-2011	VP, PRODUCT DEVELOPMENT & DIRECTOR	NA	true		
0000868275-21-000003	corporationPartnership	3	CHRISTOPHER R. FANKHAUSER	17-JAN-2006	DIRECTOR/COO	NA	true		
0000868275-21-000003	corporationPartnership	4	JAMES S. GIBSON	17-APR-2007	DIRECTOR, CFO & TREASURER	NA	true		10-SEP-2018
0000868275-21-000003	corporationPartnership	5	NICHOLAS F. KAISER	01-AUG-1989	DIRECTOR/CHAIRMAN	C	true		
0000868275-21-000003	corporationPartnership	6	MICHAEL E. LEWIS	17-SEP-2012	CHIEF COMPLIANCE OFFICER	NA			
0000868275-21-000003	corporationPartnership	13	CHARLES RYAN LECOCQ	26-AUG-2020	INDEPENDENT DIRECTOR	NA			
0000868275-21-000003	corporationPartnership	8	MONEM A. SALAM	23-JUN-2005	DIRECTOR/EXECUTIVE VICE PRESIDENT	NA	true		
0000868275-21-000003	corporationPartnership	9	EMILY H. KAISER	01-NOV-2006	SHAREHOLDER	A			
0000868275-21-000003	corporationPartnership	10	ROBERT F. KAISER II	01-NOV-2006	SHAREHOLDER	A			
0000868275-21-000003	corporationPartnership	11	DENNIS R. MURPHY	23-APR-2013	INDEPENDENT DIRECTOR	NA			
0000868275-21-000003	corporationPartnership	12	KALEN M. HANNA	20-AUG-2009	DIRECTOR, CFO & TREASURER	NA	true		
0000868275-21-000003	corporationPartnership	7	PHELPS S. MCILVAINE	16-AUG-1994	DIRECTOR/VICE PRESIDENT	A	true		
0001853914-21-000001	soleProprietorship	1	Youngro Lee	17-FEB-2021	President			100	
0001853914-21-000001	soleProprietorship	2	Bob Dunton	17-FEB-2021	Chief Compliance Officer			0	
0001718015-21-000003	corporationPartnership	3	Scott Saxberg	19-SEP-2017	DIRECTOR	B	true		
0001718015-21-000003	corporationPartnership	4	Randy Gregory	19-SEP-2017	Chairman & Director	NA	true		
0001718015-21-000003	corporationPartnership	12	Robert Morton	30-OCT-2020	Director	NA	true		
0001718015-21-000003	corporationPartnership	6	Sadiq Lalani	19-SEP-2017	Director	NA	true		
0001718015-21-000003	corporationPartnership	7	Dianna Reimer	19-SEP-2017	Chief Strategy Officer	NA	true		
0001718015-21-000003	corporationPartnership	8	Lisa Scotland	19-SEP-2017	COO, CCO, CRO	NA	true		
0001718015-21-000003	corporationPartnership	9	Daniel Sander	19-SEP-2017	EVP, Corporate Trust	NA	true		
0001718015-21-000003	corporationPartnership	10	Dan Eisner	19-SEP-2017	Director	NA	true		
0001718015-21-000003	corporationPartnership	11	MARILOU HAZEL JUANTA	10-AUG-2020	RISK OFFICER	NA	true		
0001718015-21-000003	corporationPartnership	2	John Campbell	19-SEP-2017	PRESIDENT	NA	true		
0001718015-21-000003	corporationPartnership	1	JENA KAYE	09-SEP-2017	CEO	B	true		
0001718015-21-000003	corporationPartnership	5	Nicholas Johnson	19-SEP-2017	Director	A	true		
0001202048-21-000002	corporationPartnership	1	The Variable Annuity Life Insurance Company (VALIC)	18-NOV-1996	Owner	E	true		
0000897101-21-000237	corporationPartnership	1	Equiniti Group, PLC, Equiniti ICS Limited (Belfast, UK)	01-JAN-2013	100% Owner	E	false		
0001227021-21-000004	corporationPartnership	17	Susan C. Livingston	01-JAN-1998	Partner	NA	true		
0001227021-21-000004	corporationPartnership	16	Radford W. Klotz	01-JAN-1995	Partner	A	true		
0001227021-21-000004	corporationPartnership	19	Michael J. McDonald	01-JAN-2019	Partner	NA	true		
0001227021-21-000004	corporationPartnership	20	Jeffrey B. Meskin	01-JAN-2011	Partner	NA	true		
0001227021-21-000004	corporationPartnership	21	Yukinori Nagahisa	01-JAN-2004	Partner	NA	true		
0001227021-21-000004	corporationPartnership	22	Sean Pairceir	01-JAN-2010	Partner	NA	true		
0001227021-21-000004	corporationPartnership	23	Jean-Pierre Paquin	01-JAN-2015	Partner	NA	true		
0001227021-21-000004	corporationPartnership	24	Christopher C. Remondi	01-JAN-2012	Partner	NA	true		
0001227021-21-000004	corporationPartnership	25	William E. Rosensweig	01-JAN-2012	Partner	NA	true		
0001227021-21-000004	corporationPartnership	26	Jeffrey A. Schoenfeld	01-JAN-1996	Partner	A	true		
0001227021-21-000004	corporationPartnership	27	Yorinasu Sonobe	01-JAN-2021	Partner	NA	true		
0001227021-21-000004	corporationPartnership	28	Kevin W. Stone	01-JAN-2009	Partner	NA	true		
0001227021-21-000004	corporationPartnership	29	W. Carter Sullivan III	01-JAN-2000	Partner	NA	true		
0001227021-21-000004	corporationPartnership	30	Andrew J. F. Tucker	01-JAN-1998	Partner	NA	true		
0001227021-21-000004	corporationPartnership	31	William B. Tyree	01-JAN-2001	Partner	A	true		
0001227021-21-000004	corporationPartnership	32	Maroa C. Velez	01-JAN-2008	Partner	NA	true		
0001227021-21-000004	corporationPartnership	33	William J. Whelan, Jr.	01-JAN-2000	Partner	NA	true		
0001227021-21-000004	corporationPartnership	34	Richard H. Witmer, Jr.	01-JAN-1998	Partner	NA	true		
0001227021-21-000004	corporationPartnership	18	Hampton S. Lynch, Jr.	01-JAN-1984	Partner	NA	true		
0001227021-21-000004	corporationPartnership	15	Michael R. Keller	01-JAN-2015	Partner	NA	true		
0001227021-21-000004	corporationPartnership	14	Charles O. Izard	01-JAN-2004	Partner	NA	true		
0001227021-21-000004	corporationPartnership	13	Timothy E. Hartch	01-JAN-2021	Limited Partner	NA			
0001227021-21-000004	corporationPartnership	12	Timothy E. Hartch	01-JAN-2010	Partner	NA	true		31-DEC-2020
0001227021-21-000004	corporationPartnership	11	Lorrie L. Gordon	01-JAN-2019	Partner	NA	true		
0001227021-21-000004	corporationPartnership	10	Kathryn C. George	01-JAN-1998	Partner	NA	true		
0001227021-21-000004	corporationPartnership	9	Dario Galindo	01-JAN-2003	Partner	NA	true		
0001227021-21-000004	corporationPartnership	8	Douglas A. Donahue, Jr.	01-JAN-1990	Partner	NA	true		
0001227021-21-000004	corporationPartnership	7	Jean-Marc Crepin	01-JAN-2015	Partner	NA	true		
0001227021-21-000004	corporationPartnership	6	Geoffrey M. Cook	01-JAN-2009	Partner	NA	true		
0001227021-21-000004	corporationPartnership	5	G. Scott Clemons	01-JAN-2019	Partner	NA	true		
0001227021-21-000004	corporationPartnership	4	Valentino Carlotti	01-JAN-2021	Partner	NA	true		
0001227021-21-000004	corporationPartnership	1	Thomas E. Berk	01-JAN-2005	Partner	A	true		
0001227021-21-000004	corporationPartnership	2	Taylor S. Bodman	01-JAN-1999	Partner	A	true		
0001227021-21-000004	corporationPartnership	3	Suzanne E. Brenner	01-JAN-2019	Partner	NA	true		
0000275143-21-000001	corporationPartnership	13	Sharon James	19-AUG-2019	Head of Compliance	NA	true		
0000275143-21-000001	corporationPartnership	12	Tracy Shelby	01-JUL-2019	Co-Head of Asset Manager Solutions & VP	NA	true		
0000275143-21-000001	corporationPartnership	11	SS&C Technologies, Inc.	16-APR-2018	Indirect Owner	E	true		
0000275143-21-000001	corporationPartnership	10	Adam Girard	16-APR-2018	Tax Officer	NA			
0000275143-21-000001	corporationPartnership	9	Joseph L. Frank	16-APR-2018	Vice President and Secretary	NA			
0000275143-21-000001	corporationPartnership	8	Patrick J. Pedonti	16-APR-2018	Vice President, Treasurer and Director	NA	true		
0000275143-21-000001	corporationPartnership	1	DST Systems, Inc.	05-SEP-1973	Co-shareholder	B	true		
0000275143-21-000001	corporationPartnership	6	SS&C Technologies Holdings, Inc.	16-APR-2018	Indirect Owner	E	true		
0000275143-21-000001	corporationPartnership	5	Timothy William Bahr	30-MAR-2017	Director & Assistant Treasurer	NA	true		
0000275143-21-000001	corporationPartnership	4	Patricia L. Crockan	10-JUL-2015	Co-Head of Asset Manager Solutions & VP	NA	true		
0000275143-21-000001	corporationPartnership	3	Edmond Joseph Burke	26-MAR-2013	Director	NA	true		03-JUN-2019
0000275143-21-000001	corporationPartnership	2	West Side Investment Management, Inc.	30-MAR-2017	Co-shareholder	E	true		
0000275143-21-000001	corporationPartnership	7	Michael Sleightholme	16-APR-2018	Director and Vice President	NA	true		
0000737074-21-000002	corporationPartnership	1	Victory Capital Operating, LLC	24-DEC-2019	Owner	E	true		
0000737074-21-000002	corporationPartnership	5	Christopher K. Dyer	01-JUL-2019	Officer	NA	true		
0000737074-21-000002	corporationPartnership	4	Nina Gupta	01-JUL-2019	Director	NA	true		
0000737074-21-000002	corporationPartnership	3	Michael D. Policarpo	01-JUL-2019	Director	NA	true		
0000737074-21-000002	corporationPartnership	2	David C. Brown	01-JUL-2019	Director	NA	true		
0001720655-21-000001	soleProprietorship	1	StartEngine Crowdfunding Inc.	14-DEC-2017	Managing Member			Corporate owner of affiliated LLC	
0001720655-21-000001	soleProprietorship	2	Howard Marks	14-DEC-2017	CEO			CEO	
0001559963-21-000002	corporationPartnership	6	Michael DeNofrio	12-MAR-2013	Vice President- US TA	NA	true		31-DEC-2020
0001559963-21-000002	corporationPartnership	5	The Bank of New York Mellon Corporation	09-JAN-2008	Ultimate parent entity	E	true		
0001559963-21-000002	corporationPartnership	8	Shailendra Pandey	09-JUN-2017	Compliance Officer	NA			
0001559963-21-000002	corporationPartnership	9	Craig Bayer	30-MAY-2018	Director	NA	true		
0001559963-21-000002	corporationPartnership	10	Nitin Chandel	13-MAR-2019	Board Director	NA			
0001559963-21-000002	corporationPartnership	11	Jasmin Ignatius	13-MAR-2019	Board Director	NA			
0001559963-21-000002	corporationPartnership	12	Ann Fogarty	13-MAR-2019	Board Director	NA			17-JUN-2020
0001559963-21-000002	corporationPartnership	13	Denise Sommerville	13-MAR-2019	Board Director	NA			08-MAY-2020
