ACCESSION_NUMBER	ENTITY_TYPE	ENTITY_ID	ENTITYNAME	SUCCESSORREGISTERED	ADDRESS
0001451316-21-000005	tawSuccessors	1	Franklin Templeton Investments Poland sp. z.o.o.	Y	Franklin Templeton Investments Poland sp Przemyslowa 3 str. Poznan R9 61-579
0001451316-21-000005	tawRegistrant	1	Franklin Templeton Investment Services GmbH		Mainzer Landstrasse 16  Frankfurt am Main 2M D-60325
0001451316-21-000005	tawCustodians	1	Franklin Templeton Investments Poland sp. z.o.o.		Nowy Rynek complex, Building B Przemyslowa 3 str. Poznan R9 61-579
0001802190-21-000003	tawRegistrant	1	Securrency, Inc./TA		1910 Towne Centre Blvd Suite 250 Annapolis MD 27701
0001822306-21-000001	tawCustodians	1	Boyland, Natasha, Michelle		3724 Goodman Road West Suite 95  Horn Lake MS 38637-1351
0001822306-21-000001	tawRegistrant	1	NATASHA MICHELLE BOYLAND TRUST		3724 Goodman Road West Suite 95  Horn Lake MS 38637-1351
0001759759-21-000001	tawRegistrant	1	Paladin Tr Wyoming		505 S 3rd Street Ste 200 Laramie WY 82070
0001784449-21-000002	tawRegistrant	1	Mako Financial Technologies Inc		4 Place Ville-Marie Suite 216 Montreal A8 H3B2E7
0001683168-21-000573	tawRegistrant	1	Altegris Advisors, LLC/TA		1200 PROSPECT STREET SUITE 400 LA JOLLA CA 92037
0001683168-21-000573	tawCustodians	1	ALTEGRIS ADVISORS, LLC		1200 PROSPECT STREET SUITE 400 LA JOLLA CA 92037
0001683168-21-000573	tawSuccessors	1	NAV CONSULTING, INC.	Y	1 TRANS AM PLAZA DRIVE SUITE 400 OAKBROOK TERRACE IL 60181
