ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0000914717-21-000004	SEC	FENIMORE ASSET MANAGEMENT TRUST /TA	FENIMORE ASSET MANAGEMENT TRUST                         /TA	466151	N	5182344393	N	Y	Y	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000868275-21-000003	SEC	SATURNA CAPITAL CORP /WA/ /TA	SATURNA CAPITAL CORP /WA/                               /TA	432922	N	(360) 734-9900	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
0001853914-21-000001	SEC	Brassica Services LLC (T-A)		368399	N	8885099077	N	N	N	N	Other	LimitedLiabilityCompany	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001718015-21-000003	SEC	Odyssey Trust Co		354050	N	778-819-1184	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001202048-21-000002	SEC	VALIC RETIREMENT SERVICES CO	AIG RETIREMENT SERVICES CO	502575	N	713-831-3150	N	N	N	N	Corporation		Y	N	N	N	N	N	Y	Y	N	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N
0000897101-21-000237	SEC	Equiniti India Pvt. Ltd		358978	N	347-640-1017	Y	N	Y	Y	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000734700-21-000002	SEC	GOLDMAN SACHS & CO. LLC /TA	GOLDMAN SACHS & CO /TA	900050	N	312-655-4400	N	Y	Y	N	Not Applicable																									
0001227021-21-000004	SEC	BROWN BROTHERS HARRIMAN & CO		269159	N	617.772.1818	Y	N	N	N	Partnership		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
0000275143-21-000001	SEC	DST ASSET MANAGER SOLUTIONS, INC./TA	BOSTON FINANCIAL DATA SERVICES, INC. /TA	401588	N	617-483-5000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000737074-21-000002	SEC	Victory Capital Transfer Agency, Inc.	USAA TRANSFER AGENCY CO /TA/	363945	N	877-660-4400	N	N	Y	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001720655-21-000001	SEC	StartEngine Secure LLC	StartEngine Crowdfunding, Inc. / TA	354332	N	800-317-2200	N	N	N	N	Other	Limited Liability Company	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001559963-21-000002	SEC	BNY Mellon International Operations (India) Private Ltd		347971	N	412-234-6365	Y	N	N	Y	Corporation		N	N	Y	N	Y	N	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	N	Y	Y	N	N
0000849542-21-000002	SEC	BNY Mellon Investment Servicing (US) Inc.	PNC Global Investment Servicing (U.S.) Inc.	418772	N	508-871-8500	Y	N	Y	Y	Corporation		N	N	Y	N	Y	N	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	N	Y	Y	N	N
