ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0000868275-09-000008	SEC	SATURNA CAPITAL CORPORARTION		432922	N	360-734-9900	N	Y	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
0000821007-09-000013	SEC	Evergreen Service Company, LLC		410399	N	617 210-3200	N	Y	Y	N	Other	Limited Liability Company	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N
0001413398-09-000013	SEC	Morgan Stanley Services Co. Inc.		334474	Y	201-830-6135	Y	N	Y	N	Corporation		Y	N	N	N	Y	Y	Y	Y	Y	Y	N	Y	N	Y	N	N	N	Y	N	Y	N	Y	N	N
0001170078-09-000011	SEC	Janus Services LLC		265660	N	303-333-3863	N	Y	Y	N	Other	LLC	Y	N	N	N	N	N	Y	N	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	N	N	N
0001214659-09-002312	SEC	Island Capital Management, LLC dba Island Stock Transfer		278408	N	727-289-0010	N	N	N	Y	Other	Limited Liability Company	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001018490-09-000013	SEC	DB Services Tennessee, Inc.		955203	N	(615) 835-3100	N	N	N	Y	Corporation		Y	Y	Y	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0001078782-09-001519	SEC	TRITON STOCK TRANSFER INC	SUPERIOR STOCK TRANSFER INC	341081	N	702-683-3334	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001283467-09-000005	SEC	Valiant Trust Company		337378	N	403-233-2801	Y	N	Y	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000849542-09-000005	SEC	PNC Global Investment Servicing (U.S.) Inc.	PFPC Inc.	418772	N	508-871-8500	Y	N	Y	Y	Corporation		N	N	Y	N	N	N	Y	Y	N	Y	N	Y	N	Y	Y	N	N	Y	N	Y	N	Y	N	N
0000049824-09-000003	SEC	Illinois Stock Transfer Company		401331	N	312-427-2953	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
