ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0000898432-11-001459	1	principalOfficeAddress	100 Half Day Road  Lincolnshire IL 60069
0000898432-11-001459	1	otherBusinessLocation	249 North Rose Street  Kalamazoo MI 49007
0000027048-11-000006	5	otherBusinessLocation	430 W 7th Street  Kansas City MO 64105
0000027048-11-000006	6	otherBusinessLocation	4900 Main  Kansas City MO 64112
0000027048-11-000006	4	otherBusinessLocation	333 W 11th Street  Kansas City MO 64105
0000027048-11-000006	3	otherBusinessLocation	816 Broadway  Kansas City MO 64105
0000027048-11-000006	2	otherBusinessLocation	330 W 9th Street  kansas City MO 64105
0000027048-11-000006	2	mailingAddress	Attn: Legal Department 333 W 11th Street 5th Floor Kansas City MO 64105
0000027048-11-000006	1	principalOfficeAddress	210 W 10th Street  Kansas City MO 64105
0000027048-11-000006	1	otherBusinessLocation	7201 E 64th Ct  Kansas City MO 64133
0001352156-11-000008	1	principalOfficeAddress	One National Life Drive  Montpelier VT 05604
0001049169-11-000004	1	principalOfficeAddress	1290 Broadway, Suite 1100  Denver CO 80203
0001242588-11-000007	1	principalOfficeAddress	6200 The Corners Parkway  Norcross 2Q 30092
0001455353-11-000003	1	principalOfficeAddress	2010  HANCOCK ST. STE. A SAN DIEGO CA 
0001535872-11-000003	1	principalOfficeAddress	2320 Haverford Rd Suite 230 Ardmore PA 19003
0000849542-11-000007	1	principalOfficeAddress	4400 Computer Drive  Westborough MA 01581
0000849542-11-000007	2	otherBusinessLocation	100 Freight Street  Pawtucket RI 02860
0000849542-11-000007	1	otherBusinessLocation	760 Moore Road  King of Prussia PA 19406
0000849542-11-000007	3	otherBusinessLocation	400 Bellevue Parkway  Wilmington DE 19809
0001535909-11-000001	1	principalOfficeAddress	201 Bloomfield Ave Suite 26 Verona NJ 07044
0001140361-11-056554	1	principalOfficeAddress	290 Woodcliff Drive  Fairport NY 14450
0000216108-11-000002	1	principalOfficeAddress	1000 Continental Drive, Suite 400  King of Prussia PA 19406
0001018490-11-000023	1	principalOfficeAddress	5022 Gate Parkway, Suite 200  Jacksonville FL 32256-7088
0001413398-11-000013	1	otherBusinessLocation	522 Fifth Avenue 6th Floor New York City NY 10036
0001413398-11-000013	1	principalOfficeAddress	201 Plaza Two 3rd Floor Jersey City NJ 07311
0000915794-11-000009	1	principalOfficeAddress	101 Munson Street, Ste 104  Greenfield MA 01301-9684
0000915794-11-000009	2	mailingAddress	Compliance Department 100 Pearl Street Hartford CT 06103
0001277690-11-000017	3	otherBusinessLocation	2001 University Street 16th Floor Montreal A8 H3A 2A6
0001277690-11-000017	4	otherBusinessLocation	1600 Hollis Street 4th Floor Halifax A5 B3J 1V7
0001277690-11-000017	1	otherBusinessLocation	1066 West Hastings Street Suite 1600 Vancouver A1 V6E 3X1
0001277690-11-000017	2	otherBusinessLocation	600 The Dome Tower 333, 7th Avenue SW Calgary A0 T2P 2Z1
0001277690-11-000017	1	principalOfficeAddress	320 Bay Street  Toronto A6 M5H 4A6
0001354488-11-004573	1	principalOfficeAddress	500 Perimeter Park Drive Suite D Morrisville NC 27560
0001018490-11-000021	1	principalOfficeAddress	5022 Gate Parkway, Suite 200  Jacksonville FL 32256-7088
0000862124-11-000016	12	otherBusinessLocation	397 Williams Street  Marlborough MA 01752
0000862124-11-000016	11	otherBusinessLocation	100 Howe Drive  Covington KY 41015
0000862124-11-000016	10	otherBusinessLocation	11000 Weston Parkway  Cary NC 27513
0000862124-11-000016	9	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0000862124-11-000016	8	otherBusinessLocation	100 Salem Street  Smithfield RI 02917
0000862124-11-000016	7	otherBusinessLocation	Two Contra Way  Merrimack NH 03054
0000862124-11-000016	6	otherBusinessLocation	One Spartan Way  Merrimack NH 03054
0000862124-11-000016	5	otherBusinessLocation	400 Puritan Way  Marlborough MA 01752
0000862124-11-000016	4	otherBusinessLocation	200 Seaport Boulevard  Boston MA 02210
0000862124-11-000016	3	otherBusinessLocation	200 Magellan Drive  Covington KY 41015-4399
0000862124-11-000016	13	otherBusinessLocation	5411 Page Road  Durham NC 27703
0000862124-11-000016	14	otherBusinessLocation	2250 William D. Tate  Grapevine TX 76051-3978
0000862124-11-000016	15	otherBusinessLocation	49 North 400 West  Salt Lake City UT 84101
0000862124-11-000016	16	otherBusinessLocation	4008 E. Chapel Hill  Durham NC 27707
0000862124-11-000016	17	otherBusinessLocation	617 Davis Drive  Morrisville NC 27560
0000862124-11-000016	18	otherBusinessLocation	Two Destiny Way  Westlake TX 76262
0000862124-11-000016	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0000862124-11-000016	1	principalOfficeAddress	82 Devonshire Street  Boston MA 02109
0000862124-11-000016	2	otherBusinessLocation	100 Magellan Drive  Covington KY 41015-4399
0000862124-11-000016	2	mailingAddress	82 Devonshire Street C6A - Attn: Transfer Agent Compliance Boston MA 02109-3614
0001133702-11-000010	6	otherBusinessLocation	Two Destiny Way  Westlake TX 76262
0001133702-11-000010	4	otherBusinessLocation	155 Seaport Blvd  Boston MA 02210
0001133702-11-000010	3	otherBusinessLocation	500 Salem Street  Smithfield RI 02917
0001133702-11-000010	2	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0001133702-11-000010	2	mailingAddress	82 Devonshire Street Attention: FI Compliance Boston MA 02109
0001133702-11-000010	1	principalOfficeAddress	1000 Plaza 5  Jersey City, NJ X1 07311
0001133702-11-000010	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0001133702-11-000010	5	otherBusinessLocation	200 Liberty Street  New York NY 10281
