ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0000898432-11-001459	SEC	Hewitt Associates LLC		446930	N	847-295-5000	Y	N	N	Y	Other	Limited Liability Company	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000027048-11-000006	SEC	DST Systems, Inc.		401588	Y	816-435-1000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001352156-11-000008	SEC	Sentinel Administrative Services, Inc.		422469	N	802-229-7402	N	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	N	N	Y	N	Y	Y	N	N	Y	N	N	N	N	Y	N
0001049169-11-000004	SEC	ALPS Fund Services, inc.		332981	N	303-623-2577	N	N	N	N	Corporation		Y	N	N	N	N	N	N	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	N	N
0001242588-11-000007	SEC	Wells Capital, Inc.		332874	N	770-449-7800	N	Y	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N
0001455353-11-000003	SEC	West Coast Stock Transfer Inc.		339846	N	(619) 664-4780	N	N	Y	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
0001535872-11-000003	SEC	Philadelphia Stock Transfer, Inc		056614	N	610-209-6746	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000849542-11-000007	SEC	BNY Mellon Investment Servicing (US) Inc.		418772	N	508-871-8500	Y	N	Y	Y	Corporation		N	N	N	N	Y	N	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	N	Y	Y	N	N
0001535909-11-000001	SEC	Jersey Stock Transfer LLC		346536	N	973-239-2712	N	N	N	N	Other	Limited Liability Company	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001140361-11-056554	SEC	Manning  & Napier Advisors, LLC	Manning & Napier Advisors, Inc.	457812	N	(585) 325-6880	N	Y	Y	N	Other	(Sole Proprietorship or Other)	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000216108-11-000002	SEC	Nationwide Fund Management LLC		084825	N	610-230-2835	N	Y	Y	N	Not Applicable		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001018490-11-000023	SEC	DB Services Americas, Inc.		955203	N	(800) 735-7777	N	N	N	Y	Corporation		Y	Y	Y	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0001413398-11-000013	SEC	Morgan Stanley Services Co. Inc.		334474	N	201-830-6135	Y	N	Y	N	Corporation		Y	N	N	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	N	Y	N	Y	N	Y	N	N
0000915794-11-000009	SEC	VP Distributors, LLC.	VP Distributors, Inc.	030197	Y	860-263-4707	N	N	Y	N	Other	Limited Liability Corporation	N	N	N	N	N	N	Y	Y	N	Y	N	N	N	N	N	N	N	Y	N	N	N	N	Y	N
0001277690-11-000017	SEC	CIBC Mellon Trust Company		283580	N	416-643-5000	Y	N	Y	N	Corporation		N	N	N	N	Y	Y	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	N	Y	N	N	N
0001354488-11-004573	SEC	Direct Transfer, LLC.		339440	N	9194814000	N	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001018490-11-000021	SEC	DB Services Americas, Inc.		955203	N	(800) 735-7777	N	N	N	Y	Corporation		Y	Y	Y	N	Y	Y	Y	Y	N	Y	Y	Y	N	Y	N	N	Y	Y	N	N	Y	Y	N	N
0000862124-11-000016	SEC	Fidelity Investments Institutional Operations Company, Inc.		428219	Y	(617) 563-1450	Y	Y	Y	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	Y	N	N
0001133702-11-000010	SEC	National Financial Services LLC		061671	Y	(617) 563-6986	Y	Y	N	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0001419454-11-000016	SEC	Fidelity Business Services India Private Limited		334318	Y	(617) 563-1450	Y	Y	N	Y	Corporation		Y	Y	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0000275143-11-000010	SEC	Boston Financial Data Services, Inc.		209809	N	617-483-5000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	Y	Y	N	Y	N	N	N	Y	N	N	Y	Y	N	N
0001035449-11-000713	SEC	Huntington Asset Services, Inc.	Unified Fund Services, Inc.	500496	N	317-917-7003	N	N	N	Y	Corporation		N	N	N	N	N	Y	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N
0001242588-11-000004	SEC	Wells Capital, Inc.		332874	N	770-449-7800	N	Y	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	N
0001521536-11-000356	SEC	Equity Stock Transfer, LLC		000000	N	315-207-3333	N	N	N	N	Other	Limited Liability Company	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000950123-11-091033	SEC	Broadridge Corporate Issuer Solutions, Inc.		404400	N	215-553-5400	Y	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000005076-11-000006	SEC	American Funds Service Company /TA		403444	Y	949-975-5000	Y	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001466955-11-000014	SEC	Loyal3 Transfer Corporation		340810	N	4159810700	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N
