ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001144204-14-076528	corporationPartnership	1	Donald Keith Campbell	01-JAN-1974	Chairman of the Board	E	true		
0001144204-14-076528	corporationPartnership	20	John R. Radle	20-JUN-2005	Director of Trading	NA	true		
0001144204-14-076528	corporationPartnership	3	William Case Clarke	01-JUN-1977	Director	NA	false		31-DEC-2007
0001144204-14-076528	corporationPartnership	4	James Marion Little	01-APR-1990	Business Development and Director	NA	false		31-DEC-2008
0001144204-14-076528	corporationPartnership	5	Theresa Doyle Becks	01-JAN-1991	Director	NA	false		31-DEC-2011
0001144204-14-076528	corporationPartnership	6	Richard Missimer Bell	01-MAY-1990	EVP - Trading	NA	false		31-DEC-2003
0001144204-14-076528	corporationPartnership	7	Clifford Douglas York	01-NOV-1992	EVP - Trading	NA	false		31-AUG-2005
0001144204-14-076528	corporationPartnership	8	Geoffrey William Andrews	06-APR-1997	Chief Executive Officer	NA	true		
0001144204-14-076528	corporationPartnership	9	Michael Seth Harris	17-JUL-2000	President	NA	true		
0001144204-14-076528	corporationPartnership	10	Michael J Hebrank	19-APR-2004	Chief Technology Officer	NA	false		11-MAY-2010
0001144204-14-076528	corporationPartnership	11	Kevin Martin Heerdt	18-MAR-2003	CIO and Director of Research	NA	false		12-MAR-2010
0001144204-14-076528	corporationPartnership	12	Thomas Page Lloyd	19-SEP-2005	General Counsel	NA	true		
0001144204-14-076528	corporationPartnership	13	Gregory Todd Donovan	26-OCT-2006	Chief Financial Officer	NA	true		
0001144204-14-076528	corporationPartnership	14	Tracy Wills-Zapata	01-FEB-2006	VP/Managing Dir. - Business Development	NA	true		30-OCT-2014
0001144204-14-076528	corporationPartnership	15	Xiaohua Hu	04-APR-1994	Chief Research Officer	NA	true		
0001144204-14-076528	corporationPartnership	16	Robert W. McBride	19-JAN-2004	Chief Technology Officer	NA	true		
0001144204-14-076528	corporationPartnership	17	Stephen C. Roussin	14-JUN-2011	President/CEO	NA	false		31-OCT-2012
0001144204-14-076528	corporationPartnership	18	Steven Schneider	02-APR-2012	Chief Administrative Officer	NA	false		17-JAN-2013
0001144204-14-076528	corporationPartnership	19	Darvin W. Sterner	24-MAR-1999	Director of Private Wealth Distribution	NA	true		
0001144204-14-076528	corporationPartnership	2	Bruce Lester Cleland	01-JAN-1993	Vice Chairman of the Board	NA	false		01-NOV-2012
0001007444-14-000021	soleProprietorship	7	David Paul Bergers	01-AUG-2013	Managing Director and Director			Legal and Government Relations	
0001007444-14-000021	soleProprietorship	6	Dan Hogan Arnold, Jr.	01-MAY-2012	Managing Director			Chief Financial Officer	
0001007444-14-000021	soleProprietorship	9	Paul Middlemiss	01-MAY-2011	Executive Vice President			Chief Compliance Officer, Advisory	
0001007444-14-000021	soleProprietorship	10	John Andrew Kalbaugh	01-MAR-2010	Managing Director			Financial Institution Services	
0001007444-14-000021	soleProprietorship	11	Joan Dominy Khoury	01-MAY-2012	Managing Director			Chief Marketing Officer	01-JUN-2014
0001007444-14-000021	soleProprietorship	12	Sallie Rebecca Larsen	01-MAY-2012	Managing Director			Chief Human Capital Officer	
0001007444-14-000021	soleProprietorship	13	Victor Peter Fetter, III	01-DEC-2012	Managing Director			Chief Technology Officer	
0001007444-14-000021	soleProprietorship	14	Mark Stephen Casady	01-DEC-2005	Chairman of the Board and CEO			Chief Executive Officer	
0001007444-14-000021	soleProprietorship	15	William P. Morrissey, Jr.	01-APR-2014	Managing Director			Independent Advisor Services	
0001007444-14-000021	soleProprietorship	16	Stephanie Leigh Brown	01-MAR-2004	Managing Director			General Counsel	19-AUG-2013
0001007444-14-000021	soleProprietorship	17	Esther Marion Stearns	01-MAR-2007	Chief Operating Officer			President	01-MAY-2012
0001007444-14-000021	soleProprietorship	18	William Edward Dwyer III	01-JAN-2004	Managing Director			National Sales	01-MAR-2013
0001007444-14-000021	soleProprietorship	19	Denise Abood	01-JAN-2008	Managing Director			Human Capital	30-JUN-2012
0001007444-14-000021	soleProprietorship	20	Jonathan Eaton	01-JAN-2008	Managing Director			Retirement Planning	30-JUN-2012
0001007444-14-000021	soleProprietorship	21	Christopher F. Feeney	28-JAN-2008	Managing Director			Chief Information Officer	31-DEC-2012
0001007444-14-000021	soleProprietorship	22	Kathy VanNoy-Pineda	21-MAY-2009	EVP			Chief Compliance Officer, Brokerage	01-JAN-2014
0001007444-14-000021	soleProprietorship	23	John J. McDermott Jr.	27-JUL-2009	Managing Director			Chief Risk Officer	13-SEP-2013
0001007444-14-000021	soleProprietorship	24	Abdiel Alan Valenzuela	21-MAY-2009	VP - Advisory			Chief Compliance Officer, Advisory	01-MAY-2011
0001007444-14-000021	soleProprietorship	25	Derek Bruton	01-MAR-2010	Managing Director			National Sales	04-APR-2014
0001007444-14-000021	soleProprietorship	26	Becky Shulman	06-JUN-2011	Managing Director			Deputy CFO	21-NOV-2011
0001007444-14-000021	soleProprietorship	27	Mary Frances Schott	01-JUN-2014	Managing Director			Client Experience and Training	
0001007444-14-000021	soleProprietorship	28	Ryan Christopher Parker	01-JUN-2014	Managing Director			Investment and Planning Solutions	
0001007444-14-000021	soleProprietorship	4	Sharyn J. Handelsman	01-JAN-2014	Executive Vice President			Chief Compliance Officer, Brokerage	
0001007444-14-000021	soleProprietorship	1	LPL Holdings, Inc.	01-APR-1989	Managing Member			Parent Company	
0001007444-14-000021	soleProprietorship	2	Mark Robert Helliker	01-AUG-2008	Managing Director			Client Support Services	
0001007444-14-000021	soleProprietorship	3	Robert Joseph Moore	01-MAY-2012	President and Director			Advisor & Institution Solutions	
0001007444-14-000021	soleProprietorship	5	George Burton White	01-NOV-2007	Managing Director			Chief Investment Officer	
0001007444-14-000021	soleProprietorship	8	Michelle Oroschakoff	01-SEP-2013	Managing Director			Chief Risk Officer	
0000740583-14-000259	corporationPartnership	1	Security Benefit Corporation	14-FEB-2005	Sole Member se2 Holdco, LLC	E	true		
0000740583-14-000259	corporationPartnership	29	NTT DATA, Inc.	26-NOV-2014	Shareholder of se2 Holdings, Inc.	A	false		
0000740583-14-000259	corporationPartnership	3	Eric F. Rea	30-SEP-2010	President & Chief Mktg Officer	NA	true		
0000740583-14-000259	corporationPartnership	4	John F. Guyot	30-SEP-2010	Sr. VP & General Counsel	NA	true		
0000740583-14-000259	corporationPartnership	5	James R. Schmank	30-SEP-2010	Sr. Vice President & CFO	NA	true		
0000740583-14-000259	corporationPartnership	6	Guggenheim SBC Holdings, LLC	30-JUL-2010	Shareholder of Security Benefit Corp.	E	true		
0000740583-14-000259	corporationPartnership	7	Brent L. Littleton	30-SEP-2010	Sr. Vice President & Chief Tech Officer	NA	true		
0000740583-14-000259	corporationPartnership	8	Frank J. Rosa	30-SEP-2010	Sr. Vice President & COO	NA	true		
0000740583-14-000259	corporationPartnership	9	Mary Ann Durall	05-JUN-2012	Senior Vice President	NA	true		
0000740583-14-000259	corporationPartnership	10	Thomas M. Spencer	30-SEP-2010	Sr. Vice President, Business Development	NA	true		
0000740583-14-000259	corporationPartnership	11	Lisa Young	30-SEP-2010	Assistant Treasurer	NA	true		
0000740583-14-000259	corporationPartnership	12	Brenda Kramer	30-SEP-2010	Sr. Legal Analyst & Assistant Secretary	NA	true		
0000740583-14-000259	corporationPartnership	13	Eldridge Investors, LLC	30-JUL-2010	Membership Interest Guggenheim SBC Hldgs	E	true		
0000740583-14-000259	corporationPartnership	14	Guggenheim Knights of Security, LLC	30-JUL-2010	Managing Member - Guggenheim SBC Hldgs	NA	true		
0000740583-14-000259	corporationPartnership	15	Guggenhiem Lawrence, LLC	30-JUL-2010	Managing Member - Eldridge Investors	NA	true		
0000740583-14-000259	corporationPartnership	16	SB Kansas Investors, LLC	30-JUL-2010	Membership Interest - Eldridge Investors	E	true		
0000740583-14-000259	corporationPartnership	17	Robert Patton	30-JUL-2010	Member SB Kansas Investors	NA	true		
