ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001039876-07-000030	corporationPartnership	7	Gina Marie Gallagher	10-JUN-2005	BSA and AML Officer, TA Division	NA	true		
0001039876-07-000030	corporationPartnership	2	Mark David Hoefel	17-FEB-2004	CAO, TA Division	NA	true		21-SEP-2007
0001039876-07-000030	corporationPartnership	1	Matthew Paul Martin	31-MAR-1999	Director; CEO, TA Division	NA	true		
0001039876-07-000030	corporationPartnership	25	Edward Meehan	03-DEC-2007	Assistant Secretary, Vice President	NA	true		
0001039876-07-000030	corporationPartnership	24	Amy Rose Doberman	06-FEB-2006	Secretary, Managing Director	NA	true		
0001039876-07-000030	corporationPartnership	23	Evan Andrew Gordon	16-OCT-2007	Chief Compliance Officer, Vice President	NA	true		
0001039876-07-000030	corporationPartnership	22	Lisa Lee Doyle	16-OCT-2007	Compliance Officer, Vice President	NA	true		
0001039876-07-000030	corporationPartnership	20	Robert Henry Serafin	06-OCT-1993	Senior Operations Mgr,Executive Director	NA	true		
0001039876-07-000030	corporationPartnership	19	Thomas Nolan ODonnell	08-OCT-2001	Executive Director, Head of Call Center	NA	true		21-DEC-2007
0001039876-07-000030	corporationPartnership	18	Susan Elizabeth Carroll	01-JUN-2007	Director, President, Bank Division	NA	true		
0001039876-07-000030	corporationPartnership	21	Keraya Sherie Jefferson	16-OCT-2007	Compliance Officer, Vice President	NA	true		
0001039876-07-000030	corporationPartnership	17	Nicholas Ketcha, Jr.	01-JUN-2007	Director	NA	true		
0001039876-07-000030	corporationPartnership	16	Daniel Bruce Park	01-JUN-2007	Director; CEO, Bank Division	NA	true		
0001039876-07-000030	corporationPartnership	15	William Barrett, Jr.	01-JUN-2007	Director	NA	true		
0001039876-07-000030	corporationPartnership	14	Richard Uhlig	30-SEP-2006	Director; Chairman, Bank Division	NA	true		
0001039876-07-000030	corporationPartnership	13	John Anthony Sabino	31-AUG-2002	Director	NA	true		
0001039876-07-000030	corporationPartnership	12	Frank Reilly	10-JUN-2005	Director	NA	true		01-JUN-2007
0001039876-07-000030	corporationPartnership	11	Ronald Elwin Robison	31-MAR-1999	Director	NA	true		01-JUN-2007
0001039876-07-000030	corporationPartnership	4	Richard James Charlino	30-JUN-2005	Chief Technology Officer, TA Division	NA	true		
0001039876-07-000030	corporationPartnership	5	Joseph Patrick Pollaro	19-JUN-2000	Director;President, COO, TA Division	NA	true		
0001039876-07-000030	corporationPartnership	6	David Christopher Greene	31-AUG-2004	Secretary	NA	true		01-JUN-2007
0001039876-07-000030	corporationPartnership	3	Christian Michael Angstadt	21-MAY-2003	Chief Financial Officer, TA Division	NA	true		
0001039876-07-000030	corporationPartnership	8	Winston Alexander Mclaughlin	31-OCT-2005	Compliance Officer, TA Division	NA	true		16-OCT-2007
0001039876-07-000030	corporationPartnership	9	Ken Castiglia	30-MAR-2006	Director	NA	true		01-JUN-2007
0001039876-07-000030	corporationPartnership	10	William O'Hara	28-SEP-2004	Director	NA	true		01-JUN-2007
0000828403-07-000042	corporationPartnership	15	Evan Andrew Gordon	16-OCT-2007	Chief Compliance Officer, Vice President	NA	true		
0000828403-07-000042	corporationPartnership	16	Keraya Sherie Jefferson	16-OCT-2007	Vice President, Compliance Officer	NA	true		
0000828403-07-000042	corporationPartnership	13	Robert Henry Serafin	04-MAR-2003	Senior Operations Mgr,Executive Director	NA	true		
0000828403-07-000042	corporationPartnership	12	Thomas Nolan ODonnell	03-APR-2007	Executive Director, Head of Call Center	NA	true		21-DEC-2007
0000828403-07-000042	corporationPartnership	11	Winston Alexander McLaughlin	20-SEP-2004	Compliance Officer, VP	NA	true		16-OCT-2007
0000828403-07-000042	corporationPartnership	10	LouAnne McInnis	06-FEB-2006	Assistant Secretary	NA	true		03-DEC-2007
0000828403-07-000042	corporationPartnership	9	Stefanie Vanessa Chang Yu	26-SEP-2002	Assistant Secretary	NA	true		03-DEC-2007
0000828403-07-000042	corporationPartnership	8	Mark David Hoefel	30-AUG-2004	Chief Administrative Officer	NA	true		21-SEP-2007
0000828403-07-000042	corporationPartnership	7	Christian Michael Angstadt	30-AUG-2004	Treasurer, Chief Financial Officer	NA	true		
0000828403-07-000042	corporationPartnership	6	Joseph Patrick Pollaro	30-AUG-2004	Head of Operations, ED	NA	true		
0000828403-07-000042	corporationPartnership	5	Carsten Otto	30-AUG-2004	Managing Director	NA	true		
0000828403-07-000042	corporationPartnership	4	Amy Rose Doberman	19-JUL-2004	Secretary, Managing Director	NA	true		
0000828403-07-000042	corporationPartnership	3	Colette Saucedo	01-DEC-2000	Head of Client Relations, MD	NA	true		13-JUL-2007
0000828403-07-000042	corporationPartnership	2	Ronald Elwin Robison	26-SEP-2002	Director	NA	true		
0000828403-07-000042	corporationPartnership	1	Matthew Paul Martin	01-DEC-2006	Director, President & COO	NA	true		
0000828403-07-000042	corporationPartnership	18	Edward Meehan	03-DEC-2007	Assistant Secretary, Vice President	NA	true		
0000828403-07-000042	corporationPartnership	17	Gina Marie Gallagher	03-DEC-2007	Chief Anti-Money Laundering Officer, ED	NA	true		
0000828403-07-000042	corporationPartnership	14	Lisa Lee Doyle	16-OCT-2007	Vice President, Compliance Officer	NA	true		
0001202048-07-000012	corporationPartnership	1	Evelyn M. Curran	02-MAR-2006	Director and Senior Vice President	NA	true		
0001202048-07-000012	corporationPartnership	2	N. Scott Gillis	28-JUN-2002	Director, Senior Vice President & Contrl	NA	true		
0001202048-07-000012	corporationPartnership	3	Sharla A. Jackson	02-MAR-2006	Director and Chief Operating Officer	NA	true		
0001202048-07-000012	corporationPartnership	4	Bruce R. Abrams	31-AUG-2004	President and Chief Executive Officer	NA	true		
0001202048-07-000012	corporationPartnership	5	Terry B. Festervand	28-JUN-2002	Chief Financial Officer (SVP and Treas)	NA	true		
0001202048-07-000012	corporationPartnership	6	Katherine Stoner	02-MAR-2006	VP, Assoc Gen Counsel and Secretary	NA	false		
0001202048-07-000012	corporationPartnership	7	The Variable Annuity Life Insurance Company	18-NOV-1996	Sole Shareholder	E	true		
0001133702-07-000013	corporationPartnership	4	Norman Malo	01-AUG-2000	Director/CEO	NA	true		
0001133702-07-000013	corporationPartnership	3	Thomas Lux	01-SEP-2006	CFO	NA	false		
0001133702-07-000013	corporationPartnership	2	Robert Adams	01-MAY-2004	Senior Vice President	NA	false		
0001133702-07-000013	corporationPartnership	1	Fidelity Global Brokerage Group, Inc	01-AUG-2000	parent	E	true		
0001133702-07-000013	corporationPartnership	5	Ellyn McColgan	01-APR-2003	Director	NA	true		15-AUG-2007
0001133702-07-000013	corporationPartnership	9	Karen Saperstein	01-AUG-2003	Secretary/General Counsel	NA	false		
0001133702-07-000013	corporationPartnership	8	Tami Rash	01-JUN-2005	Treasurer/SVP	NA	false		
0001133702-07-000013	corporationPartnership	7	Rich O'Brien	01-AUG-2002	Compliance Officer	NA	false		
0001133702-07-000013	corporationPartnership	6	Gerard McGraw	01-APR-2003	COO	NA	true		
0001133702-07-000013	corporationPartnership	10	Rodger Lawson	04-OCT-2007	Director	NA	true		
0000862124-07-000010	corporationPartnership	16	Robert Donelan	14-JUN-2007	Director & Executive Operationg Officer	NA	true		
0000862124-07-000010	corporationPartnership	17	Raymond Marcinowski	14-JUN-2007	President & Director	NA	true		
0000862124-07-000010	corporationPartnership	8	Stephen E. Tibbetts	01-AUG-1994	Treasurer	NA	false		14-JUN-2007
0000862124-07-000010	corporationPartnership	4	Jeffrey Carney	28-JUN-2006	Executive Vice President	NA	true		14-JUN-2007
0000862124-07-000010	corporationPartnership	1	FMR Corp	01-JUL-1978	Shareholder	E	true		30-SEP-2007
0000862124-07-000010	corporationPartnership	2	Susan Sturdy	28-JUN-2006	Secretary	NA	false		
0000862124-07-000010	corporationPartnership	15	FMR LLC	01-OCT-2007	Shareholder	E	true		
0000862124-07-000010	corporationPartnership	14	Terence Sanz	14-JUN-2007	Treasurer	NA	false		
0000862124-07-000010	corporationPartnership	13	Joseph Hollis	14-JUN-2007	Executive Operating Officer	NA	false		
0000862124-07-000010	corporationPartnership	12	Annemarie Ciccolo	14-JUN-2007	Chief Legal Officer	NA	false		
0000862124-07-000010	corporationPartnership	11	Richard Siegelman	14-JUN-2007	Chief Compliance Officer	NA	false		
0000862124-07-000010	corporationPartnership	10	John J. Hitt	28-JUN-2006	Assistant Secretary	NA	false		
0000862124-07-000010	corporationPartnership	9	J. Gregory Wass	28-JUN-2006	Assistant Treasurer	NA	false		
0000862124-07-000010	corporationPartnership	7	Joseph P. LoRusso	03-JUL-2003	Director	NA	true		14-JUN-2007
0000862124-07-000010	corporationPartnership	3	Timothy F. Hayes	28-JUN-2006	President & Director	NA	true		14-JUN-2007
0000862124-07-000010	corporationPartnership	5	Laura B. Cronin	28-JUN-2006	Executive Operating Officer	NA	false		03-OCT-2007
0000862124-07-000010	corporationPartnership	6	Robert A. Dwight	03-JUL-2003	Executive Operating Officer	NA	false		
0001035449-07-000662	corporationPartnership	5	Stephen Dale Highsmith, Jr.	01-JAN-2006	Treasurer, Vice President of Finance	NA	true		
0001035449-07-000662	corporationPartnership	4	Melissa Kay Gallagher	01-AUG-2003	Senior Vice President	NA	true		
0001035449-07-000662	corporationPartnership	3	Anthony Jerome Ghoston	01-MAY-2003	President	NA	true		
