ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000842657-17-000025	corporationPartnership	7	Anjie Larocca	11-JUL-2006	Assistant Secretary	NA	true		
0000842657-17-000025	corporationPartnership	3	Michael Sharkey	08-AUG-2014	Director	NA	true		
0000842657-17-000025	corporationPartnership	5	Fred Ill	13-MAR-2007	Vice President	NA	true		28-FEB-2015
0000842657-17-000025	corporationPartnership	4	Nancy Tanzil	13-MAY-2014	Chief Financial Officer and Treasurer	NA	true		
0000842657-17-000025	corporationPartnership	16	Deutsche Asset Management USA Corporation (DAM USA)	30-NOV-2016	100% owner of DIMA	E	true		01-AUG-2017
0000842657-17-000025	corporationPartnership	15	Brian Binder	25-MAY-2016	Director and President	NA	true		
0000842657-17-000025	corporationPartnership	14	Michael Sharkey	13-MAR-2007	Vice President	NA	true		07-AUG-2014
0000842657-17-000025	corporationPartnership	13	Leah Mizer	10-OCT-2006	Director	NA	true		08-AUG-2014
0000842657-17-000025	corporationPartnership	12	Barbara Wizer	05-JAN-2005	Director and President	NA	true		01-MAY-2014
0000842657-17-000025	corporationPartnership	11	Deutsche Bank Americas Holding Corporation (DBAHC)	01-APR-2001	100% owner of DIMA	E	true		30-NOV-2016
0000842657-17-000025	corporationPartnership	10	DB USA Corporation	01-APR-2002	100% owner of DB Americas Holding Corp.	E	true		
0000842657-17-000025	corporationPartnership	9	Deutsche Bank AG	01-APR-2002	100% owner of DB USA Corporation	E	true		
0000842657-17-000025	corporationPartnership	8	Deutsche Investment Management Americas Inc. (DIMA)	06-FEB-1998	100% owner of Registrant	E	true		
0000842657-17-000025	corporationPartnership	20	Deutsche Asset Management USA Corporation (DAM USA)	01-AUG-2017	100% owner of DeAM US Holding Corp.	E	true		
0000842657-17-000025	corporationPartnership	19	Deutsche Asset Management US Holding Corporation (DeAM US Holding Corp.)	01-AUG-2017	100% owner of DIMA	E	true		
0000842657-17-000025	corporationPartnership	18	DB U.S. Financial Markets Holding Corp. (DBUSH)	30-NOV-2016	Joint parent of DAM USA	A	true		
0000842657-17-000025	corporationPartnership	17	Deutsche Bank Americas Holding Corporation (DBAHC)	30-NOV-2016	Joint parent of DAM USA	E	true		
0000842657-17-000025	corporationPartnership	1	John Dorogoff	01-MAY-2014	Director and President	NA	true		24-MAY-2016
0000842657-17-000025	corporationPartnership	2	Kristine Lyons	22-SEP-2005	Director	NA	true		
0000842657-17-000025	corporationPartnership	6	Caroline Pearson	22-JUN-2010	Secretary	NA	true		
0001573302-17-000005	corporationPartnership	11	Cheryl Graden	14-AUG-2017	Director	NA	true		
0001573302-17-000005	corporationPartnership	10	Jean Robert Desgagne	02-AUG-2016	Director	NA	true		
0001573302-17-000005	corporationPartnership	9	Nicholas Thadaney	22-DEC-2015	Director	NA	true		
0001573302-17-000005	corporationPartnership	8	Paul Walter Rawlinson	22-DEC-2015	Director	NA	true		
0001573302-17-000005	corporationPartnership	6	William Warwick Linton	22-DEC-2015	Director and Chair	NA	true		
0001573302-17-000005	corporationPartnership	7	Wayne Steven Morgan Ralph	22-DEC-2015	Director	NA	true		
0001573302-17-000005	corporationPartnership	5	Denise Chicoyne	22-DEC-2015	Director	NA	true		
0001573302-17-000005	corporationPartnership	4	Ungad Paul Singh Chadda	22-DEC-2015	Director	NA	true		14-AUG-2017
0001573302-17-000005	corporationPartnership	3	Elias Anastasopoulos	08-AUG-2013	CEO and Director	NA	true		
0001573302-17-000005	corporationPartnership	2	TMX Group Limited	08-FEB-2013	Parent Company (Indirect, Public Company	E	true		
0001573302-17-000005	corporationPartnership	1	TMX Group Inc.	08-FEB-2013	Parent Company (Direct)	E	true		
0001716848-17-000001	soleProprietorship	1	William Clark	11-SEP-2017	CEO			Owner	
0000721748-17-000665	corporationPartnership	3	Pacific Services Group, Ltd.	28-JAN-2014	Owner/Parent	E	true		
0000721748-17-000665	corporationPartnership	1	Kevin Kopaunik	02-JUN-2017	CEO, Pacific Services Group, Ltd.	NA	true		
0000721748-17-000665	corporationPartnership	6	Joslyn Claiborne	13-AUG-2009	Director of Operations	NA	true		
0000721748-17-000665	corporationPartnership	5	William D. Miller	14-JAN-2016	S/T, . and Direct. of Bus. Ops. PSG	NA	true		
0000721748-17-000665	corporationPartnership	4	Jessica K. Burleson	01-JUN-2016	Director PSG, Ltd	NA	true		
0000721748-17-000665	corporationPartnership	2	Jacqueline Ann Bogle Meuse	09-NOV-2011	Director, PSG Ltd., TTEE, PSG Voting Tru	NA	true		
0001295361-17-000007	corporationPartnership	1	Kevin J. Kopaunik	02-JUN-2017	CEO, Pacific Services Group, Ltd.	NA	true		
0001295361-17-000007	corporationPartnership	6	Sarah Morrison	14-AUG-2017	Managing Director	NA	true		
0001295361-17-000007	corporationPartnership	5	William D. Miller	14-JAN-2016	PSG Corporate Secretary, Director of Bus	NA	true		
0001295361-17-000007	corporationPartnership	2	Jacqueline Anne Bogle Meuse	09-NOV-2011	Director, PSG,Ltd. TTEE, PSG Voting TRU	NA	true		
0001295361-17-000007	corporationPartnership	3	Pacific Services Group, Ltd.	28-JAN-2014	Owner Parent	E	true		
0001295361-17-000007	corporationPartnership	4	Jessica K. Burleson	01-JUN-2016	Director PSG, Ltd.	NA	true		
0001114874-17-000004	corporationPartnership	5	DSI Financial, Inc.	12-SEP-2017	The Holding Company	E			
0001114874-17-000004	corporationPartnership	3	Joseph W. Conway	12-SEP-2017	Executive V.P.	NA	true		12-SEP-2017
0001114874-17-000004	corporationPartnership	1	Richard P. Conway	12-SEP-2017	President	NA			
0001114874-17-000004	corporationPartnership	2	Robert J. Conway	12-SEP-2017	Shareholder	NA	true		
0001114874-17-000004	corporationPartnership	4	Joseph W. Stok	12-SEP-2017	Secretary	NA	true		
0001114874-17-000003	corporationPartnership	1	Richard P. Conway	12-SEP-2017	President	NA			
0001114874-17-000003	corporationPartnership	2	Robert J. Conway	12-SEP-2017	Shareholder	NA	true		
0001114874-17-000003	corporationPartnership	3	Joseph W. Conway	12-SEP-2017	Executive V.P.	NA	true		12-SEP-2017
0001114874-17-000003	corporationPartnership	4	Joseph W. Stok	12-SEP-2017	Secretary	NA	true		
0001114874-17-000003	corporationPartnership	5	DSI Financial, Inc.	12-SEP-2017	The Holding Company	E			
0000735286-17-000012	corporationPartnership	25	Sarah Bloom Raskin	13-JUL-2017	Director	NA	true		
0000735286-17-000012	corporationPartnership	26	Deanna Mulligan	13-JUL-2017	Director	NA	true		
0000735286-17-000012	corporationPartnership	1	Rajiv L. Gupta	31-DEC-2001	Director	NA	true		
0000735286-17-000012	corporationPartnership	2	Amy Gutmann	30-JUN-2006	Director	NA	true		
0000735286-17-000012	corporationPartnership	3	JoAnn Heffernan Heisen	30-JUL-1998	Director	NA	true		
0000735286-17-000012	corporationPartnership	4	Andre F. Perold	31-DEC-2004	Director	NA	true		
0000735286-17-000012	corporationPartnership	5	Emerson U. Fullwood	01-JAN-2008	Director	NA	true		
0000735286-17-000012	corporationPartnership	6	F. Joseph Loughrey	01-OCT-2009	Director	NA	true		
0000735286-17-000012	corporationPartnership	7	Michael Rollings	06-JUN-2006	Managing Director	NA	true		
0000735286-17-000012	corporationPartnership	8	Mark Loughridge	22-MAR-2012	Director	NA	true		
0000735286-17-000012	corporationPartnership	9	Scott C. Malpass	22-MAR-2012	Director	NA	true		
0000735286-17-000012	corporationPartnership	10	Peter F. Volanakis	01-DEC-2008	Director	NA	true		
0000735286-17-000012	corporationPartnership	11	Mortimer J. Buckley	31-JAN-2003	Director, President	NA	true		
0000735286-17-000012	corporationPartnership	12	F. William McNabb, III	31-AUG-2008	Chief Executive Officer, Board Chairman	NA	true		
0000735286-17-000012	corporationPartnership	13	Glenn W. Reed	21-MAY-2008	Managing Director	NA	true		31-JUL-2017
0000735286-17-000012	corporationPartnership	14	James M. Norris	26-MAR-2009	Managing Director	NA	true		
0000735286-17-000012	corporationPartnership	15	Martha G. King	07-JAN-2012	Managing Director	NA	true		
0000735286-17-000012	corporationPartnership	16	Chris D. McIssac	07-JAN-2012	Managing Director	NA	true		
0000735286-17-000012	corporationPartnership	17	John T. Marcante	21-MAR-2013	Managing Director	NA	true		
0000735286-17-000012	corporationPartnership	18	Anne E. Robinson	22-SEP-2016	General Counsel	NA	true		
0000735286-17-000012	corporationPartnership	19	Natalie Bej	14-APR-2004	Chief Compliance Officer	NA	true		01-JUN-2017
0000735286-17-000012	corporationPartnership	20	Brian Dvorak	01-JUN-2017	Chief Compliance Officer	NA	true		
0000735286-17-000012	corporationPartnership	21	Karin A. Risi	28-MAY-2015	Managing Director	NA	true		
0000735286-17-000012	corporationPartnership	22	Thomas M. Rampulla	28-MAY-2015	Managing Director	NA	true		
0000735286-17-000012	corporationPartnership	23	John James	01-JAN-2017	Managing Director	NA	true		
0000735286-17-000012	corporationPartnership	24	Gregory Davis	13-JUL-2017	Managing Director	NA	true		
0000950123-17-008424	corporationPartnership	4	Daniel McNamara	09-OCT-2009	Director, President, Chair of the Board	NA	true		
0000950123-17-008424	corporationPartnership	1	United States Automobile Association	01-OCT-1992	Indirect Owner	NA	true		
0000950123-17-008424	corporationPartnership	2	USAA Capital Corporation	01-OCT-1992	Indirect Owner	NA	true		
0000950123-17-008424	corporationPartnership	3	USAA Investment Corporation	01-OCT-1992	Shareholder	NA	true		
0000950123-17-008424	corporationPartnership	5	Charles K. Craft	24-JUN-2010	Director and Vice President	NA	true		
0000950123-17-008424	corporationPartnership	11	Daniel J. Mavico	14-AUG-2017	Secretary	NA	true		
0000950123-17-008424	corporationPartnership	7	Brooks Englehardt	26-MAR-2015	Director	NA	true		
0000950123-17-008424	corporationPartnership	8	Diana Dominguez	06-MAR-2016	Senior Financial Officer and Treasurer	NA	true		
0000950123-17-008424	corporationPartnership	9	Charles B. Massey	06-JUN-2016	Assistant Vice President	NA	true		
0000950123-17-008424	corporationPartnership	10	Brandon Carter	10-FEB-2017	Director	NA	true		
0000950123-17-008424	corporationPartnership	6	James G. Whetzel	08-MAY-2013	Secretary	NA	true		14-AUG-2017
0001140361-17-034294	corporationPartnership	30	Brian O. Nabet	22-MAR-2017	Director of Technology & Information Sec	NA	true		
0001140361-17-034294	corporationPartnership	31	Jeri R. Hawthorne	14-AUG-2017	Director of Human Resources	NA	true		
0001140361-17-034294	corporationPartnership	29	Sarah E. Sheckells	22-MAR-2017	Director of Human Resources	NA			16-JUN-2017
0001140361-17-034294	corporationPartnership	28	Adam T. Tremper	22-MAR-2017	Director of Marketing & Investor Relatio	NA	true		
0001140361-17-034294	corporationPartnership	27	Joseph D. Kelly	22-MAR-2017	Managing Director, Global Head of Client	NA	true		
0001140361-17-034294	corporationPartnership	26	Kevin D. Cole	22-MAR-2017	Chief Research Officer	NA	true		
0001140361-17-034294	corporationPartnership	25	KC Holding, Inc.	01-JAN-2015	Limited Partner	C	true		
0001140361-17-034294	corporationPartnership	24	EC LLC	01-JAN-2015	Limited Partner	D	true		
0001140361-17-034294	corporationPartnership	23	Campbell & Company, LLC	01-JAN-2015	General Partner	NA	true		
0001140361-17-034294	corporationPartnership	22	Heidi L. Kaiser	01-MAY-2006	Chief Compliance Officer	NA	true		
0001140361-17-034294	corporationPartnership	21	Richard M. Johnson	27-FEB-2015	Global Head of Institutional Sales	NA			30-APR-2016
0001140361-17-034294	corporationPartnership	20	John R. Radle	20-JUN-2005	Global Head of Trading	NA	true		
0001140361-17-034294	corporationPartnership	19	Darvin W. Sterner	24-MAR-1999	Director of Private Wealth Distribution	NA	true		
0001140361-17-034294	corporationPartnership	18	Steven Schneider	02-APR-2012	Chief Administrative Officer	NA			17-JAN-2013
0001140361-17-034294	corporationPartnership	17	Stephen C. Roussin	14-JUN-2011	President/CEO	NA			31-OCT-2012
0001140361-17-034294	corporationPartnership	16	Robert W. McBride	19-JAN-2004	Director of Research Technology	NA	true		
0001140361-17-034294	corporationPartnership	15	Xiaohua Hu	04-APR-1994	Co-Chairman of Investment Committee	NA	true		
0001140361-17-034294	corporationPartnership	14	Tracy Wills-Zapata	01-FEB-2006	VP/Managing Dir. - Business Development	NA			30-OCT-2014
0001140361-17-034294	corporationPartnership	13	Gregory T. Donovan	26-OCT-2006	Chief Financial Officer	NA	true		
0001140361-17-034294	corporationPartnership	12	Thomas P. Lloyd	19-SEP-2005	General Counsel	NA	true		
0001140361-17-034294	corporationPartnership	11	Kevin Martin Heerdt	18-MAR-2003	CIO and Director of Research	NA			12-MAR-2010
0001140361-17-034294	corporationPartnership	1	Donald Keith Campbell	01-JAN-1974	Chairman of the Board	NA	true		
0001140361-17-034294	corporationPartnership	2	Bruce Lester Cleland	01-JAN-1993	Vice Chairman of the Board	NA			01-NOV-2012
0001140361-17-034294	corporationPartnership	3	William Case Clarke	01-JUN-1977	Director	NA			31-DEC-2007
0001140361-17-034294	corporationPartnership	4	James Marion Little	01-APR-1990	Business Development and Director	NA			31-DEC-2008
0001140361-17-034294	corporationPartnership	5	Theresa Doyle Becks	01-JAN-1991	Director	NA			31-DEC-2011
0001140361-17-034294	corporationPartnership	6	Richard Missimer Bell	01-MAY-1990	EVP - Trading	NA			31-DEC-2003
0001140361-17-034294	corporationPartnership	7	Clifford Douglas York	01-NOV-1992	EVP - Trading	NA			31-AUG-2005
0001140361-17-034294	corporationPartnership	8	Geoffrey William Andrews	06-APR-1997	Chief Executive Officer	NA	true		
0001140361-17-034294	corporationPartnership	9	Michael S. Harris	17-JUL-2000	President	NA	true		
0001140361-17-034294	corporationPartnership	10	Michael J Hebrank	19-APR-2004	Chief Technology Officer	NA			11-MAY-2010
0000817712-17-000017	corporationPartnership	21	Jill M. Forte	28-JUN-2017	Chief Legal Officer and Secretary	NA	true		
