ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001141917-09-000010	31-DEC-2008	Lincoln Retirement Services Company LLC	NONE	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001352156-09-000004	31-DEC-2008	Sentinel Administrative Services, Inc.	NONE	N	SEC	Not applicable		28233	248802	0	0	0	0			Yes			562328	11384	31
0001007444-09-000010	31-DEC-2008	LPL Financial Corporation	SOME	N	SEC	Yes, filed amendment(s)		27149	2136	2136	2130	0	0			Yes			327986	0	0
0001141917-09-000008	31-DEC-2007	Lincoln Retirement Services Company LLC	NONE	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001114874-09-000003	31-DEC-2008	DSI Properties, Inc.	NONE	N	SEC	Not applicable		484	0	6913	0	0									0
0000710386-09-000001	31-DEC-2008	Western States transfer & Registrar, Inc	NONE	N	SEC	Not applicable		831	14679	0	0	0	0			Yes			0	0	0
0001128776-09-000004	31-DEC-2008	Hartford Investor Services Company, LLC	SOME	N	SEC	Not applicable		0	867	867	867	0									0
0001288763-09-000002	31-DEC-2008	Computershare Investor Services Inc.	SOME	Y	SEC	Yes, filed amendment(s)		172789	718049	735042	86	1	0			Yes			0	0	0
0001288777-09-000002	31-DEC-2008	Computershare Trust Company of Canada	SOME	Y	SEC	Yes, filed amendment(s)		0	2276438	2287873	186812	2421	0			Yes			0	0	0
0000944496-09-000005	31-DEC-2008	Mellon Investor Services LLC	NONE	Y	SEC	Yes, filed amendment(s)		936758	29061802	29080415	2869750	6884530	0			Yes			0	0	150465
0000950144-09-002780	31-DEC-2008	CedarStone Bank	NONE	N	FDIC	Not applicable		42	900	900	0	0									0
0000950133-09-000964	31-DEC-2008	Manhattan Transfer Registrar	NONE	N	SEC	Not applicable		2635	31469	31469	0	1	0			Yes			0	0	0
0001397852-09-000007	31-DEC-2008	Wall Street Stock Transfer Corporation	NONE	N	SEC	Not applicable		1036	1150	1150	0	0	0			Yes			0	0	0
