ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001170078-09-000001	otherControlManagement	1	Janus Capital Group Inc.	Parent of Janus Capital Management LLC
0001170078-09-000001	otherControlManagement	2	Janus Capital Management LLC	Parent of Janus Services LLC
0001007444-09-000007	otherControlManagement	4	TPG Partners IV, L.P.	Stockholder of LPL Investment Holdings, Inc.
0001007444-09-000007	otherControlManagement	5	TPG Advisors IV, Inc.	General Partner of TPG Genpar IV, L.P.
0001007444-09-000007	otherControlManagement	6	TPG Genpar IV, L.P.	General Partner of TPG Partners IV, L.P.
0001007444-09-000007	otherControlManagement	7	David Bonderman	Stockholder of TPG Advisors IV, Inc.
0001007444-09-000007	otherControlManagement	8	James G. Coulter	Stockholder of TPG Advisors IV, Inc.
0001007444-09-000007	otherControlManagement	3	Hellman & Friedman Investors V, LLC	General Partner of Hellman & Friedman Capital Partners V, L.P.
0001007444-09-000007	otherControlManagement	1	LPL Investment Holdings, Inc.	Principal Stockholder of LPL Holdings, Inc.
0001007444-09-000007	otherControlManagement	2	Hellman & Friedman Capital Partners V, L.P.	Stockholder of LPL Investment Holdings, Inc.
0001007444-09-000005	otherControlManagement	3	Hellman & Friedman Investors V, LLC	General Partner of Hellman & Friedman Capital Partners V, L.P.
0001007444-09-000005	otherControlManagement	4	TPG Partners IV, L.P.	Stockholder of LPL Investment Holdings, Inc.
0001007444-09-000005	otherControlManagement	5	TPG Advisors IV, Inc.	General Partner of TPG Genpar IV, L.P.
0001007444-09-000005	otherControlManagement	6	TPG Genpar IV, L.P.	General Partner of TPG Partners IV, L.P.
0001007444-09-000005	otherControlManagement	7	David Bonderman	Stockholder of TPG Advisors IV, Inc.
0001007444-09-000005	otherControlManagement	8	James G. Coulter	Stockholder of TPG Advisors IV, Inc.
0001007444-09-000005	otherControlManagement	1	LPL Investment Holdings, Inc.	Principal Stockholder of LPL Holdings, Inc.
0001007444-09-000005	otherControlManagement	2	Hellman & Friedman Capital Partners V, L.P.	Stockholder of LPL Investment Holdings, Inc.
0000773568-09-000002	otherControlManagement	1	FBL FINANCIAL GROUP, INC.	REGISTRANT IS A WHOLLY OWNED SUBSIDIARY OF FBL FINANCIAL SERVICES, INC., WHICH IS A WHOLLY OWNED SUBSIDIARY OF FBL FINANCIAL GROUP, INC.
0001146060-09-000001	otherControlManagement	3	MERRILL LYNCH & CO., INC.	LIMITED PARTNER OF MLIM, OWNS 99% OF MLIM AND OWNS 100% OF MERRILL LYNCH GROUP, INC.
0001146060-09-000001	otherControlManagement	4	BANK OF AMERICA CORPORATION	OWNS 100% OF MERRILL LYNCH & CO., INC.
0001146060-09-000001	otherControlManagement	2	MERRILL LYNCH GROUP, INC.	OWNS 100% OF PRINCETON SERVICES, INC.
0001146060-09-000001	otherControlManagement	1	PRINCETON SERVICES, INC.	GENERAL PARTNER OF MERRILL LYNCH INVESTMENT MANAGERS, LP (MLIM); OWNS 1% OF MLIM
0000353291-09-000001	otherControlManagement	1	Franklin Resources, Inc.	100% ownership of Templeton Worldwide, Inc.
0000883757-09-000002	otherControlManagement	1	Grey Horse Corporation	Equity Transfer & Trust Company is a wholly owned subsidiary  of Grey Horse Corporation (formerly known as Grey Horse Capital Corporation).
0000883757-09-000002	otherControlFinance	1	Grey Horse Corporation	Equity Transfer & Trust Company is a wholly owned subsidiary of Grey Horse Corporation (formerly known as Grey Horse Capital Corporation).
0001410382-09-000001	otherControlManagement	2	W. James Tozer, Jr.	Board Member and investor
0001410382-09-000001	otherControlManagement	1	Robert L. Johnson	Chairman of the Board of Directors and investor
0001410382-09-000001	otherControlManagement	3	Richard Field	Board Member and investor
0001410382-09-000001	otherControlManagement	5	Raju Shah	Board Member and investor
0001410382-09-000001	otherControlManagement	4	Scott Fitzgerald	Board Member and investor
0000944496-09-000002	otherControlFinance	1	Mellon Investor Services Holdings LLC	100% Owner
0000944496-09-000002	otherControlManagement	1	The Bank of New York Mellon Corporation	100% Indirect Owner
0000828403-09-000003	otherControlManagement	2	MSAM Holdings II, Inc.	Van Kampen Investor Services is a wholly owned subsidiary of Van Kampen Investments Inc., which is wholly owned by MSAM Holdings II, Inc.
0000828403-09-000003	otherControlManagement	1	Van Kampen Investments Inc.	Van Kampen Investor Services is a wholly owned subsidiary of Van Kampen Investments Inc.
0000828403-09-000003	otherControlManagement	3	Morgan Stanley	Van Kampen Investor Services is a wholly owned subsidiary of Van Kampen Investments Inc., which is wholly owned by MSAM Holdings II, Inc., which is wholly owned by Morgan Stanley.
0001413398-09-000005	otherControlManagement	2	Morgan Stanley	Morgan Stanley Investment Advisors Inc., the parent company of Morgan Stanley Services Company Inc., is a wholly owned subsidiary of Morgan Stanley.
0001413398-09-000005	otherControlManagement	1	Morgan Stanley Investment Advisors Inc.	Morgan Stanley Services Company Inc., is a wholly owned subsidiary of Morgan Stanley Investment Advisors Inc.
0001144204-09-005403	otherControlManagement	1	Armor Acquisition LLC	Majority Ownership
0000819850-09-000002	otherControlManagement	1	Bridges Investment Counsel, Inc.	Bridges Investment Counsel, Inc.; 256 Durham Plaza; 8401 West Dodge Road; Omaha, Nebraska 68114, entered into an Agreement dated July 30, 1987 with Bridges Investor Services, Inc. (BIS) to provide space, facilities, equipment, and personnel to BIS.
