ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001204459-09-000539	corporationPartnership	1	Craig Skauge	12-JUN-2008	Director	NA	false		
0001204459-09-000539	corporationPartnership	2	Lyle Oberg	18-SEP-2008	Director	NA	false		
0001144204-09-017576	corporationPartnership	5	Theresa Doyle Becks	01-JAN-1991	President/CEO	NA	true		
0001144204-09-017576	corporationPartnership	14	Tracy Wills-Zapata	31-DEC-2008	VP/Managing Dir. - Business Development	NA	true		
0001144204-09-017576	corporationPartnership	13	Gregory Todd Donovan	26-OCT-2006	SVP - Finance & Accounting	NA	true		
0001144204-09-017576	corporationPartnership	12	Thomas Page Lloyd	19-SEP-2005	CLO/CCO	NA	true		
0001144204-09-017576	corporationPartnership	11	Kevin Martin Heerdt	18-MAR-2003	EVP - Research	NA	true		
0001144204-09-017576	corporationPartnership	10	Michael J Hebrank	19-APR-2004	Chief Technology Officer	NA	true		
0001144204-09-017576	corporationPartnership	9	Michael Seth Harris	17-JUL-2000	VP and Director of Trading	NA	true		
0001144204-09-017576	corporationPartnership	8	Geoffrey William Andrews	06-APR-1997	Director of Operations	NA	true		
0001144204-09-017576	corporationPartnership	7	Clifford Douglas York	01-NOV-1992	EVP - Trading	NA	false		31-AUG-2005
0001144204-09-017576	corporationPartnership	6	Richard Missimer Bell	01-MAY-1990	EVP - Trading	NA	false		31-DEC-2003
0001144204-09-017576	corporationPartnership	4	James Marion Little	01-APR-1990	Business Development and Director	NA	false		31-DEC-2008
0001144204-09-017576	corporationPartnership	3	William Case Clarke	01-JUN-1977	Director	NA	false		31-DEC-2007
0001144204-09-017576	corporationPartnership	2	Bruce Lester Cleland	01-JAN-1993	Vice Chairman of the Board	B	true		
0001144204-09-017576	corporationPartnership	1	Donald Keith Campbell	01-JAN-1974	Chairman of the Board	E	true		
0000027048-09-000005	corporationPartnership	7	Jeannine M. Strandjord	01-JAN-1996	Director	NA	true		
0000027048-09-000005	corporationPartnership	10	Jonathan J. Boehm	01-MAR-1998	Group Vice President	NA	true		
0000027048-09-000005	corporationPartnership	8	William C. Nelson	01-JAN-1996	Director	NA	true		
0000027048-09-000005	corporationPartnership	1	Thomas A. McDonnell	01-FEB-1969	President/CEO	NA	true		
0000027048-09-000005	corporationPartnership	2	Jules Moskowitz	01-APR-1986	Vice President/Counsel	NA	false		
0000027048-09-000005	corporationPartnership	3	A. Edward Allinson	01-JAN-1977	Director	NA	true		
0000027048-09-000005	corporationPartnership	6	Michael G. Fitt	01-SEP-1995	Director	NA	true		
0000027048-09-000005	corporationPartnership	5	Kenneth V. Hager	01-APR-1988	Vice President/CFO/Treasurer	NA	true		
0000027048-09-000005	corporationPartnership	4	Thomas A. McCullough	01-APR-1987	Executive VO/COO	NA	true		
0000027048-09-000005	corporationPartnership	20	Robert T. Jackson	17-JUL-2007	Director	NA	true		
0000027048-09-000005	corporationPartnership	19	OZ Management LP	25-JUN-2007	5.1% Owner	A	false		
0000027048-09-000005	corporationPartnership	18	Wellington Management Company, LLP	01-FEB-2007	8% Owner	A	false		
0000027048-09-000005	corporationPartnership	17	Iridian Asset Management, LLC	01-FEB-2007	8% Owner	A	false		
0000027048-09-000005	corporationPartnership	16	T. Rowe Price	01-FEB-2006	5% Owner	A	false		
0000027048-09-000005	corporationPartnership	15	Marshall & Ilsley Corp	01-DEC-2005	5% Owner	A	false		
0000027048-09-000005	corporationPartnership	14	Massachusetts Financial Services Company	01-FEB-2005	6% Owner	A	false		
0000027048-09-000005	corporationPartnership	13	Travis E Reed	01-JUL-2002	Director	NA	true		
0000027048-09-000005	corporationPartnership	12	Randall D. Young	01-JUL-2002	Vice Presient/GC/Sec/CLO	NA	false		
0000027048-09-000005	corporationPartnership	11	Robert L. Tritt	01-AUG-1995	Group Vice President	NA	true		
0000027048-09-000005	corporationPartnership	9	George L. Argyros	01-DEC-1998	Director/Owner	NA	true		
0000088525-09-000299	soleProprietorship	8	Christopher L. Phalen	06-MAR-2002	VP & Head of Fixed Income asset Mgmnt			Officer	
