ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0000883757-16-000019	otherControlFinance	1	Equity Financial Holdings Inc.	Equity Financial Trust Company (formerly Equity Transfer & Trust Company) is a wholly owned subsidiary of Equity Financial Holdings Inc. (formerly known as Grey Horse Corporation and before that as Grey Horse Capital Corporation).
0000883757-16-000019	otherControlManagement	1	Equity Financial Holdings Inc.	Equity Financial Trust Company, formerly Equity Transfer & Trust Company is a wholly owned subsidiary of Equity Financial Holdings Inc. (formerly known as Grey Horse Corporation and before that as Grey Horse Capital Corporation).
0000740583-16-000437	otherControlManagement	2	Guggenheim Capital, LLC	100% Interest in Guggenheim Partners, LLC.
0000740583-16-000437	otherControlManagement	7	Sammons Enterprises, Inc. ESOT	100% Stockholder of Sammons Enterprises, Inc.
0000740583-16-000437	otherControlManagement	1	Guggenheim Partners, LLC	100% Interest in Guggenheim Knights of Security, LLC.
0000740583-16-000437	otherControlManagement	6	Sammons Equity Alliance, Inc.	100% Stockholder of Sage Assets, Inc.
0000740583-16-000437	otherControlManagement	3	Sage Assets, Inc.	More than 10% Interest in Guggenheim Capital, LLC.
0000740583-16-000437	otherControlManagement	5	Sammons Enterprises, Inc.	100% Stockholder of Consolidated Investment Services, Inc.
0000740583-16-000437	otherControlManagement	4	Consolidated Investment Services, Inc.	100% Stockholder of Sammons Equity Alliance, Inc.
0001018490-16-000034	otherControlManagement	1	Various-see below.	DB Services Americas, Inc. ('SerAms'), formerly known as DB Services Tennessee, Inc. and prior as BT Services Tennessee, Inc., was incorporated in the State of Delaware on December 6, 1991 and established as a servicing company to provide operational and back-office services to Deutsche Bank Trust Company Americas ('DBTCA') and certain of its affiliates. DBTCA, formerly known as Bankers Trust Company, is the principal United States banking subsidiary of Deutsche Bank Aktiengesellschaft ('DBAG'). SerAms does not have any third party client agreements. Rather, SerAms, as engaged by DBTCA, provides technical and administrative support services including data processing, telecommunications, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCA's customers (or DBTCA's customers' customers, in the case of DBTCA's private label business for certain affiliates); and DBTCA has appointed SerAms as its agent to act on its behalf in connection with the transfer of securities and other instruments. Accounts are maintained jointly by DBTCA and SerAms. SerAms in its transfer agent function provides services to DBTCA in a manner as if SerAms is an independent, dedicated contractor that works solely for DBTCA and no other transfer agent. There is a shared system of database for DBTCA and SerAms. An example is escheatment - the details of escheatment are maintained by SerAms while the remission to the states is done in the name of and on behalf of DBTCA. SerAms management is responsible to the business line management of DBAG and DBAG affiliates/subsidiaries including DBTCA. The business line unit head of ServAms reports to business line unit management of DBAG/affiliate. Audits are performed by DBAG's Audit Department. Examinations of DBAG NY branch and subsidiary bank, DBTCA, are performed by the Federal Reserve Bank of New York and the New York State Department of Financial Services. DBAG provides for SerAms the infrastructure necessary to insure safety and soundness measures including accounting systems, the Legal Department, the Internal Audit Department, Compliance, Human Resources and technology functions.
0001018490-16-000034	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001049169-16-000022	otherControlManagement	1	ALPS Holdings Inc., a DST Systems, Inc. company	ALPS Fund Services, Inc. is a wholly owned subsidiary of ALPS Holdings, Inc., a DST Systems, Inc. company.
0001669141-16-000001	otherControlFinance	5	Brendan Wallace	The named individuals have historically provided equity funding to the company in exchange for shares of the company's stock.
0001669141-16-000001	otherControlFinance	4	Osborn Companies, LC	The named individuals have historically provided equity funding to the company in exchange for shares of the company's stock.
0001669141-16-000001	otherControlFinance	3	Draper Associates Riskmasters Fund IV, LLC	The named individuals have historically provided equity funding to the company in exchange for shares of the company's stock.
0001669141-16-000001	otherControlFinance	2	Kickstart Seed Fund III	The named individuals have historically provided equity funding to the company in exchange for shares of the company's stock.
0001669141-16-000001	otherControlFinance	1	Jeremy Andrus	The named individuals have historically provided equity funding to the company in exchange for shares of the company's stock.
0001669141-16-000001	otherControlFinance	6	Diogo Myrrha	The named individuals have historically provided equity funding to the company in exchange for shares of the company's stock.
0001007444-16-000046	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001018490-16-000032	otherControlManagement	1	Various-see below.	DB Services Americas, Inc. ('SerAms'), formerly known as DB Services Tennessee, Inc. and prior as BT Services Tennessee, Inc., was incorporated in the State of Delaware on December 6, 1991 and established as a servicing company to provide operational and back-office services to Deutsche Bank Trust Company Americas ('DBTCA') and certain of its affiliates. DBTCA, formerly known as Bankers Trust Company, is the principal United States banking subsidiary of Deutsche Bank Aktiengesellschaft ('DBAG'). SerAms does not have any third party client agreements. Rather, SerAms, as engaged by DBTCA, provides technical and administrative support services including data processing, telecommunications, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCA's customers (or DBTCA's customers' customers, in the case of DBTCA's private label business for certain affiliates); and DBTCA has appointed SerAms as its agent to act on its behalf in connection with the transfer of securities and other instruments. Accounts are maintained jointly by DBTCA and SerAms. SerAms in its transfer agent function provides services to DBTCA in a manner as if SerAms is an independent, dedicated contractor that works solely for DBTCA and no other transfer agent. There is a shared system of database for DBTCA and SerAms. An example is escheatment - the details of escheatment are maintained by SerAms while the remission to the states is done in the name of and on behalf of DBTCA. SerAms management is responsible to the business line management of DBAG and DBAG affiliates/subsidiaries including DBTCA. The business line unit head of ServAms reports to business line unit management of DBAG/affiliate. Audits are performed by DBAG's Audit Department. Examinations of DBAG NY branch and subsidiary bank, DBTCA, are performed by the Federal Reserve Bank of New York and the New York State Department of Financial Services. DBAG provides for SerAms the infrastructure necessary to insure safety and soundness measures including accounting systems, the Legal Department, the Internal Audit Department, Compliance, Human Resources and technology functions.
0001018490-16-000032	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0000950123-16-015399	otherControlManagement	5	SunGard Holding Corp.	Indirect Parent Company
0000950123-16-015399	otherControlManagement	4	SunGard Holdco LLC	Indirect Parent Company
0000950123-16-015399	otherControlManagement	3	FIS Data Systems Inc.	Indirect Parent Company
0000950123-16-015399	otherControlManagement	2	FIS SG, LLC	Indirect Parent Company
0000950123-16-015399	otherControlManagement	1	Fidelity National Information Services, Inc.	Indirect Parent Company
0000950123-16-015238	otherControlManagement	1	RCS Capital Corporation	LLC agreement for RCS Capital Holdings, LLC
0000883757-16-000015	otherControlFinance	1	Equity Financial Holdings Inc.	Equity Financial Trust Company (formerly Equity Transfer & Trust Company) is a wholly owned subsidiary of Equity Financial Holdings Inc. (formerly known as Grey Horse Corporation and before that as Grey Horse Capital Corporation).
0000883757-16-000015	otherControlManagement	1	Equity Financial Holdings Inc.	Equity Financial Trust Company, formerly Equity Transfer & Trust Company is a wholly owned subsidiary of Equity Financial Holdings Inc. (formerly known as Grey Horse Corporation and before that as Grey Horse Capital Corporation).
0001139578-16-000006	otherControlManagement	1	Robeco US Holding Inc.	Holding company of Harbor Capital Advisors, Inc.
0001139578-16-000006	otherControlManagement	4	ORIX Corporation	Owner of Robeco Groep N.V.; Indirect owner of applicant.
0001139578-16-000006	otherControlManagement	3	Robeco Groep N.V.	Owner of Robeco US Holding B.V.; Indirect owner of applicant.
0001139578-16-000006	otherControlManagement	2	Robeco US Holding B.V.	Holding company of Robeco US Holding Inc.; indirect owner of applicant.
0001413398-16-000012	otherControlManagement	1	Morgan Stanley Investment Management Inc.	Morgan Stanley Services Company Inc., is a wholly owned subsidiary of Morgan Stanley Investment Management Inc.
0001413398-16-000012	otherControlManagement	2	Morgan Stanley	Morgan Stanley Investment Management Inc., the parent company of Morgan Stanley Services Company Inc., is a wholly owned subsidiary of Morgan Stanley.
0001007444-16-000034	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001018490-16-000030	otherControlManagement	1	Various-see below.	DB Services Americas, Inc. ('SerAms'), formerly known as DB Services Tennessee, Inc. and prior as BT Services Tennessee, Inc., was incorporated in the State of Delaware on December 6, 1991 and established as a servicing company to provide operational and back-office services to Deutsche Bank Trust Company Americas ('DBTCA') and certain of its affiliates. DBTCA, formerly known as Bankers Trust Company, is the principal United States banking subsidiary of Deutsche Bank Aktiengesellschaft ('DBAG'). SerAms does not have any third party client agreements. Rather, SerAms, as engaged by DBTCA, provides technical and administrative support services including data processing, telecommunications, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCA's customers (or DBTCA's customers' customers, in the case of DBTCA's private label business for certain affiliates); and DBTCA has appointed SerAms as its agent to act on its behalf in connection with the transfer of securities and other instruments. Accounts are maintained jointly by DBTCA and SerAms. SerAms in its transfer agent function provides services to DBTCA in a manner as if SerAms is an independent, dedicated contractor that works solely for DBTCA and no other transfer agent. There is a shared system of database for DBTCA and SerAms. An example is escheatment - the details of escheatment are maintained by SerAms while the remission to the states is done in the name of and on behalf of DBTCA. SerAms management is responsible to the business line management of DBAG and DBAG affiliates/subsidiaries including DBTCA. The business line unit head of ServAms reports to business line unit management of DBAG/affiliate. Audits are performed by DBAG's Audit Department. Examinations of DBAG NY branch and subsidiary bank, DBTCA, are performed by the Federal Reserve Bank of New York and the New York State Department of Financial Services. DBAG provides for SerAms the infrastructure necessary to insure safety and soundness measures including accounting systems, the Legal Department, the Internal Audit Department, Compliance, Human Resources and technology functions.
0001018490-16-000030	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001664675-16-000002	otherControlFinance	1	North Capital Investment Technology, Inc	Finances the business of 99 Administration and is an affiliated company
0001007444-16-000031	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001202048-16-000025	otherControlManagement	1	The Variable Annuity Life Insurance Company, AGC Life Insurance Company, AIG Life Holdings, Inc., SAFG Retirement Services, Inc. (continued)	The Variable Annuity Life Insurance Company (VALIC) is 100 percent owned by AGC Life Insurance Company, which is 100 percent owned by AIG Life Holdings, Inc., which is 100 percent owned by SAFG Retirement Services, Inc. (DE),which is 100 percent by owned American International Group, Inc. (AIG).
0001562770-16-000004	otherControlFinance	1	Virtus Investment Partners, Inc	Virtus Investment Partners, Inc is the parent company of Virtus Partners, Inc
0001562770-16-000004	otherControlManagement	1	Virtus Investment Partners, Inc	Virtus Investment Partners, Inc is the parent company of Virtus Partners, Inc
0001458682-16-000007	otherControlFinance	3	Regina Diane Kennedy	Member of LLC per Operating Agreement effective 3/1/10. David Kennedy is deceased and all membership units originally owned by David and Regina Diane Kennedy jointly are now owned solely by Regina Diane Kennedy.
0001458682-16-000007	otherControlFinance	2	Ruth Makofske - REMOVED	Became a member of LLC per Operating Agreement effective 6/1/09. Ceased to be a member effective 12/8/11.
0001458682-16-000007	otherControlFinance	1	Pelle Ojasu	Member of LLC per Operating Agreement dated 6/1/09
0001458682-16-000007	otherControlFinance	4	Robert Kennedy	Member of LLC per Operating Agreement effective 3/1/10.
0001557183-16-000009	otherControlManagement	9	Aquiline Capital Partners III G.P. (Offshore) Ltd.	General Partner of Aquiline Financial Services Fund III, L.P.
0001557183-16-000009	otherControlManagement	7	Genstar Capital Partners VII, L.P.	Shareholder
0001557183-16-000009	otherControlManagement	6	Aquiline Financial Services Fund III, L.P.	Shareholder
0001557183-16-000009	otherControlManagement	5	AqGen Island Holdings, Inc.	100% Shareholder
0001557183-16-000009	otherControlManagement	3	AqGen Island Intermediate Holdings II, Inc.	100% Shareholder
0001557183-16-000009	otherControlManagement	2	AqGen Ascensus, Inc.	100% Shareholder
0001557183-16-000009	otherControlManagement	1	AqGen Island Intermediate Holdings III, Inc.	100% Shareholder
0001557183-16-000009	otherControlManagement	4	AqGen Island INtermediate Holdings I, Inc.	100% Shareholder
0001557183-16-000009	otherControlManagement	8	Genstar Capital VII, L.P.	General partner of Genstar Capital Partners VII, L.P.
0001419454-16-000011	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially may finance Fidelity Business Services India Private Limited
0001419454-16-000011	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is the ultimate parent company of Fidelity Business Services India Private Limited
