ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001385752-07-000007	31-DEC-2006	Manhattan Transfer Registrar Company	NONE	N	SEC	Not applicable		4299	125	27242	0	0	0			Not Applicable			0	0	1
0001144204-07-033961	31-DEC-2006	Citco Technology Management, Inc.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000950135-07-003905	31-DEC-2006	Historic Preservation Properties 1989 Limited Partnership	NONE	N	SEC	Not applicable		19	2166	0	0	0	0			Not Applicable			0	0	0
0000818238-07-000008	31-DEC-2006	Fund Services, Inc.	NONE	Y	SEC	Not applicable		6608	23370	23370	21233	23370	0			Yes			41094	293	13
0000823579-07-000024	31-DEC-2006	Colonial Stock Transfer Co., Inc.	NONE	N	SEC	Yes, filed amendment(s)		4777	46580	0	0	0	0			Yes			0	0	0
0001000952-07-000009	31-DEC-2006	ACS Securities Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		5051	159807	0	0	0	0			Yes			0	0	0
0000878605-07-000007	31-DEC-2006	Wilson Bank and Trust Company	NONE	N	FDIC	Not applicable		295	2525	2185	1	0	0			Yes			0	0	0
0000735407-07-000007	31-DEC-2006	Madison Gas and Electric Company	SOME	N	SEC	Not applicable		977	19129	19129	17844	0	0			Yes			0	0	17
0000890480-07-000003	31-DEC-2006	Croghan Bancshares, Inc	NONE	N	BGFRS	Not applicable		100	758	0	0	0									0
0000950135-07-003546	31-DEC-2006	Historic Preservation Properties 1988 Limited Partnership	NONE	N	SEC	Not applicable		26	2502	0	0	0	0			Not Applicable			0	0	0
0001169232-07-002590	31-DEC-2006	Graybar Electric Company Inc.	ALL	N	SEC	Not applicable															
0000107034-07-000008	31-DEC-2006	Wien & Malkin LLC	NONE	N	SEC	Not applicable		687	0	13263	0	0									0
0000857128-07-000004	31-DEC-2006	First Guaranty Bank	NONE	N	FDIC	Not applicable		92	1181	1181	0	0	0			Yes			0	0	30
0000842581-07-000003	31-DEC-2006	Lorain National Bank	NONE	N	OCC	Not applicable		0	4	4	0	0									0
0001077455-07-000008	31-DEC-2006	Trautmann, Maher & Associates, Inc.	NONE	Y	SEC	Not applicable		0	0	1667	0	0									0
0000769188-07-000013	31-DEC-2006	MFS Service Center, Inc.	NONE	N	SEC	Not applicable		370503	4173676	4173676	3963087	0	0			Yes			50818880	840841	4353
0001129193-07-000009	31-DEC-2006	Computershare Trust Company of New York	SOME	N	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001288777-07-000010	31-DEC-2006	Computershare Trust Company of Canada	SOME	Y	SEC	Yes, filed amendment(s)		0	1546647	1546647	189731	0	0			Not Applicable			0	0	0
0001288763-07-000008	31-DEC-2006	Computershare Investor Services Inc.	NONE	Y	SEC	Yes, filed amendment(s)		287256	277499	0	0	0	0			Yes			0	0	0
0000879089-07-000006	31-DEC-2006	Hancock Bank of Louisiana	ALL	N	FDIC	Yes, filed amendment(s)															
0001214659-07-001304	31-DEC-2006	Bay City Transfer Agency & Registrar Inc.	NONE	N	SEC	Not applicable		957583406	18	0	0	0	0			Yes			0	0	0
0001018490-07-000010	31-DEC-2006	DB Services Tennessee, Inc.	NONE	Y	SEC	No, failed to file amendment(s)	Response is N/A for changes directly related to Registrant. Response is 'no' regarding certain Control Affiliate (CA) events. Registrant filed amendments, but not always within 60 calendar days. It is understood that these were timely reported by the CAs.	2829	54123	54123	0	0	0			Yes			0	0	0
