ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001419454-13-000018	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially may finance Fidelity Business Services India Private Limited
0001419454-13-000018	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is the ultimate parent company of Fidelity Business Services India Private Limited
0001049169-13-000025	otherControlManagement	1	ALPS Holdings, Inc., a DST Systems, Inc. company	ALPS Fund Services, Inc. is a wholly owned subsidiary of ALPS Holdings, Inc., a DST Systems, Inc. company
0001419454-13-000016	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is the ultimate parent company of Fidelity Business Services India Private Limited
0001419454-13-000016	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially may finance Fidelity Business Services India Private Limited
0001354488-13-006601	otherControlManagement	1	Brian Balbirnie	Named person above is CEO of both Direct Transfer LLC and its parent company, Issuer Direct Corporation.
0001354488-13-006599	otherControlManagement	1	Brian Balbirnie	Named person above is CEO of both Direct Transfer LLC and its parent company, Issuer Direct Corporation.
0001591705-13-000002	otherControlFinance	1	Kita Capital Management, LLC.	Majority investor
0001419454-13-000013	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially may finance Fidelity Business Services India Private Limited
0001419454-13-000013	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is the ultimate parent company of Fidelity Business Services India Private Limited
0001413398-13-000006	otherControlManagement	2	Morgan Stanley	Morgan Stanley Investment Management Inc., the parent company of Morgan Stanley Services Company Inc., is a wholly owned subsidiary of Morgan Stanley.
0001413398-13-000006	otherControlManagement	1	Morgan Stanley Investment Management Inc.	Morgan Stanley Services Company Inc., is a wholly owned subsidiary of Morgan Stanley Investment Management Inc.
0001347211-13-000008	otherControlManagement	1	Nitin Amersey	Control Person
0001347211-13-000008	otherControlFinance	1	Lara Amersey Jordan	100% Corporate Owner
