ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001144204-13-018786	otherControlFinance	1	RCAP Holdings, LLC	LLC agreement for American National Stock Transfer, LLC
0001202048-13-000005	otherControlManagement	2	(continued) and American International Group, Inc.	(continued) which is 100 percent by owned American International Group, Inc. (AIG). Prior to December 14, 2012, the U.S. Department of Treasury Department owned AIG common stock. As of December 14, 2012, the Department of Treasury sold its remaining shares of AIG common stock and has no ownership interest in AIG.
0001202048-13-000005	otherControlManagement	1	The Variable Annuity Life Insurance Company, AGC Life Insurance Company, AIG Life Holdings, Inc., SAFG Retirement Services, Inc. (continued s	The Variable Annuity Life Insurance Company (VALIC) is 100 percent owned by AGC Life Insurance Company, which is 100 percent owned by AIG Life Holdings, Inc., which is 100 percent owned by SAFG Retirement Services, Inc. (DE),(continued, see below)
0000817712-13-000005	otherControlManagement	1	Thrivent Financial for Lutherans ('TFL')	TFL is the parent company of Thrivent Financial Holdings, Inc.
0001104659-13-016871	otherControlFinance	1	K9 Ventures	Principal Venture Investor
0001354488-13-000833	otherControlManagement	1	John Ahearn; David Lubin	Owners of SRC Consultants, Inc.
0001018490-13-000004	otherControlManagement	1	Various-see below.	DB Services Americas, Inc. ('SerAms'), formerly known as DB Services Tennessee, Inc. and prior as BT Services Tennessee, Inc., was incorporated in the State of Delaware on December 6, 1991 and established as a servicing company to provide operational and back-office services to Deutsche Bank Trust Company Americas ('DBTCA') and certain of its affiliates. DBTCA, formerly known as Bankers Trust Company, is the principal United States banking subsidiary of Deutsche Bank Aktiengesellschaft ('DBAG'). SerAms does not have any third party client agreements. Rather, SerAms, as engaged by DBTCA, provides technical and administrative support services including data processing, telecommunications, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCA's customers (or DBTCA's customers' customers, in the case of DBTCA's private label business for certain affiliates); and DBTCA has appointed SerAms as its agent to act on its behalf in connection with the transfer of securities and other instruments. Accounts are maintained jointly by DBTCA and SerAms. SerAms in its transfer agent function provides services to DBTCA in a manner as if SerAms is an independent, dedicated contractor that works solely for DBTCA and no other transfer agent. There is a shared system of database for DBTCA and SerAms. An example is escheatment - the details of escheatment are maintained by SerAms while the remission to the states is done in the name of and on behalf of DBTCA. SerAms management is responsible to the business line management of DBAG and DBAG affiliates/subsidiaries including DBTCA. The business line unit head of ServAms reports to business line unit management of DBAG/affiliate. Audits are performed by DBAG's Audit Department. Examinations of DBAG NY branch and subsidiary bank, DBTCA, are performed by the Federal Reserve Bank of New York and the New York State Department of Financial Services. DBAG provides for SerAms the infrastructure necessary to insure safety and soundness measures including accounting systems, the Legal Department, the Internal Audit Department, Compliance, Human Resources and technology functions.
0001018490-13-000004	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001202048-13-000004	otherControlManagement	1	The Variable Annuity Life Insurance Company, AGC Life Insurance Company, SunAmerica Financial Group, Inc., SAFG Retirement Services, Inc. (continued s	The Variable Annuity Life Insurance Company (VALIC) is 100 percent owned by AGC Life Insurance Company, which is 100 percent owned by SunAmerica Financial Group, Inc., which is 100 percent owned by SAFG Retirement Services, Inc. (DE),(continued, see below)
0001202048-13-000004	otherControlManagement	2	(continued) and American International Group, Inc.	(continued) which is 100 percent by owned American International Group, Inc. (AIG). Prior to December 14, 2012, the U.S. Department of Treasury Department owned AIG common stock. As of December 14, 2012, the Department of Treasury sold its remaining shares of AIG common stock and has no ownership interest in AIG.
