ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0000950123-13-001942	fsrFoundOrderAgainstApplicant	1	State Farm VP Management Corp. (SFVPMC)	State Farm VP Management Corp.  vs. Commonwealth of Pennsylvania Department of B	09-JAN-2013	Commonwealth of Pennsylvania Department of Banking and Securities, Pittsburgh, P	SFVPMC FAILED TO ADEQUATELY SUPERVISE ITS REGISTERED REPRESENTATIVE, ANDREW PICCUTA. MR. PICCUTA OWNED AN OFFICE BUILDING AND RENTED PART OF THE BUILDING TO HL.I.INC. MR. PICCUTA DID NOT REPORT THIS OBA TO THE FIRM. MR. PICCUTA INVESTED IN HL.I INC. WITHOUT REPORTING HIS INVESTMENT TO THE FIRM AS A PRIVATE SECURITIES TRANSACTION. MR. PICCUTA WAS ALSO ACTIVELY INVOLVED IN THE PROMOTION AND DEVELOPMENT OF HL.I. INC.	CONSENT AGREEMENT/ORDER FINALIZED 1/9/13. SFVPMC PAID ASSESSMENT OF $75,000 & $10,000 IN LEGAL COSTS WHICH WAS BASED ON A FINDING THAT SFVPMC FAILED TO SUPERVISE A REP. REP PARTICIPATED IN AN OBA & A PRIVATE SECURITY TRANSACTION WITHOUT INFORMING FIRM.
0000950123-13-001942	sraViolationOfRules	2	State Farm VP Management Corp.	State Farm VP Management Corp.  vs. Financial Industry Regulatory Authority (FIN	31-DEC-2012	FINRA Chicago, IL	FAILURE TO SUPERVISE UNDER NASD RULE 3010 RELATED TO EMAIL RETENTION AND FINRA RULE 2010 RELATED TO PROSPECTUS DELIVERY. FINRA ALLEGES THE FIRM FAILED TO ESTABLISH, MAINTAIN AND ENFORCE A SUPERVISORY SYSTEM OR WRITTEN PROCEDURES REASONABLY DESIGNED TO ENSURE TIMELY DELIVERY OF MUTUAL FUND PROSPECTUSES. FINRA ALLEGES THE FIRM FAILED TO ENSURE COMPLIANCE WITH ITS WRITTEN SUPERVISORY PROCEDURES DIRECTIVE CONCERNING DELIVERY OF A CURRENT MUTUAL FUND PROSPECTUS BY ITS REGISTERED REPRESENTATIVES TO EACH CLIENT PRIOR TO OR AT THE TIME OF THE SALE. THE FIRM ALSO HAD INADEQUATE SYSTEMS AND PROCEDURES IN PLACE TO MONITOR OR OVERSEE THE PERFORMANCE OF ITS SERVICE PROVIDER, A THIRD PARTY SERVICE PROVIDER, IN ORDER TO ENSURE THAT MUTUAL FUND PROSPECTUSES WERE BEING DELIVERED TIMELY. FINRA ALSO ALLEGES THE FIRM FAILED TO ENFORCE ITS PROCEDURES REQUIRING DELIVERY OF UNDATED MUTUAL FUND PROSPECTUSES TO CERTAIN FUND HOLDERS. THE FIRM DID NOT ADEQUATELY MONITOR ITS THIRD PARTY VENDOR TO ENSURE THE MAILING LIST WAS COMPLETE, AS A RESULT, THE FIRM FAILED TO DELIVER UPDATED PROSPECTUSES TO CERTAIN FUND HOLDERS AS REQUIRED BY ITS PROCEDURES. FINRA ALSO ALLEGES THE FIRM FAILED TO IMPLEMENT A SUPERVISORY SYSTEM AND PROCEDURES REASONABLY DESIGNED TO REVIEW, MONITOR AND RETAIN EMAIL SENT BY REGISTERED REPRESENTATIVES TO CUSTOMERS. FOR SUPERVISORY PURPOSES, ALL REGISTERED REPRESENTATIVES WERE REQUIRED TO COPY ALL SECURITIES-RELATED MESSAGES INTO A PARTICULAR MAILBOX. THE FIRM'S COMPLIANCE DEPARTMENT WAS RESPONSIBLE FOR REVIEWING THE EMAILS IN THAT BOX. THE FIRM DID NOT RETAIN SECURITIES-RELATED EMAILS WHICH WERE NOT COPIED TO THIS MAILBOX, BUT ESTABLISHED PROCEDURES, THROUGH EMAIL REVIEWS, TO VERIFY WHETHER REGISTERED REPRESENTATIVES WERE COMPLYING WITH THESE DIRECTIVES. THE FIRM WAS AWARE THAT NOT ALL OF ITS REGISTERED REPRESENTATIVES WERE COMPLYING WITH FIRM PROCEDURES. AS A RESULT OF THE REVIEWS, THE FIRM DISCOVERED NUMEROUS INCIDENTS OF NON-COMPLIANCE WITH FIRM GUIDELINES REGARDING THE USE OF THE MAILBOX BY THE SELECTED REPRESENTATIVES.	THIS ACTION WAS RESOLVED BY AN ACCEPTANCE WAIVER AND CONSENT WHICH BECAME FINAL ON 12/31/2012. ACCORDING TO ITS TERMS, THE FIRM DID NOT ADMIT LIABILITY BUT AGREED TO PAY A FINE OF $155,000.00.
0000950123-13-001942	sraViolationOfRules	1	State Farm VP Management Corp.	State Farm VP Management Corp.  vs. NASD	13-JAN-2006	NASD Chicago, IL	ARTICLE V, SECTION 3 OF THE NASD BY-LAWS AND NASD CONDUCT RULES 2110 AND 3010; RESPONDENT SUBMITTED LATE TERMINATION NOTICE FOR SECURITIES INDUSTRY REGISTRATION (FORM U5; IT FAILED TO ESTABLISH AND MAINTAIN A SUPERVISORY SYSTEM REASONABLY DESIGNED TO ACHIEVE COMPLIANCE WITH APPLICABLE SECURITIES LAWS AND REGULATIONS TO ENSURE THE TIMELY FILING OF FORMS U5 FOR INDIVIDUALS WHOSE REGISTRATIONS WERE TERMINATED.	WITHOUT ADMITTING OR DENYING THE ALLEGATIONS, RESPONDENT MEMBER FIRM CONSENTED TO THE DESCRIBED SANCTIONS AND TO THE ENTRY OF FINDINGS; WAS CENSURED AND FINED $133,000.00
0000950123-13-001942	fsrViolationOfInvestmentRelatedRegulation	1	State Farm VP Management Corp.(SFVPMC)	State Farm VP Management Corp.  vs. Commonwealth of Pennsylvania Department of B	09-JAN-2013	Commonwealth of Pennsylvania Department of Banking and Securities, Pittsburgh, P	SFVPMC FAILED TO ADEQUATELY SUPERVISE ITS REGISTERED REPRESENTATIVE, ANDREW PICCUTA. MR. PICCUTA OWNED AN OFFICE BUILDING AND RENTED PART OF THE BUILDING TO HL.I.INC. MR. PICCUTA DID NOT REPORT THIS OBA TO THE FIRM. MR. PICCUTA INVESTED IN HL.I INC. WITHOUT REPORTING HIS INVESTMENT TO THE FIRM AS A PRIVATE SECURITIES TRANSACTION. MR. PICCUTA WAS ALSO ACTIVELY INVOLVED IN THE PROMOTION AND DEVELOPMENT OF HL.I. INC.	CONSENT AGREEMENT/ORDER FINALIZED 1/9/13. SFVPMC PAID ASSESSMENT OF $75,000 & $10,000 IN LEGAL COSTS WHICH WAS BASED ON A FINDING THAT SFVPMC FAILED TO SUPERVISE A REP. REP PARTICIPATED IN AN OBA & A PRIVATE SECURITY TRANSACTION WITHOUT INFORMING FIRM.
0001202048-13-000005	enjoinedInvestmentRelatedActivity	1	American International Group, Inc.	Injunction	09-FEB-2006	Securities and Exchange Commission	THE SEC COMPLAINT ALLEGED THAT FROM 2000 UNTIL 2005, AIG MATERIALLY FALSIFIED ITS FINANCIAL STATEMENTS IN ORDER TO STRENGTHEN THE APPEARANCE OF ITS FINANCIAL RESULTS TO ANALYSTS AND INVESTORS. IN SO DOING, THE SEC ALLEGED THAT AIG HAD VIOLATED SECTION 17(A) OF THE SECURITIES ACT OF 1933 AND SECTIONS 10(B), 13(A), 13(B)(2) AND 13(B)(5) AND RULES 10B-5, 12B-20, 13A-1, 13A-13 AND 13B2-1 OF THE EXCHANGE ACT OF 1934.	Settled 2/17/06
0001202048-13-000005	falseStatementOrOmission	1	American International Group, Inc.	Injunction	06-FEB-2006	Securities and Exchange Commission, Washington, DC	THE SEC COMPLAINT ALLEGED THAT FROM 2000 UNTIL 2005, AIG MATERIALLY FALSIFIED ITS FINANCIAL STATEMENTS IN ORDER TO STRENGTHEN THE APPEARANCE OF ITS FINANCIAL RESULTS TO ANALYSTS AND INVESTORS. IN SO DOING, THE SEC ALLEGED THAT AIG HAD VIOLATED SECTION 17(A) OF THE SECURITIES ACT OF 1933 AND SECTIONS 10(B), 13(A), 13(B)(2) AND 13(B)(5) AND RULES 10B-5, 12B-20, 13A-1, 13A-13 AND 13B2-1 OF THE EXCHANGE ACT OF 1934.	Settled 2/17/06
0001202048-13-000005	fsrViolationOfInvestmentRelatedRegulation	1	American International Group, Inc. ('AIG')	CIV-042070	30-NOV-2004	Department of Justice	THE DEPARTMENT OF JUSTICE ('DOJ') FILED A CRIMINAL COMPLAINT AGAINST AIG-FP PAGIC EQUITY HOLDING CORP. ('AIG-FP PAGIC'), A WHOLLY-OWNED SUBSIDIARY OF AIG FINANCIAL PRODUCTS CORP. ('AIG-FP'), IN TURN A WHOLLY-OWNED SUBSIDIARY OF AMERICAN INTERNATIONAL GROUP, INC. ('AIG'). THE COMPLAINT ALLEGED THAT AIG-FP PAGIC VIOLATED FEDERAL SECURITIES LAWS BY AIDING AND ABETTING SUECURITIES LAW VIOLATIONS BY A PUBLIC COMPANY, PNC FINANCIAL SERVICES GROUP, INC. ('PNC'), INCONNECTION WITH A TRANSACTION ENTERED INTO IN 2001 WITH PNC THAT WAS INTENDED TO ENABLE PNC TO REMOVE CERTAIN ASSETS FROM ITS BALANCE SHEET. THE COMPLAINT ALLEGES THAT AIG-FP PAGIC KNEW, OR WAS DELIBERATELY IGNORANT IN NOT KNOWING, THAT THE PNC TRANSACTION DID NOT SATISFY THE REQUIREMENTS OF GAAP FOR NON-CONSOLIDATION OF SPECIAL PURPOSE ENTITIES. THE AIG-FP PAGIC TRANSACTION WAS THE LAST OF THREE SIMILAR TRANSACTIONS DEVELOPED, MARKETD AND ENTERED INTO BY AIG-FP AND ITS SUBSIDIARIES WITH PNC DURING 2001. THE DOJ HAS NOTIFIED AIG-FP THAT, IN ITS VIEW, AIG-FP ACTING THROUGH CERTAIN OF ITS EMPLOYEES MAY HAVE VIOLATED FEDERAL CRIMINAL LAW IN CONNECTION WITH THE PNC TRANSACTIONS AND THE MARKETING OF SIMILAR TRANSACTION STRUCTURES TO OTHER POTENTIAL COUNTERPARTIES. AIG-FP PAGIC WAS DISSOLVED FEBRUARY 3, 2006.	Settled 11/30/04
0001202048-13-000005	fsrFalseStatementOrOmission	1	American International Group, Inc. ('AIG')	CIV-042070	30-NOV-2004	Department of Justice	THE DEPARTMENT OF JUSTICE ('DOJ') FILED A CRIMINAL COMPLAINT AGAINST AIG-FP PAGIC EQUITY HOLDING CORP. ('AIG-FP PAGIC'), A WHOLLY-OWNED SUBSIDIARY OF AIG FINANCIAL PRODUCTS CORP. ('AIG-FP'), IN TURN A WHOLLY-OWNED SUBSIDIARY OF AMERICAN INTERNATIONAL GROUP, INC. ('AIG'). THE COMPLAINT ALLEGED THAT AIG-FP PAGIC VIOLATED FEDERAL SECURITIES LAWS BY AIDING AND ABETTING SUECURITIES LAW VIOLATIONS BY A PUBLIC COMPANY, PNC FINANCIAL SERVICES GROUP, INC. ('PNC'), INCONNECTION WITH A TRANSACTION ENTERED INTO IN 2001 WITH PNC THAT WAS INTENDED TO ENABLE PNC TO REMOVE CERTAIN ASSETS FROM ITS BALANCE SHEET. THE COMPLAINT ALLEGES THAT AIG-FP PAGIC KNEW, OR WAS DELIBERATELY IGNORANT IN NOT KNOWING, THAT THE PNC TRANSACTION DID NOT SATISFY THE REQUIREMENTS OF GAAP FOR NON-CONSOLIDATION OF SPECIAL PURPOSE ENTITIES. THE AIG-FP PAGIC TRANSACTION WAS THE LAST OF THREE SIMILAR TRANSACTIONS DEVELOPED, MARKETD AND ENTERED INTO BY AIG-FP AND ITS SUBSIDIARIES WITH PNC DURING 2001. THE DOJ HAS NOTIFIED AIG-FP THAT, IN ITS VIEW, AIG-FP ACTING THROUGH CERTAIN OF ITS EMPLOYEES MAY HAVE VIOLATED FEDERAL CRIMINAL LAW IN CONNECTION WITH THE PNC TRANSACTIONS AND THE MARKETING OF SIMILAR TRANSACTION STRUCTURES TO OTHER POTENTIAL COUNTERPARTIES. AIG-FP PAGIC WAS DISSOLVED FEBRUARY 3, 2006.	Settled 11/30/04
0001202048-13-000005	fsrFoundOrderAgainstApplicant	1	American International Group, Inc. ('AIG')	CIV-042070	30-NOV-2004	Department of Justice	THE DEPARTMENT OF JUSTICE ('DOJ') FILED A CRIMINAL COMPLAINT AGAINST AIG-FPPAGIC EQUITY HOLDING CORP. ('AIG-FP PAGIC'), A WHOLLY-OWNED SUBSIDIARY OF AIG FINANCIAL PRODUCTS CORP. ('AIG-FP'), IN TURN A WHOLLY-OWNED SUBSIDIARY OF AMERICAN INTERNATIONAL GROUP, INC. ('AIG'). THE COMPLAINT ALLEGED THAT AIG-FP PAGIC VIOLATED FEDERAL SECURITIES LAWS BY AIDING AND ABETTING SECURITIES LAW VIOLATIONS BY A PUBLIC COMPANY, PNC FINANCIAL SERVICES GROUP, INC. ('PNC'), IN CONNECTION WITH A TRANSACTION ENTERED INTO IN 2001WITH PNC THAT WAS INTENDED TO ENABLE PNC TO REMOVE CERTAIN ASSETS FROM ITS BALANCE SHEET. THE COMPLAINT ALLEGES THAT AIG-FP PAGIC KNEW, OR WAS DELIBERATELY IGNORANT IN NOT KNOWING, THAT THE PNC TRANSACTION DID NOT SATISFY THE REQUIREMENTS OF GAAP FOR NON-CONSOLIDATION OF SPECIAL PURPOSE ENTITIES. THE AIG-FP PAGIC TRANSACTION WAS THE LAST OF THREE SIMILAR TRANSACTIONS DEVELOPED, MARKETED AND ENTERED INTO BY AIG-FP AND ITS SUBSIDIARIES WITH PNC DURING 2001. THE DOJ HAS NOTIFIED AIG-FP THAT, IN ITS VIEW, AIG-FP ACTING THROUGH CERTAIN OF ITS EMPLOYEES MAY HAVE VIOLATED FEDERAL CRIMINAL LAW IN CONNECTION WITH THE PNC TRANSACTIONS AND THE MARKETING OF SIMILAR TRANSACTION STRUCTURES TO OTHER POTENTIAL COUNTERPARTIES. AIG-FP PAGIC WAS DISSOLVED FEBRUARY 3, 2006	THE SETTLEMENT WITH THE DOJ COMPRISED SEPARATE AGREEMENTS WITH AIG ANDAIG-FP AND A COMPLAINT FILED AGAINST, AND DEFERRED PROSECUTION AGREEMENT WITH, AIG-FP PAGIC. UNDER THE TERMS OF SETTLEMENT, AIG-FP PAID A MONETARY PENALTY OF $80,000,000, PLUS OTH TERMS
0001202048-13-000005	violationOfRegulations	1	American International Group, Inc. ('AIG')	Docket SDNY - CASE NO. 06 CIV 1000	09-FEB-2006	Securities and Exchange Commission & DOJ	The SEC Complaint alleged that from 2000 until 2005, AIG materially falsified its financial statements in order to strengthen the appearance of its financial results to analysts and investors. In so doing, the SEC Alleged that AIG had violated Section 17(A) of The Securities Act of 1933 and Sections 10(B), 13(A), 13(B)(2) and 13(B)(5) and Rules 10B-5, 12B-20, 13A-1, 13A-13 and 13B2-1 of the Exchange Act.	Settled 2/17/06.
