ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001214659-10-000933	31-DEC-2009	Island Capital Management, LLC dba Island Stock Transfer	NONE	Y	SEC	Yes, filed amendment(s)		11755	119162	119162	969	71	0			Yes			0	0	0
0001261763-10-000004	31-DEC-2009	Law Debenture Trust Company of New York	NONE	N	SEC	Not applicable		45	68	68	0	0									0
0000773568-10-000002	31-DEC-2009	EQUITRUST INVESTMENT MANAGEMENT SERVICES, INC.	NONE	N	SEC	Yes, filed amendment(s)		205	22423	22448	22278	0	0			Yes			160080	963	0
0000896852-10-000007	31-DEC-2009	Invesco Trimark Ltd. / Invesco Trimark Ltee, doing business as Invesco Enterprise Services / Services Entreprise Invesco, and Invesco	NONE	Y	SEC	Yes, filed amendment(s)		3686	2725510	2725510	2632800	0	0			Yes			63137	2245	1257
0001007444-10-000003	31-DEC-2008	LPL Financial Corporation	SOME	N	SEC	No, failed to file amendment(s)	LPL inadvertently failed to amend within 60 days Form TA1 to report a DRP for nontransfer agency activity.	44101	3787	3787	3781	0	0			Yes			555207	0	0
0001380486-10-000003	31-DEC-2009	TD Ameritrade Clearing, Inc	NONE	N	SEC	Yes, filed amendment(s)		0	0	12	0	0									0
0001145959-10-000003	31-DEC-2009	UMB Bank & Trust, National Association	ALL	N	OCC	Not applicable															
0001456223-10-000003	31-DEC-2009	Bank of Texas, N.A.	ALL	N	OCC	Not applicable															
0001140361-10-014423	31-DEC-2009	Empire Stock Transfer Inc.	NONE	N	SEC	Yes, filed amendment(s)		6286	23327	23327	0	170	0			Not Applicable			0	0	0
0001146230-10-000005	31-DEC-2009	Computershare Inc.	SOME	Y	SEC	Yes, filed amendment(s)		939176	15395723	15406241	5059988	7666627	0			Yes			0	0	233942
0001450848-10-000002	31-DEC-2009	Bank of Kansas City, N.A.	ALL	N	OCC	Not applicable															
0001145892-10-000003	31-DEC-2009	Computershare Trust Company, N.A.	ALL	Y	OCC	Not applicable															
0001108200-10-000003	31-DEC-2009	Computershare Investor Services, LLC	ALL	N	SEC	Yes, filed amendment(s)															
0000855870-10-000003	31-DEC-2009	Bank of Oklahoma, N.A.	ALL	N	OCC	Not applicable															
0000717511-10-000002	31-DEC-2009	Intercontinental Registrar & Transfer Agency, Inc.	NONE	N	SEC	Yes, filed amendment(s)		156	20014	20014	0	0	0			Yes			0	0	0
0000950123-10-030716	31-DEC-2009	Wells Fargo Delaware Trust Company, N.A.	ALL	N	OCC	Yes, filed amendment(s)															
0001451217-10-000004	31-DEC-2009	SEI Institutional Transfer Agent, Inc	SOME	N	SEC	Not applicable		948	21418	21418	17257	0	0			Yes			297922	906	0
0001408534-10-000006	31-DEC-2009	First Guaranty Bank	NONE	N	FDIC	Not applicable		57	1356	1356	0	0	0			Yes			0	0	0
0000854922-10-000003	31-DEC-2009	The Bank of New York Mellon	SOME	Y	BGFRS	Not applicable		47176	1548057	1548057	58590	48	0			Yes			0	0	76474
0001430521-10-000002	31-DEC-2009	Hudson Valley Bank N.A.	NONE	N	OCC	Not applicable		278	1275	1275	0	5	0			Yes			0	0	0
0001128776-10-000003	31-DEC-2009	Hartford Investors Services Company, LLC.	SOME	N	SEC	Not applicable		0	927	927	927	0									0
0000710386-10-000003	31-DEC-2009	Western States Transfer & Registrar, Inc	NONE	N	SEC	Not applicable		537	14233	0	0	0	0			Yes			0	0	0
0001162044-10-000191	31-DEC-2009	Mutual Shareholder Services, LLC	NONE	N	SEC	Not applicable		0	26996	26996	24311	0	0			Yes			78515	73	9
0001054377-10-000004	31-DEC-2009	Sansima Consulting Group, Inc.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
