ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001202048-10-000002	otherControlManagement	1	American General Life Insurance Company, AGC Life Insurance Company, AIG Life Holdings, Inc., American International Group, Inc., and the AIG Credit F	The Variable Annuity Life Insurance Company ('VALIC') is 100 percent owned by American General Life Insurance Company, which is 100 percent owned by AGC Life Insurance Company, which is 100 percent owned by AIG Life Holdings, Inc., which is 100 percent owned by American International Group, Inc. The AIG Credit Facility Trust ('Trust') is a control person for AIG. The Trust owns all AIG Series C Convertible Preferred Stock, which represents a majority of outstanding voting power in AIG. Nothing herein shall be construed as an acknowledgement or representation that any provision of federal securities laws or rules or forms thereunder or any other statute or regulation applies to or includes the Trust, its trustees or the U.S. Treasury, or that the Trust, its trustees or the U.S. Treasury controls VALIC or VRSCO.
0001419454-10-000003	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is one of the ultimate parent companies of Fidelity Business Services India Private Limited.
0001419454-10-000003	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially finances Fidelity Business Services India Private Limited.
0001419454-10-000002	otherControlFinance	1	FMR LLC	Directly and indirectly, through certain of its affiliated companies, FMR LLC wholly or partially finances Fidelity Business Services India Private Limited.
0001419454-10-000002	otherControlManagement	1	FMR LLC	Through certain of its direct or indirect subsidiaries, FMR LLC is one of the ultimate parent companies of Fidelity Business Services India Private Limited.
0001018490-10-000013	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital.  Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-10-000013	otherControlManagement	1	Various-see below.	DB Services Tennessee, Inc. ('STN'), formerly known as BT Services Tennessee, Inc., was incorporated in the State of Delaware on December 6, 1991 and established in Tennessee as a servicing company to provide operational and back-office services to Deutsche Bank Trust Company Americas ('DBTCA') and certain of its affiliates. DBTCA, formerly known as Bankers Trust Company, is the principal United States banking subsidiary of Deutsche Bank Aktiengesellschaft ('DBAG'). STN does not have any third party client agreements. Rather, STN, as engaged by DBTCA, provides technical and administrative support services including data processing, telecommunications, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCA's customers (or DBTCA's customers' customers, in the case of DBTCA's private label business for certain affiliates); and DBTCA has appointed STN as its agent to act on its behalf in connection with the transfer of securities and other instruments. Accounts are maintained jointly by DBTCA and STN. STN in its transfer agent function provides services to DBTCA in a manner as if STN is an independent, dedicated contractor that works solely for DBTCA and no other transfer agent. There is a shared system of database for DBTCA and STN. An example is escheatment - the details of escheatment are maintained by STN while the remission to the states is done in the name of and on behalf of DBTCA. STN management is responsible to the business line management of DBAG and DBAG affiliates/subsidiaries including DBTCA. The business line unit head in Tennessee reports to business line unit management of DBAG. Audits are performed by DBAG's Audit Department. Examinations of DBAG NY branch and subsidiary bank, DBTCA, are performed by the Federal Reserve Bank of New York and the New York Department of Banking. DBAG provides for STN the infrastructure necessary to insure safety and soundness measures including accounting systems, the Legal Department, the Internal Audit Department, Compliance, Human Resources and technology functions.
0001018490-10-000010	otherControlManagement	1	Various-see below.	DB Services Tennessee, Inc. ('STN'), formerly known as BT Services Tennessee, Inc., was incorporated in the State of Delaware on December 6, 1991 and established in Tennessee as a servicing company to provide operational and back-office services to Deutsche Bank Trust Company Americas ('DBTCA') and certain of its affiliates. DBTCA, formerly known as Bankers Trust Company, is the principal United States banking subsidiary of Deutsche Bank Aktiengesellschaft ('DBAG'). STN does not have any third party client agreements. Rather, STN, as engaged by DBTCA, provides technical and administrative support services including data processing, telecommunications, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCA's customers (or DBTCA's customers' customers, in the case of DBTCA's private label business for certain affiliates); and DBTCA has appointed STN as its agent to act on its behalf in connection with the transfer of securities and other instruments. Accounts are maintained jointly by DBTCA and STN. STN in its transfer agent function provides services to DBTCA in a manner as if STN is an independent, dedicated contractor that works solely for DBTCA and no other transfer agent. There is a shared system of database for DBTCA and STN. An example is escheatment - the details of escheatment are maintained by STN while the remission to the states is done in the name of and on behalf of DBTCA. STN management is responsible to the business line management of DBAG and DBAG affiliates/subsidiaries including DBTCA. The business line unit head in Tennessee reports to business line unit management of DBAG. Audits are performed by DBAG's Audit Department. Examinations of DBAG NY branch and subsidiary bank, DBTCA, are performed by the Federal Reserve Bank of New York and the New York Department of Banking. DBAG provides for STN the infrastructure necessary to insure safety and soundness measures including accounting systems, the Legal Department, the Internal Audit Department, Compliance, Human Resources and technology functions.
0001018490-10-000010	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital.  Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001347211-10-000003	otherControlManagement	1	Amersey Investment/Nitin Amersey	Father of the Owner
0001347211-10-000003	otherControlFinance	1	Amersey Investment/Nitin Amersey	Father of the Owner
0000898432-10-000428	otherControlManagement	1	Richard Carl Riess	While Mr. Riess does not hold any officer or director title with the applicant, he supervises certain of the applicant's officers and directors.
0001144204-10-012472	otherControlManagement	2	Thao N. Dodson	Majority Owner
0001144204-10-012472	otherControlManagement	1	Jerome L. Dodson	Majority Owner
0001018490-10-000005	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital.  Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-10-000005	otherControlManagement	1	Various-see below.	DB Services Tennessee, Inc. ('STN'), formerly known as BT Services Tennessee, Inc., was incorporated in the State of Delaware on December 6, 1991 and established in Tennessee as a servicing company to provide operational and back-office services to Deutsche Bank Trust Company Americas ('DBTCA') and certain of its affiliates. DBTCA, formerly known as Bankers Trust Company, is the principal United States banking subsidiary of Deutsche Bank Aktiengesellschaft ('DBAG'). STN does not have any third party client agreements. Rather, STN, as engaged by DBTCA, provides technical and administrative support services including data processing, telecommunications, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCA's customers (or DBTCA's customers' customers, in the case of DBTCA's private label business for certain affiliates); and DBTCA has appointed STN as its agent to act on its behalf in connection with the transfer of securities and other instruments. Accounts are maintained jointly by DBTCA and STN. STN in its transfer agent function provides services to DBTCA in a manner as if STN is an independent, dedicated contractor that works solely for DBTCA and no other transfer agent. There is a shared system of database for DBTCA and STN. An example is escheatment - the details of escheatment are maintained by STN while the remission to the states is done in the name of and on behalf of DBTCA. STN management is responsible to the business line management of DBAG and DBAG affiliates/subsidiaries including DBTCA. The business line unit head in Tennessee reports to business line unit management of DBAG. Audits are performed by DBAG's Audit Department. Examinations of DBAG NY branch and subsidiary bank, DBTCA, are performed by the Federal Reserve Bank of New York and the New York Department of Banking. DBAG provides for STN the infrastructure necessary to insure safety and soundness measures including accounting systems, the Legal Department, the Internal Audit Department, Compliance, Human Resources and technology functions.
0000883757-10-000003	otherControlFinance	1	Grey Horse Corporation	Equity Transfer & Trust Company is a wholly owned subsidiary of Grey Horse Corporation (formerly known as Grey Horse Capital Corporation).
0000883757-10-000003	otherControlManagement	1	Grey Horse Corporation	Equity Transfer & Trust Company is a wholly owned subsidiary  of Grey Horse Corporation (formerly known as Grey Horse Capital Corporation).
0001146060-10-000003	otherControlManagement	4	BANK OF AMERICA CORPORATION	OWNS 100% OF MERRILL LYNCH & CO., INC.
0001146060-10-000003	otherControlManagement	3	MERRILL LYNCH & CO., INC.	LIMITED PARTNER OF MLIM, OWNS 99% OF MLIM AND OWNS 100% OF MERRILL LYNCH GROUP, INC.
0001146060-10-000003	otherControlManagement	2	MERRILL LYNCH GROUP, INC.	OWNS 100% OF PRINCETON SERVICES, INC.
0001146060-10-000003	otherControlManagement	1	PRINCETON SERVICES, INC.	GENERAL PARTNER OF MERRILL LYNCH INVESTMENT MANAGERS, LP (MLIM); OWNS 1% OF MLIM
0001018490-10-000003	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital.  Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-10-000003	otherControlManagement	1	Various-see below.	DB Services Tennessee, Inc. ('STN'), formerly known as BT Services Tennessee, Inc., was incorporated in the State of Delaware on December 6, 1991 and established in Tennessee as a servicing company to provide operational and back-office services to Deutsche Bank Trust Company Americas ('DBTCA') and certain of its affiliates. DBTCA, formerly known as Bankers Trust Company, is the principal United States banking subsidiary of Deutsche Bank Aktiengesellschaft ('DBAG'). STN does not have any third party client agreements. Rather, STN, as engaged by DBTCA, provides technical and administrative support services including data processing, telecommunications, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCA's customers (or DBTCA's customers' customers, in the case of DBTCA's private label business for certain affiliates); and DBTCA has appointed STN as its agent to act on its behalf in connection with the transfer of securities and other instruments. Accounts are maintained jointly by DBTCA and STN. STN in its transfer agent function provides services to DBTCA in a manner as if STN is an independent, dedicated contractor that works solely for DBTCA and no other transfer agent. There is a shared system of database for DBTCA and STN. An example is escheatment - the details of escheatment are maintained by STN while the remission to the states is done in the name of and on behalf of DBTCA. STN management is responsible to the business line management of DBAG and DBAG affiliates/subsidiaries including DBTCA. The business line unit head in Tennessee reports to business line unit management of DBAG. Audits are performed by DBAG's Audit Department. Examinations of DBAG NY branch and subsidiary bank, DBTCA, are performed by the Federal Reserve Bank of New York and the New York Department of Banking. DBAG provides for STN the infrastructure necessary to insure safety and soundness measures including accounting systems, the Legal Department, the Internal Audit Department, Compliance, Human Resources and technology functions.
0000898432-10-000057	otherControlManagement	1	Richard Carl Riess	While Mr. Riess does not hold any officer or director title with the applicant, he supervises certain of the applicant's officers and directors.
