ACCESSION_NUMBER	ACTION_TYPE	ACTION_ID	ENTITYNAME	ACTIONTITLE	ACTIONDATE	COURTORBODYNAMEANDLOCATION	ACTIONDESCRIPTION	DISPOSITIONOFPROCEEDING
0000817712-11-000016	fsrViolationOfInvestmentRelatedRegulation	1	Thrivent Financial for Lutherans	In the Matter of the Market Conduct Examination of Thrivent Financial	10-MAR-2006	Colorado Division of Insurance	Routine market conduct examination resulted in finding that Thrivent Financial for Lutherans failed, in some cases, to comply with Colorado insurance regulations pertaining to recordkeeping and notification requirements.	Matter closed.  Fine of $1,000 paid.
0000817712-11-000016	fsrViolationOfInvestmentRelatedRegulation	2	Thrivent Financial for Lutherans	Consent Order Imposing a Fine	28-DEC-2006	Office of Insurance Comissioner of State of Washington	Alleged failure to file in a timely manner certain annual statements.	Matter closed.  Fine of $13,400 paid.
0000817712-11-000016	fsrViolationOfInvestmentRelatedRegulation	3	Thrivent Life Insurance Company	Consent Order Imposing a Fine	28-DEC-2006	Office of Insurance Commissioner of State of Washington	Alleged failure to file in a timely manner certain annual statements.	Matter closed.  Fine of $1,750 paid.
0000817712-11-000016	fsrViolationOfInvestmentRelatedRegulation	4	Thrivent Financial for Lutherans	Stipulation and Settlement Agreement	21-DEC-2009	Commissioner of the Ofc. of Financial and Insurance Reg. of the State of MI	Failure to report the completion of continuing education courses in a timely manner.	Matter closed.  Market conduct fee of $1,500 paid.
0000817712-11-000016	sraViolationOfRules	1	Lutheran Brotherhood Securities Corp.	NASD v. LBSC	18-JAN-2001	NASDR	Alleged: Between 4/97 and 3/98, Lutheran Brotherhood Securities Corp. had not collected investment objective info on 12 of 99 annuity transactions reviewed. Written supervisory procedures were deficient.	On January 18, 2001, Lutheran Brotherhood Securities Corp. executed a letter of acceptance, waiver and consent from NASDR, which constituted LBSC's consent to the findings.
0000817712-11-000016	sraViolationOfRules	2	AAL Capital Management Corporation	NASD v. AAL Capital Management Corporation	25-JUL-2002	NASD	AAL Capital Management Corporation allegedly failed to establish, maintain and enforce written supervisory procedures designed to prevent or detect private securities transactions by registered representatives.	On or about August 20, 2002, AAL Capital Management Corporation executed a letter of acceptance, waiver and consent from the NASD, which constituted AAL Capital Management's consent to the findings.
0000769188-11-000006	fsrFalseStatementOrOmission	1	Massachusetts Financial Services Company	N/A	05-FEB-2004	Attorney General of the State of New York	Alleged false and misleading information regarding market timing in certain mutual fund prospectuses for which Massachusetts Financial Services Company ('MFS') serves as investment adviser. MFS reached agreement with the Securities and Exchange Commission ('SEC'), the New York Attorney General ('NYAG') and the New Hampshire Bureau of Securities Regulation ('NH') on February 5, 2004 to settle the allegations. MFS' former Chief Executive Officer, John W. Ballen, and former President, Kevin Parke, also reached agreement with the SEC. (Messrs. Ballen and Parke resigned their director and officer positions with MFS on February 13, 2004.) Under the terms of the settlements, MFS and Messrs. Ballen and Parke neither admitted nor denied wrongdoing. Pursuant to the terms of the settlements, MFS agreed to comply with certain undertakings, including the formation of a code of ethics oversight committee; establishment of an internal compliance controls committee; establishment of a company ombudsman to whom MFS employees may convey concerns about MFS' business that they believe involve matters of ethics or questionable practices; establishment of a senior-level position reporting to MFS' Chief Compliance Officer whose responsibilities include compliance matters related to conflicts of interest; engagement of an independent compliance consultant; submission of certain reports to NH; implementation of certain changes with respect to corporate governance of the funds; and the provision of certain disclosures to investors. MFS further agreed with the NYAG to cease and desist from violations of the Martin Act, reduce its management fees in the aggregate amount of approximately $25 million annually over the next five years, and not to increase certain management fees during this period.	Settled.
0000769188-11-000006	fsrViolationOfInvestmentRelatedRegulation	1	Massachusetts Financial Services Company	N/A	05-FEB-2004	Attorney General of the State of New York	Alleged false and misleading information regarding market timing in certain mutual fund prospectuses for which Massachusetts Financial Services Company ('MFS') serves as investment adviser. MFS reached agreement with the Securities and Exchange Commission ('SEC'), the New York Attorney General ('NYAG') and the New Hampshire Bureau of Securities Regulation ('NH') on February 5, 2004 to settle the allegations. MFS' former Chief Executive Officer, John W. Ballen, and former President, Kevin Parke, also reached agreement with the SEC. (Messrs. Ballen and Parke resigned their director and officer positions with MFS on February 13, 2004.) Under the terms of the settlements, MFS and Messrs. Ballen and Parke neither admitted nor denied wrongdoing. Pursuant to the terms of the settlements, MFS agreed to comply with certain undertakings, including the formation of a code of ethics oversight committee; establishment of an internal compliance controls committee; establishment of a company ombudsman to whom MFS employees may convey concerns about MFS' business that they believe involve matters of ethics or questionable practices; establishment of a senior-level position reporting to MFS' Chief Compliance Officer whose responsibilities include compliance matters related to conflicts of interest; engagement of an independent compliance consultant; submission of certain reports to NH; implementation of certain changes with respect to corporate governance of the funds; and the provision of certain disclosures to investors. MFS further agreed with the NYAG to cease and desist from violations of the Martin Act, reduce its management fees in the aggregate amount of approximately $25 million annually over the next five years, and not to increase certain management fees during this period.	Settled.
0000769188-11-000006	falseStatementOrOmission	1	Massachusetts Financial Services Company	Docket No. 3-11393	05-FEB-2004	Securities and Exchange Commission	Alleged false and misleading information regarding market timing in certain mutual fund prospectuses for which Massachusetts Financial Services Company ('MFS') serves as investment adviser. MFS reached agreement with the Securities and Exchange Commission ('SEC'), the New York Attorney General ('NYAG') and the New Hampshire Bureau of Securities Regulation ('NH') on February 5, 2004 to settle the allegations. MFS' former Chief Executive Officer, John W. Ballen, and former President, Kevin Parke, also reached agreement with the SEC. (Messrs. Ballen and Parke resigned their director and officer positions with MFS on February 13, 2004.) Under the terms of the settlements, MFS and Messrs. Ballen and Parke neither admitted nor denied wrongdoing. Pursuant to the terms of the settlements, MFS agreed to comply with certain undertakings, including the formation of a code of ethics oversight committee; establishment of an internal compliance controls committee; establishment of a company ombudsman to whom MFS employees may convey concerns about MFS' business that they believe involve matters of ethics or questionable practices; establishment of a senior-level position reporting to MFS' Chief Compliance Officer whose responsibilities include compliance matters related to conflicts of interest; engagement of an independent compliance consultant; submission of certain reports to NH; implementation of certain changes with respect to corporate governance of the funds; and the provision of certain disclosures to investors.	Settled.
0000769188-11-000006	falseStatementOrOmission	2	Massachusetts Financial Services Company	Docket No. 3-11449	31-MAR-2004	Securities and Exchange Commission	Failure to disclose adequately certain promotional arrangements with various broker-dealers and the potential conflict of interest created by such promotional arrangements. Massachusetts Financial Services Company ('MFS') settled an administrative proceeding regarding disclosure of brokerage allocation practices in connection with sales of shares of registered investment companies for which MFS acts as investment adviser (the 'MFS Funds'). Under the terms of the settlement, in which MFS neither admitted nor denied any wrongdoing, MFS agreed to pay $1.00 in disgorgement and $50 million in a penalty to certain MFS Funds, pursuant to a plan to be approved by an independent distribution consultant. The agreement with the SEC is reflected in an order of the SEC, which stated that MFS failed to disclose adequately to the Boards of Trustees and to shareholders of the MFS Funds the specifics of its preferred arrangements with certain brokerage firms selling shares of the MFS Funds. The settlement order also stated that MFS had in place policies designed to obtain best execution of all fund trades. As part of the settlement, MFS agreed to retain an independent compliance consultant to review the completeness of its disclosure to trustees and shareholders of the MFS Funds of strategic alliances between MFS or its affiliates and broker-dealers and other financial advisers who support the sale of MFS Fund shares. The brokerage allocation practices that were the subject of this proceeding were discontinued by MFS in November of 2003.	Settled.
0000769188-11-000006	violationOfRegulations	3	Massachusetts Financial Services Company	Docket No. 3-11241	04-SEP-2003	Securities and Exchange Commission	Violation of Section 204A of the Investment Advisers Act of 1940 by failing to provide adequate internal policies relating to the prevention of misuse of non-public information relative to information from paid consultants and relating to debt securities.	Settled.
0000769188-11-000006	fsrFalseStatementOrOmission	2	Massachusetts Financial Services Company	05-1314	01-SEP-2005	West Virginia Commissioner of Securities	On September 9, 2005, Massachusetts Financial Services Company ('MFS') received an Ex Parte 'summary Order to Cease and Desist and Notice of Right to Hearing' dated September 1, 2005 from the West Virginia State Auditor/Securities Commissioner alleging violations of the West Virginia Uniform Securities Act in connection with alleged market timing activities. Other firms unaffiliated with MFS received similar orders around the same time. The allegations in the Ex Parte Order issued to MFS appear to have been drawn from the February 5, 2004 settlement order of the Securities and Exchange Commission. The Ex Parte Order sought to direct MFS to cease and desist from violations of West Virginia Securities Law and sought to impose disgorgement and other monetary remedies.  In July 2007, MFS reached an agreement with the West Virginia State Auditor/Securities Commissioner to resolve this matter.	On September 7, 2007, the September 2005 Ex Parte Order directing MFS, among other things, to cease and desist from violating West Virginia Securities Law was vacated.
0000769188-11-000006	fsrFalseStatementOrOmission	3	Masachusetts Financial Services Company	INV 03-037	05-FEB-2004	State of New Hampshire Bureau of Securities Regulation	Alleged false and misleading information regarding market timing in certain mutual fund prospectuses for which Massachusetts Financial Services Company ('MFS') serves as investment adviser. MFS paid an administrative fine to the State of New Hampshire in the amount of $1 million, which was to be used for investor education purposes (NH retaining $250,000 and $750,000 being contributed to the North American Securities Administrators Association's investor protection trust). In addition, MFS paid $50,000 to the Massachusetts Bureau of Securities Regulation to defray the cost of the NH investigation.	Settled.
0000769188-11-000006	fsrFoundOrderAgainstApplicant	1	Massachusetts Financial Services Company	05-1314	01-SEP-2005	West Virginia Commissioner of Securities	On September 9, 2005, Massachusetts Financial Services Company ('MFS') received an Ex Parte 'summary Order to Cease and Desist and Notice of Right to Hearing' dated September 1, 2005 from the West Virginia State Auditor/Securities Commissioner alleging violations of the West Virginia Uniform Securities Act in connection with alleged market timing activities. Other firms unaffiliated with MFS received similar orders around the same time. The allegations in the Ex Parte Order issued to MFS appear to have been drawn from the February 5, 2004 settlement order of the Securities and Exchange Commission. The Ex Parte Order sought to direct MFS to cease and desist from violations of West Virginia Securities Law and sought to impose disgorgement and other monetary remedies. In July 2007, MFS reached an agreement with the West Virginia State Auditor/Securities Commissioner to resolve this matter.	On September 7, 2007, the September 2005 Ex Parte Order directing MFS, among other things, to cease and desist from violating West Virginia Securities Law was vacated.
0000769188-11-000006	fsrRegistrationDeniedOrSuspended	1	Massachusetts Financial Services Company	N/A	05-FEB-2004	Attorney General of the State of New York	Alleged false and misleading information regarding market timing in certain mutual fund prospectuses for which Massachusetts Financial Services Company ('MFS') serves as investment adviser. MFS reached agreement with the Securities and Exchange Commission ('SEC'), the New York Attorney General ('NYAG') and the New Hampshire Bureau of Securities Regulation ('NH') on February 5, 2004 to settle the allegations. MFS' former Chief Executive Officer, John W. Ballen, and former President, Kevin Parke, also reached agreement with the SEC. (Messrs. Ballen and Parke resigned their director and officer positions with MFS on February 13, 2004.) Under the terms of the settlements, MFS and Messrs. Ballen and Parke neither admitted nor denied wrongdoing. Pursuant to the terms of the settlements, MFS agreed to comply with certain undertakings, including the formation of a code of ethics oversight committee; establishment of an internal compliance controls committee; establishment of a company ombudsman to whom MFS employees may convey concerns about MFS' business that they believe involve matters of ethics or questionable practices; establishment of a senior-level position reporting to MFS' Chief Compliance Officer whose responsibilities include compliance matters related to conflicts of interest; engagement of an independent compliance consultant; submission of certain reports to NH; implementation of certain changes with respect to corporate governance of the funds; and the provision of certain disclosures to investors. MFS further agreed with the NYAG to cease and desist from violations of the Martin Act, reduce its management fees in the aggregate amount of approximately $25 million annually over the next five years, and not to increase certain management fees during this period.	Settled.
0000769188-11-000006	fsrRegistrationDeniedOrSuspended	2	Massachusetts Financial Services Company	INV-03-037	05-FEB-2004	State of New Hampshire Bureau of Securities Regulation	Alleged false and misleading information regarding market timing in certain mutual fund prospectuses for which Massachusetts Financial Services Company ('MFS') serves as investment adviser. MFS paid an administrative fine to the State of New Hampshire in the amount of $1 million, which was to be used for investor education purposes (NH retaining $250,000 and $750,000 being contributed to the North American Securities Administrators Association's investor protection trust). In addition, MFS paid $50,000 to the Massachusetts Bureau of Securities Regulation to defray the cost of the NH investigation.	Settled.
0000769188-11-000006	fsrViolationOfInvestmentRelatedRegulation	2	Massachusetts Financial Services Company	INV-03-037	05-FEB-2004	State of New Hampshire Bureau of Securities Regulation	Alleged false and misleading information regarding market timing in certain mutual fund prospectuses for which Massachusetts Financial Services Company ('MFS') serves as investment adviser. MFS paid an administrative fine to the State of New Hampshire in the amount of $1 million, which was to be used for investor education purposes (NH retaining $250,000 and $750,000 being contributed to the North American Securities Administrators Association's investor protection trust). In addition, MFS paid $50,000 to the Massachusetts Bureau of Securities Regulation to defray the cost of the NH investigation.	Settled.
0000769188-11-000006	fsrViolationOfInvestmentRelatedRegulation	3	Massachusetts Financial Services Company	05-1314	01-SEP-2005	West Virginia Commissioner of Securities	On September 9, 2005, Massachusetts Financial Services Company ('MFS') received an Ex Parte 'summary Order to Cease and Desist and Notice of Right to Hearing' dated September 1, 2005 from the West Virginia State Auditor/Securities Commissioner alleging violations of the West Virginia Uniform Securities Act in connection with alleged market timing activities. Other firms unaffiliated with MFS received similar orders around the same time. The allegations in the Ex Parte Order issued to MFS appear to have been drawn from the February 5, 2004 settlement order of the Securities and Exchange Commission. The Ex Parte Order sought to direct MFS to cease and desist from violations of West Virginia Securities Law and sought to impose disgorgement and other monetary remedies. In July 2007, MFS reached an agreement with the West Virginia State Auditor/Securities Commissioner to resolve this matter.	On September 7, 2007, the September 2005 Ex Parte Order directing MFS, among other things, to cease and desist from violating West Virginia Securities Law was vacated.
0000769188-11-000006	violationOfRegulations	1	Massachusetts Financial Services Company	Docket No. 3-11393	05-FEB-2004	Securities and Exchange Commission	Alleged false and misleading information regarding market timing in certain mutual fund prospectuses for which Massachusetts Financial Services Company ('MFS') serves as investment adviser. MFS reached agreement with the Securities and Exchange Commission ('SEC'), the New York Attorney General ('NYAG') and the New Hampshire Bureau of Securities Regulation ('NH') on February 5, 2004 to settle the allegations. MFS' former Chief Executive Officer, John W. Ballen, and former President, Kevin Parke, also reached agreement with the SEC. (Messrs. Ballen and Parke resigned their director and officer positions with MFS on February 13, 2004.) Under the terms of the settlements, MFS and Messrs. Ballen and Parke neither admitted nor denied wrongdoing. Pursuant to the terms of the settlements, MFS agreed to comply with certain undertakings, including the formation of a code of ethics oversight committee; establishment of an internal compliance controls committee; establishment of a company ombudsman to whom MFS employees may convey concerns about MFS' business that they believe involve matters of ethics or questionable practices; establishment of a senior-level position reporting to MFS' Chief Compliance Officer whose responsibilities include compliance matters related to conflicts of interest; engagement of an independent compliance consultant; submission of certain reports to NH; implementation of certain changes with respect to corporate governance of the funds; and the provision of certain disclosures to investors.	Settled.
0000769188-11-000006	violationOfRegulations	2	Massachusetts Financial Services Company	Docket No. 3-11449	31-MAR-2004	Securities and Exchange Commission	Failure to disclose adequately certain promotional arrangements with various broker-dealers and the potential conflict of interest created by such promotional arrangements. Massachusetts Financial Services Company ('MFS') settled an administrative proceeding regarding disclosure of brokerage allocation practices in connection with sales of shares of registered investment companies for which MFS acts as investment adviser (the 'MFS Funds'). Under the terms of the settlement, in which MFS neither admitted nor denied any wrongdoing, MFS agreed to pay $1.00 in disgorgement and $50 million in a penalty to certain MFS Funds, pursuant to a plan to be approved by an independent distribution consultant. The agreement with the SEC is reflected in an order of the SEC, which stated that MFS failed to disclose adequately to the Boards of Trustees and to shareholders of the MFS Funds the specifics of its preferred arrangements with certain brokerage firms selling shares of the MFS Funds. The settlement order also stated that MFS had in place policies designed to obtain best execution of all fund trades. As part of the settlement, MFS agreed to retain an independent compliance consultant to review the completeness of its disclosure to trustees and shareholders of the MFS Funds of strategic alliances between MFS or its affiliates and broker-dealers and other financial advisers who support the sale of MFS Fund shares. The brokerage allocation practices that were the subject of this proceeding were discontinued by MFS in November of 2003.	Settled.
0001466955-11-000012	foreignAgency	1	Barry Schneider	No. 1-3, Raberem Pty Ltd vs. Monroe Schneider Assoc & Barry Schneider	08-FEB-1991	Fed. Ct. of Australia (S. Aust. Dist., Gen Div); appealed & affirmed by same	Finding by court of fraudulent misrepresentation in a commercial dispute relating to the supply of carpet under the Australian Trade Practices Act of 1974.	Affirmed on appeal. Subsequently, the parties signed an agreement that new evidence came to light relating directly to the findings. Then per settlement, plaintiff agreed to a letter requesting recipients to treat the judgment as if it never existed.
0001018490-11-000015	sraViolationOfRules	60	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	09-ARCA-8	04-SEP-2009	NYSE ARCA, Inc.	The Registrant has not been the subject of this matter:  Initiation date 9/4/2009.  Without admitting or denying the allegations, Deutsche Bank Securities Inc. ('DBSI') settled the alleged violations of NYSE ARCA Equities Rules 6.18(B) and (C), which were the result of a programming glitch in DBSI's NTRADE algorithmic order routing and trading platform and an inadvertent filtering mistake (a programming mistake) in connection with an exception report relating to its Arina trading platform.  DBSI promptly corrected these issues when it became aware of them.  Censure and fine of $50,000 against DBSI was paid on September 29, 2009.	Without admitting or denying the allegations, DBSI settled the alleged violations and paid a fine of $50,000 on September 29, 2009.
0001018490-11-000015	sraViolationOfRules	55	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	Docket/Case Number: FINRA 20050018280-01	26-JUN-2008	Financial Industry Regulatory Authority ('FINRA')	The Registrant has not been the subject of this matter:   Initiation date 6/26/2008.  It was alleged that: DBSI, in May 2006, had a fail to deliver position in a threshold security for thirteen consecutive settlement days and failed to immediately thereafter close it out, thereby allegedly violating Rule 203(B)(3).  During the periods July 1, 2005 through December 31, 2005, DBSI reported to OATS route or combined order/route reports that the OATS system was unable to link to the related orders routed to OATS allegedly due to inaccurate, incomplete or improperly formatted data.  The conduct allegedly violated NASD Marketplace Rule 6955(A).  DBSI failed, within 90 seconds after execution, to transmit to the Trade Reporting Facility ('TRF'), formerly the NASDAQ Market Center ('NMC'), last sale reports of transactions during the period December 1, 2005 through April 30, 2006.  The conduct allegedly violated NASD Marketplace 4632(A).  DBSI transmitted to the TRF ten last sale reports of transactions and failed to append as required the '.W' modifier. The conduct allegedly violated NASD Marketplace Rule 4632(A)(6). DBSI, during the period May 1, 2006 through August 31, 2006, failed to accept or decline as required in the TRF transactions within twenty minutes after execution. The conduct allegedly violated NASD Marketplace Rule 6130(B) and NASD Conduct Rule 2110. DBSI failed, within 90 seconds after execution, to transmit to the TRF last sale reports of transactions and failed to designate to the TRF certain of those reports as late. The conduct allegedly violated of NASD Conduct Rule 2110 and NASD Marketplace Rule 6420(A). DBSI, without admitting or denying the allegations consented to the imposition of a censure and a fine of $37,500 (comprised of a $7,500 fine for the Reg. SHO violations; a $15,000 fine for the OATS violations; and a $15,000 fine for the trade reporting violations). DBSI consented to a censure and a fine of $37,500.00. The fine was paid on July 22, 2008.	DBSI consented to a censure and a fine of $37,500.00.  The fine was paid on July 22, 2008.
0001018490-11-000015	sraViolationOfRules	56	Deutsche Bank Securities Inc. ('DBSI'), a Control Affiliate of the Registrant	Enforcement Decision No.  08-AE-02	28-AUG-2008	NYSE Arca Equities, Inc.	The Registrant has not been the subject of this matter:  Initiation date 8/28/2008.  NYSE Arca Equities, Inc. alleged that between January 2005 through approximately October 2006 (the 'relevant period'), Deutsche Bank Securities Inc. ('DBSI'), with respect to at least five of its 19 proprietary trading desks (the 'five desks'), failed to comply with certain NYSE Arca Equities rules and regulation SHO ('Reg SHO') requirements with respect to its execution and supervision of the short sale orders described below.  Specifically, NYSE Arca Equities, Inc. alleged the firm effected an unquantified but significant number of short sales on at least the five desks in securities that were not on the firm easy-to-borrow list without having borrowed the securities or entered into bona-fide arrangements to borrow the securities, or having reasonable grounds to believe that the securities could be borrowed for delivery when due, and without the proper documentation of such. Further, NYSE Arca Equities, Inc. alleged at least two of such desks did not properly adhere to the independent trading unit aggregation requirements and one trader on each of the two desks did not correctly mark an unquantified but significant number of proprietary sell orders. As a result, certain short sales allegedly were incorrectly marked long, and some of those orders allegedly were improperly executed. NYSE Arca Equities, Inc. also alleged the firm failed to adequately supervise certain traders on at least the five desks and failed to maintain and enforce written supervisory procedures concerning proprietary short sales in a manner reasonably designed to achieve compliance with the relevant provisions of Reg SHO and NYSE Arca Equities rules. Without admitting or denying the allegations, DBSI consented to a decision and order of offer of settlement, a censure and a fine of $575,000.00. (The fine was paid on 9/12/08).	Without admitting or denying the allegations, DBSI consented to a decision and order of offer of settlement, a censure and a fine of $575,000.00.  (The fine was paid on 9/12/08).
