ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001096955-08-000005	31-DEC-2007	Marshall & Ilsley Trust Company National Association	NONE	Y	OCC	Not applicable		1257	0	3	2	0	0			Not Applicable			307109	0	0
0001202046-08-000011	31-DEC-2007	Travelers Rest Resort, Inc.	NONE	N	SEC	Not applicable		79	0	0	0	0									4
0001169743-08-000009	31-DEC-2007	J.D. Clark & Co.	NONE	N	SEC	Not applicable		17713	0	10690	0	0	0			Yes			0	0	0
0001327398-08-000003	31-DEC-2007	Citigroup Fund Services, LLC, dba Forum Shareholder Services	SOME	Y	OCC	Yes, filed amendment(s)		34515	9452	9891	7248	9891	0			Yes			510284	10112	43
0000710386-08-000011	31-DEC-2007	Western States Transfer & Registrar, Inc	NONE	N	SEC	Not applicable		471	14571	0	0	0	0			Yes			0	0	0
0000922838-08-000002	31-DEC-2007	web401k.com, Inc.	NONE	N	SEC	Not applicable		0	0	11379	0	0									0
0000890480-08-000003	31-DEC-2007	Croghan Bancshares, Inc	NONE	N	BGFRS	Not applicable		115	737	0	0	0									0
0000940394-08-000774	31-DEC-2007	Eaton Vance Management	NONE	Y	SEC	Not applicable		0	0	1138039	1138039	0									0
0001323210-08-000010	31-DEC-2006	Tannya Lynn Irizarry	NONE	N	SEC	No, failed to file amendment(s)	dismissed transfer agent failed to file amendments	109	2	0	0	2									0
0001054377-08-000004	31-DEC-2007	Sansima Consulting Group, Inc.	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0001041134-08-000010	31-DEC-2007	EPIC Advisors Inc	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000049824-08-000001	31-DEC-2007	Illinois Stock Transfer Company	NONE	N	SEC	Not applicable		12901	79462	79462	29208	11	0			Not Applicable			0	0	869
0001397852-08-000004	31-DEC-2007	Wall Street Stock Transfer Corporation	NONE	N	SEC	Not applicable		0	0	0	0	0									0
0000839287-08-000003	31-DEC-2006	State Street Bank and Trust Company	SOME	Y	BGFRS	Yes, filed amendment(s)		0	9166	9166	0	0	0			Yes			1211850	1388	0
0000839287-08-000002	31-DEC-2005	State Street Bank and Trust Company	SOME	Y	BGFRS	Yes, filed amendment(s)		0	8138	8138	0	0	0			Yes			1264769	1968	0
0000216108-08-000002	31-DEC-2007	Nationwide Fund Management LLC	ALL	N	SEC	Yes, filed amendment(s)															
0000943440-08-000140	31-DEC-2007	Holladay Stock Transfer, Inc.	NONE	N	SEC	Not applicable		8861	0	0	0	0	0			Yes			0	0	0
0001170078-08-000010	31-DEC-2007	Janus Services LLC	SOME	N	SEC	Yes, filed amendment(s)		76018	3176266	3176266	3136767	0	0			Yes			5898096	9028	472
0000027048-08-000010	31-DEC-2007	DST Systems, Inc.	SOME	Y	SEC	Yes, filed amendment(s)		254463	7766972	7766972	7291248	66	0			Yes			34266546	253779	1423
0000950152-08-002779	31-DEC-2007	STAAR Financial Advisors, Inc.	NONE	N	SEC	Not applicable		5066	0	0	0	0	0			Yes			5710	0	0
0000950152-08-002777	31-DEC-2006	STAAR Financial Advisors, Inc.	NONE	N	SEC	Not applicable		5710	0	0	0	0	0			Yes			5710	0	0
0001079974-08-000399	31-DEC-2007	X-Pedited Transfer Corporation	NONE	N	SEC	Yes, filed amendment(s)		6	185	0	0	0									0
0001145893-08-000005	31-DEC-2007	U.S. Bank National Association	SOME	Y	OCC	Yes, filed amendment(s)		13949	396354	396354	0	0	0			Yes			0	0	443
0001362479-08-000004	31-DEC-2007	Guardian Registrar & Transfer, Inc.	NONE	N	SEC	Yes, filed amendment(s)		417	24721	24721	0	0	0			Yes			0	0	0
0000950137-08-005250	31-DEC-2007	The National Bank of Indianapolis	NONE	N	OCC	Not applicable		43	676	676	0	0									0
0000230234-08-000002	31-DEC-2007	First Tennessee Bank National Association	ALL	N	OCC	Yes, filed amendment(s)															
0000838849-08-000003	31-DEC-2007	American National Bankshares Inc.	NONE	N	BGFRS	Not applicable		264	1698	1698	948	0	0			Yes			0	0	0
0000838849-08-000002	31-DEC-2006	American National Bankshares Inc.	NONE	N	BGFRS	Not applicable		326	1749	1749	954	0	0			Yes			0	0	0
0001128355-08-000003	31-DEC-2007	CH2M HILL Companies, Ltd.	NONE	N	SEC	Not applicable		35817	10233	10233	3614	0	0			Yes			0	0	0
0000774710-08-000004	31-DEC-2007	The Reserve Petroleum Company	NONE	N	SEC	Not applicable		58	1438	1438	0	0	0			Yes			0	0	2
0000838462-08-000006	31-DEC-2006	Penn Security Bank & Trust Company	NONE	N	FDIC	Not applicable		104	1027	242	1	0	0			Yes			0	0	0
0000774710-08-000001	31-DEC-2007	The Reserve Petroleum Company	NONE	N	SEC	Not applicable		58	1438	1438	0	0	0			Yes			0	0	0
0000852983-08-000002	31-DEC-2007	Mellon Bank NA	ALL	Y	OCC	Not applicable															
0001169232-08-001589	31-DEC-2007	Old Stone Corporation	NONE	N	SEC	Not applicable		73	40861	40861	5464	0	0			Yes			0	0	0
0001050311-08-000002	31-DEC-2007	Old Mutual Fund Services	ALL	N	SEC	Not applicable															
0000735180-08-000004	31-DEC-2007	ALLETE, Inc.	SOME	N	SEC	Not applicable		0	29661	29661	25872	22020	0			Not Applicable			0	0	0
0001146032-08-000005	31-DEC-2007	Banco Popular de Puerto Rico	SOME	N	BGFRS	Not applicable		4593	13887	13887	9510	0	0			Yes			0	0	0
0001431480-08-000002	31-DEC-2007	Northwest Bancorporation, Inc.	NONE	N	BGFRS	Not applicable		60	423	423	0	0									0
0000771845-08-000006	31-DEC-2007	GEORGE RISK INDUSTRIES, INC.	NONE	N	SEC	Not applicable		39	1376	0	0	0	0			Yes			0	0	0
0001073944-08-000003	31-DEC-2007	UMB Fund Services, Inc.	NONE	N	SEC	Yes, filed amendment(s)		46695	280460	280460	128734	151726	0			Yes			791099	11037	144
0000899635-08-000010	31-DEC-2007	Integrity Fund Services, Inc.	NONE	N	SEC	Not applicable		5176	99978	16789	0	0	0			Yes			21380	0	0
0001146028-08-000002	31-DEC-2007	BNP PARIBAS, NEW YORK BRANCH	NONE	N	BGFRS	Not applicable		229	3	3	0	0									0
0001002105-08-000113	31-DEC-2007	Highlands Union Bank	NONE	N	BGFRS	Not applicable		150	1444	0	498	0	0			Yes			0	0	0
0000950144-08-002503	31-DEC-2007	CedarStone Bank	NONE	N	FDIC	Not applicable		54	891	891	0	0									0
0000839287-08-000001	31-DEC-2007	State Street Bank and Trust Company	SOME	Y	BGFRS	Yes, filed amendment(s)		2267	80675	80675	121	0	0			Yes			1983577	1569	12
0000854729-08-000003	31-DEC-2007	UMB Bank, National Association	NONE	Y	OCC	Yes, filed amendment(s)		57583	296317	22268	0	0	0			Yes			0	0	785
0000938152-08-000006	31-DEC-2007	INTERSTATE TRANSFER CO	NONE	N	SEC	Not applicable		1523	25172	25172	0	0	0			Yes			0	0	0
0000891010-08-000008	31-DEC-2007	OVER THE COUNTER STOCK TRANSFER INC	NONE	N	SEC	Not applicable		3607	100654	0	0	0	0			Yes			0	0	0
