ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001380486-08-000003	corporationPartnership	5	Woodward, Steven Howard	01-APR-2006	VP,SROP/CROP, Managing Director Clearing	NA	true		31-JAN-2008
0001380486-08-000003	corporationPartnership	7	TDAMERITRADE Online Holding Corp	01-APR-2006	owner	E	false		
0001380486-08-000003	corporationPartnership	1	Armstrong, Thomas Christian	01-JUN-2006	Director	NA	true		
0001380486-08-000003	corporationPartnership	2	Chochon, Michael Douglas	01-SEP-2005	Treasurer	NA	true		
0001380486-08-000003	corporationPartnership	3	Engel, Bryce Bradley	01-APR-2006	President	NA	true		
0001380486-08-000003	corporationPartnership	4	Gerber, William Joseph	01-APR-2006	Chief Financial Officer/FINOP/Director	NA	true		
0001380486-08-000003	corporationPartnership	6	Yates, William Thomas	04-APR-2006	Vp & Managing Dir, Brokerage Ops Finance	NA	true		
0001380486-08-000003	corporationPartnership	10	Davidson, Felix	02-MAR-2008	VP, CROP/SROP	NA	true		
0001380486-08-000003	corporationPartnership	9	Campanella, Janice	27-AUG-2007	Secretary	NA	true		
0001380486-08-000003	corporationPartnership	8	Langner, Caroline	30-MAY-2007	Chief Compliance Officer	NA	true		
0001302656-08-000003	corporationPartnership	1	Jason Freeman	19-AUG-2004	President	E	true		
0001144204-08-018831	corporationPartnership	1	Allied Stock Transfer, Inc.	01-NOV-2005	President	E	true		
0001094768-08-000002	corporationPartnership	3	Robert Park	25-OCT-2006	Director	NA	true		
0001094768-08-000002	corporationPartnership	4	Omar Paz	26-FEB-2008	Treasurer	NA	true		
0001094768-08-000002	corporationPartnership	2	Edward Banas	25-JUL-2006	President & Director	NA	true		
0001094768-08-000002	corporationPartnership	1	John D. Muller	01-JAN-2002	Chairman of the Board	NA	true		
0001094768-08-000002	corporationPartnership	5	Wingyee Choi	25-OCT-2006	Secretary	NA	false		
0001094768-08-000002	corporationPartnership	6	Jeff Mannie	25-OCT-2006	Controller	NA	true		
0001094768-08-000002	corporationPartnership	7	Robert Mansell	26-FEB-2008	Chief Technology Officer	NA	false		
0001094768-08-000002	corporationPartnership	9	PayPal, Inc.	01-AUG-1999	Parent Company	E	false		
0001094768-08-000002	corporationPartnership	8	Christopher I. Chen	01-MAY-2003	Chief Compliance Officer	NA	false		
0001339630-08-000002	corporationPartnership	7	U.S Bancorp	01-JUL-1958	Parent/U.S. Bank N.A.	NA	false		
0001339630-08-000002	corporationPartnership	6	U.S. Bank National Association	19-MAR-2001	Shareholder	E	true		
0001339630-08-000002	corporationPartnership	5	Mark Steven Jordahl	02-JUL-2001	Director and CIO	NA	true		31-AUG-2007
0001339630-08-000002	corporationPartnership	4	David Harrison Lui	03-MAR-2005	CCO	NA	true		
0001339630-08-000002	corporationPartnership	3	Charles R. Manzoni, Jr.	01-JUN-2004	Director, General Counsel, and Secretary	NA	true		
0001339630-08-000002	corporationPartnership	2	Joseph Madison Ulrey III	31-DEC-2004	Director and CFO	NA	true		
0001339630-08-000002	corporationPartnership	1	Thomas Stephan Schreier, Jr.	19-MAR-2001	Director, President, and CEO	NA	true		
0000889231-08-000005	corporationPartnership	7	Caisse des Depots et Consignations ('CDC')	01-JAN-2002	Shareholder of CDC Holding Finance	C	true		29-JAN-2007
0000889231-08-000005	corporationPartnership	6	Jeffrey Dunbar Plunkett	04-SEP-2004	Director	NA	true		01-MAR-2007
0000889231-08-000005	corporationPartnership	5	Richard DeSanctis	01-DEC-1997	Director, EVP & Chief Operating Officer	NA	true		
0000889231-08-000005	corporationPartnership	4	Richard I. Weiner	01-DEC-1997	Vice President	NA	true		31-DEC-2006
0000889231-08-000005	corporationPartnership	3	Steven W. Duff	01-DEC-1997	Director	NA	true		
0000889231-08-000005	corporationPartnership	2	Richard E. Smith III	01-DEC-1997	President	NA	true		31-JAN-2008
0000889231-08-000005	corporationPartnership	1	G. Neal Ryland	01-DEC-1997	Director	NA	true		05-DEC-2007
0000889231-08-000005	corporationPartnership	24	Christopher Gill	26-MAR-2008	Director & Senior Vice President	NA	true		
0000889231-08-000005	corporationPartnership	23	Christopher J. Brancazio	04-SEP-2007	VP, Chief Compliance Officer & Secretary	NA	true		
0000889231-08-000005	corporationPartnership	22	Joseph Jerkovich	26-MAR-2008	Executive Vice President & CFO	NA	false		
0000889231-08-000005	corporationPartnership	21	Michael Lydon	26-MAR-2008	President, Director & CEO	NA	true		
0000889231-08-000005	corporationPartnership	20	NXBP1	01-JUN-2007	Shareholder of Natixis Global Asset Man.	E	true		
0000889231-08-000005	corporationPartnership	19	Reich & Tang Asset Managment, LLC ('RTAM, LLC')	31-MAR-2006	Parent Company of Applicant	E	true		
0000889231-08-000005	corporationPartnership	18	NATIXIS Global Asset Managment L.P. ('NATIXIS GAM, L.P.')	01-AUG-1994	Shareholder of RTAM, LLC	E	true		
0000889231-08-000005	corporationPartnership	17	NATIXIS Global Asset Management LLC ('NATIXIS GAM, LLC')	01-OCT-2000	General Partner of NATIXIS GAM, L.P.	NA	true		
0000889231-08-000005	corporationPartnership	16	NATIXIS Global Asset Managment Corporation ('NATIXIS GAM Corp')	01-OCT-2000	Member of NATIXIS GAM, LLC	E	true		
0000889231-08-000005	corporationPartnership	15	NATIXIS Global Asset Managment Corporation ('NATIXIS GAM Corp')	01-OCT-2000	Limited Partner of NATIXIS GAM, L.P.	E	true		
