ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001202048-20-000010	otherControlManagement	1	The Variable Annuity Life Insurance Company, AGC Life Insurance Company, AIG Life Holdings, Inc., SAFG Retirement Services, and American Intl Group.	The VALIC Retirement Services Company is 100 owned by The Variable Annuity Life Insurance Company. The Variable Annuity Life Insurance Company is 100 percent owned by AGC Life Insurance Company, which is 100 percent owned by AIG Life Holdings, Inc., which is 100 percent owned by SAFG Retirement Services, Inc. (DE), which is 100 percent by owned American International Group, Inc. (AIG).
0001062993-20-001496	otherControlManagement	1	OLYMPIA FINANCIAL GROUP INC.	OLYMPIA TRUST COMPANY IS WHOLLY OWNED SUBSIDIARY OF OLYMPIA FINANCIAL GROUP INC. OLYMPIA FINANCIAL GROUP INC. IS A PUBLIC CORPORATION ON THE TSX EXCHANGE (SYMBOL: OLY)
0001493152-20-004703	otherControlFinance	1	Connect X Capital Markets LLC	Holding Company - 100% owner
0001493152-20-004703	otherControlManagement	1	Christine NMN Zitman	CFO of the holding company.
0001794142-20-000002	otherControlManagement	1	TokenSoft Inc.	Sole owner of DTAC Holdings LLC
0001794142-20-000002	otherControlFinance	1	TokenSoft Inc.	Sole Owner of DTAC Holdings LLC
0001018490-20-000001	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001018490-20-000001	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001465533-20-000002	otherControlManagement	1	Corporation Service Company	Sole Shareholder of Delaware Trust Company
0001562770-20-000003	otherControlFinance	1	Virtus Investment Partners, Inc	Virtus Investment Partners, Inc is the parent company of Virtus Partners, Inc
0001562770-20-000003	otherControlManagement	1	Virtus Investment Partners, Inc	Virtus Investment Partners, Inc is the parent company of Virtus Partners, Inc
0001049169-20-000006	otherControlManagement	3	SS&C Technologies Holdings, Inc.	ALPS Fund Services, Inc. is a wholly owned indirect subsidiary of SS&C Technologies Holdings, Inc.
0001049169-20-000006	otherControlManagement	1	ALPS Holdings Inc., a DST Systems, Inc. company	ALPS Fund Services, Inc. is a wholly owned subsidiary of ALPS Holdings, Inc., which is a subsidiary of DST Systems, Inc.
0001049169-20-000006	otherControlManagement	2	DST Systems, Inc.	ALPS Fund Services, Inc. is a wholly owned indirect subsidiary of DST Systems, Inc.
0001372934-20-000001	otherControlManagement	6	Hooman Tabesh	Executive Vice President - Exercised control over the management and operations of Kingsdale Partners LP Relationship Start Date: 02/14/2014 Relationship End Date: 12/15/2017
0001372934-20-000001	otherControlManagement	8	Michael Sabatino	Vice President and Treasurer - Exercised control over the Financial Transactions of Kingsdale Partners LP Relationship Start Date: 02/14/2014 Relationship End Date: 07/29/2015
0001372934-20-000001	otherControlManagement	7	Edward Kipperman	Vice President and Assistant Treasurer- Exercised control over the Financial Transactions of Kingsdale Partners LP Relationship Start Date: 02/14/2014 Relationship End Date: 01/11/2016
0001372934-20-000001	otherControlManagement	5	Niall Cotter	Chief Financial Officer - Exercises control over the management and operations of Kingsdale Partners LP Relationship Start Date: 06/16/2014
0001372934-20-000001	otherControlManagement	4	Grant Hughes	Chief Operating Officer - Exercises control over the management and operations of Kingsdale Partners LP Relationship Start Date: 02/14/2014
0001372934-20-000001	otherControlManagement	1	MDC Kingsdale GP Inc	General Partner of Kingsdale Partners LP
0001372934-20-000001	otherControlManagement	2	Wesley Hall	Executive Chairman and Founder of Kingsdale Partners - Exercises control over the management and operations of Kingsdale Partners LP Relationship Start Date: 02/14/2014
0001372934-20-000001	otherControlManagement	3	Amy Freedman	Chief Executive Officer - Exercises control over the management and operations of Kingsdale Partners LP Relationship Start Date: 02/14/2014
0001413398-20-000002	otherControlManagement	1	Morgan Stanley Investment Management Inc.	Morgan Stanley Services Company Inc., is a wholly owned subsidiary of Morgan Stanley Investment Management Inc.
0001413398-20-000002	otherControlManagement	2	Morgan Stanley	Morgan Stanley Investment Management Inc., the parent company of Morgan Stanley Services Company Inc., is a wholly owned subsidiary of Morgan Stanley.
0001789742-20-000005	otherControlManagement	1	James Morgan	General Counsel
0001789742-20-000005	otherControlManagement	2	Matthew Parella	Compliance Officer
0001007444-20-000002	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001451316-20-000002	otherControlManagement	2	Templeton Worldwide, Inc.	100% Ownership of Templeton International, Inc.
0001451316-20-000002	otherControlManagement	3	Franklin Resources, Inc.	100% Owner of Templeton Worldwide, Inc.
0001451316-20-000002	otherControlManagement	1	Templeton International, Inc.	100% Ownership of Franklin Templeton Luxembourg S.A.
