ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0001007444-16-000058	SEC	LPL Financial LLC	LPL Financial Corporation	008698	Y	800-877-7210	N	N	N	N	Other	LLC	Y	N	N	N	N	N	N	Y	N	Y	Y	Y	N	Y	Y	N	Y	Y	N	N	N	N	Y	N
0001451217-16-000009	SEC	SEI Institutional Transfer Agent, Inc.		339341	N	800-858-7233	N	N	Y	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N
0000896852-16-000045	SEC	Invesco Canada Ltd Invesco Canada Ltee, doing business as Invesco Enterprise Services,Services Entreprise Invesco and Invesco		331819	Y	1-800-874-6275	N	N	N	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	Y	Y	N	N	N	N	N	Y	N	N	Y	Y	N	N
0001676177-16-000001	SEC	Dynamic Stock Transfer, Inc.		352922	N	818-465-3422	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000737074-16-000010	SEC	USAA Transfer Agency Company, dba USAA Shareholder Account Services		332510	N	(210) 498-0226	N	N	Y	N	Corporation		N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000810704-16-000014	SEC	Primerica Shareholder Services, Inc.		409573	N	470-564-6845	N	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000950123-16-017873	SEC	Broadridge Corporate Issuer Solutions, Inc.		404400	N	(215) 553-5400	Y	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001288777-16-000013	SEC	Computershare Trust Company of Canada		298181	N	416-263-9659	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	Y	N	Y	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N
0000740583-16-000456	SEC	se2, LLC		336479	N	785-438-3000	N	N	N	Y	Other	Limited Liability Company	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N
0001077223-16-000026	SEC	Vantagepoint Transfer Agents, LLC		380410	N	202-962-4600	N	N	Y	N	Other	Limited Liability Company	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
