ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001144204-15-057382	corporationPartnership	1	Ken Jaffe	01-SEP-2014	President and Chief Executive Officer	NA	true		
0001144204-15-057382	corporationPartnership	2	Curtis Parker	11-FEB-2012	Treasurer and Chief Operating Officer	NA	true		
0001144204-15-057382	corporationPartnership	5	Amy Spiegel	11-FEB-2012	Vice President	NA	true		
0001144204-15-057382	corporationPartnership	4	Maureen Maloney	11-FEB-2013	Executive Vice President	NA	true		
0001144204-15-057382	corporationPartnership	3	RCS Capital Holdings, LLC	11-FEB-2014	Managing Member	E	true		
0000788603-15-000011	corporationPartnership	8	Gunjan Kedia	26-FEB-2015	Director	NA	true		
0000788603-15-000011	corporationPartnership	7	Steven Jeffery Towle	18-SEP-2014	Director	NA	true		
0000788603-15-000011	corporationPartnership	6	Tracy Wayne Shelby	15-APR-2014	Chief Relationship Officer	NA	false		
0000788603-15-000011	corporationPartnership	5	Craig Barnes Hollis	28-FEB-2014	Chief Compliance Officer	NA	false		
0000788603-15-000011	corporationPartnership	9	Patricia Louise Crockan	10-JUL-2015	Chief Operations Officer	NA	false		
0000788603-15-000011	corporationPartnership	3	Jay Alan Shuman	01-APR-2001	Treasurer and Chief Financial Officer	NA	true		
0000788603-15-000011	corporationPartnership	2	Terrence Lester Metzger	01-JAN-2004	President and Chief Executive Officer	NA	true		
0000788603-15-000011	corporationPartnership	1	Boston Financial Data Services, Inc.	12-MAY-1982	Shareholder	E	true		
0000788603-15-000011	corporationPartnership	4	Sharon Leigh James	01-JUL-2001	Chief Legal Officer/DVP/Secretary	NA	false		
0000275143-15-000011	corporationPartnership	11	Albert Edward Allinson	13-AUG-1973	Director	NA	true		
0000275143-15-000011	corporationPartnership	12	Robert Kaplan	14-JAN-2009	Director	NA	true		
0000275143-15-000011	corporationPartnership	13	Alison Ann Quirk	01-JUL-2009	Director	NA	true		
0000275143-15-000011	corporationPartnership	14	Edmond Joseph Burke	26-MAR-2013	Director	NA	true		
0000275143-15-000011	corporationPartnership	15	Craig Barnes Hollis	28-FEB-2014	Chief Compliance Officer	NA	false		
0000275143-15-000011	corporationPartnership	16	Gunjan Kedia	01-JAN-2015	Director	NA	true		
0000275143-15-000011	corporationPartnership	17	Tracy Wayne Shelby	10-JUL-2015	Chief Relationship Officer	NA	false		
0000275143-15-000011	corporationPartnership	18	Patricia Louise Crockan	10-JUL-2015	Chief Operations Officer	NA	false		
0000275143-15-000011	corporationPartnership	10	Steven Jeffery Towle	13-DEC-2000	Chairman and Director	NA	true		
0000275143-15-000011	corporationPartnership	9	Sharon Leigh James	01-JUL-2001	Chief Legal Officer / Secretary	NA	false		
0000275143-15-000011	corporationPartnership	8	Jay Alan Shuman	01-APR-2001	Treasurer and Chief Financial Officer	NA	true		
0000275143-15-000011	corporationPartnership	7	Thomas Austin McCullough	01-JUN-1987	Director	NA	true		
0000275143-15-000011	corporationPartnership	6	Joseph Cesidio Antonellis	11-JAN-2005	Director	NA	false		31-JUL-2015
0000275143-15-000011	corporationPartnership	5	James Scott Phalen	11-MAR-2005	Director	NA	true		
0000275143-15-000011	corporationPartnership	4	Terrence Lester Metzger	01-JAN-2004	President and CEO	NA	true		
0000275143-15-000011	corporationPartnership	3	Stephen Clifford Hooley	01-JAN-2004	Director	NA	true		
0000275143-15-000011	corporationPartnership	1	State Street Corporation	05-SEP-1973	Co-shareholder	D	true		
0000275143-15-000011	corporationPartnership	2	DST Systems, Inc.	05-SEP-1973	Co-shareholder	D	true		
0001146230-15-000019	corporationPartnership	9	Joseph F. Spadaford	16-JUL-2007	Executive VP, Strategic Operations	NA	true		
0001146230-15-000019	corporationPartnership	8	Computershare US Services Inc.	14-MAR-2007	Direct Owner	E	true		
0001146230-15-000019	corporationPartnership	11	Steven R. Rothbloom	04-OCT-2007	President	NA	true		
0001146230-15-000019	corporationPartnership	12	Irvin J. Steltz	22-JAN-2008	Chief Information Officer	NA	true		
0001146230-15-000019	corporationPartnership	13	Computershare Finance Company Pty Ltd	19-MAY-2010	Indirect Owner	B	true		
0001146230-15-000019	corporationPartnership	14	ACN 081 035 752 Pty Ltd	19-MAY-2010	Indirect Owner	E	true		
0001146230-15-000019	corporationPartnership	15	Computershare Investments (UK)(No. 8) Limited	01-JAN-2012	Indirect Owner	E	true		
0001146230-15-000019	corporationPartnership	16	Computershare Holdings Inc.	01-JAN-2012	Indirect Owner	E	true		
0001146230-15-000019	corporationPartnership	17	William D. Zeller	17-JUL-2012	Chief Legal Officer - Computershare US	NA	true		
0001146230-15-000019	corporationPartnership	18	Frank A. Madonna	12-NOV-2012	Executive Vice President, Operations	NA	true		
0001146230-15-000019	corporationPartnership	22	Mark D. Hartzell	02-JAN-2014	Executive VP Sales & Marketing	NA	true		10-JUL-2015
0001146230-15-000019	corporationPartnership	19	Kevin M. Brennan	01-JUL-2013	President, US Plan Managers	NA	true		
0001146230-15-000019	corporationPartnership	20	Abbe R. Tiger	14-OCT-2013	Head of Compliance - Computershare US	NA	true		
