ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001144204-15-057382	1	otherBusinessLocation	695 Town Center Drive Suite 600 Costa Mesa CA 92626
0001144204-15-057382	1	principalOfficeAddress	405 Park Avenue Concourse Level New York NY 10022
0001144204-15-057382	2	otherBusinessLocation	One Beacon Street 14th Floor Boston MA 02108
0000788603-15-000011	1	otherBusinessLocation	2000 Bluffs Drive  Lawrence KS 66044
0000788603-15-000011	1	principalOfficeAddress	330 W. 9th Street  Kansas City MO 64105
0000275143-15-000011	1	otherBusinessLocation	30 Dan Road  Canton MA 02021
0000275143-15-000011	1	principalOfficeAddress	2000 Crown Colony Drive  Quincy MA 02169
0000275143-15-000011	2	otherBusinessLocation	2000 Bluffs Drive  Lawrence KS 66044
0000275143-15-000011	3	otherBusinessLocation	12 Water Street  Rockland ME 04841
0001146230-15-000019	5	otherBusinessLocation	211 Quality Circle Suite 210 College Station TX 77845
0001146230-15-000019	4	otherBusinessLocation	Newport Office Center VII 480 Washington Boulevard Jersey City NJ 07310
0001146230-15-000019	3	otherBusinessLocation	144 Fernwood Avenue  Edison NJ 08837
0001146230-15-000019	2	otherBusinessLocation	8742 Lucent Boulevard Suite 225 Highlands Ranch CO 80129
0001146230-15-000019	6	otherBusinessLocation	462 South Fourth Street  Louisville KY 40202
0001146230-15-000019	1	otherBusinessLocation	2 North LaSalle Street  Chicago IL 60602
0001146230-15-000019	1	principalOfficeAddress	250 Royall Street  Canton MA 02021-1011
0000002380-15-000003	1	principalOfficeAddress	Raritan Plaza I 110 Fieldcrest Avenue, 8th Fl Edison NJ 08837-3620
0000002380-15-000003	2	mailingAddress	Raritan Plaza I PO Box 7837 Edison NJ 08818-7837
0000842657-15-000022	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0000842657-15-000022	2	mailingAddress	114 West 11th Street  Kansas City MO 64105
0001018490-15-000021	1	principalOfficeAddress	5022 Gate Parkway, Suite 200  Jacksonville FL 32256-7088
0001169743-15-000024	1	principalOfficeAddress	2225 Washington Boulevard Suite 300 Ogden UT 84401
0001169743-15-000024	1	otherBusinessLocation	223 Wilmington West Chester Pike  Chadds Ford PA 19317
0001419454-15-000009	2	otherBusinessLocation	8th & 9th Flr Neville, TRIL Infopark Ltd Rajiv Gandhi Salai (OMR), Taramani Chennai K7 600113
0001419454-15-000009	2	mailingAddress	245 Summer Street Mail Zone:  Z2L Boston MA 02210
0001419454-15-000009	1	principalOfficeAddress	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore K7 560 071
0001419454-15-000009	1	otherBusinessLocation	Manyata Embassy Bus. Park: Outer Ring Rd Hebbal - Krishnarajpuram Section Bangalore K7 560 045
0001133702-15-000006	4	otherBusinessLocation	Two Destiny Way  Westlake TX 76262
0001133702-15-000006	3	otherBusinessLocation	155 Seaport Blvd  Boston MA 02210
0001133702-15-000006	2	mailingAddress	245 Summer St Mail Zone: Z2L Boston MA 02210
0001133702-15-000006	1	principalOfficeAddress	499 Washington BLVD  Jersey City, NJ X1 07310
0001133702-15-000006	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0001133702-15-000006	2	otherBusinessLocation	500 Salem Street  Smithfield RI 02917
0000862124-15-000015	13	otherBusinessLocation	Two Destiny Way  Westlake TX 76262
0000862124-15-000015	14	otherBusinessLocation	100 New Millennium Way  Durham NC 27709
0000862124-15-000015	11	otherBusinessLocation	2250 William D. Tate  Grapevine TX 76051-3978
0000862124-15-000015	10	otherBusinessLocation	100 Howe Drive  Covington KY 41015
0000862124-15-000015	9	otherBusinessLocation	11000 Weston Parkway  Cary NC 27513
0000862124-15-000015	8	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0000862124-15-000015	7	otherBusinessLocation	100 Salem Street  Smithfield RI 02917
0000862124-15-000015	6	otherBusinessLocation	Two Contra Way  Merrimack NH 03054
0000862124-15-000015	5	otherBusinessLocation	One Spartan Way  Merrimack NH 03054
0000862124-15-000015	4	otherBusinessLocation	200 Seaport Boulevard  Boston MA 02210
0000862124-15-000015	3	otherBusinessLocation	200 Magellan Drive  Covington KY 41015-4399
0000862124-15-000015	2	otherBusinessLocation	100 Magellan Drive  Covington KY 41015-4399
0000862124-15-000015	2	mailingAddress	245 Summer Street Mail Zone Z2L Boston MA 02210
0000862124-15-000015	1	principalOfficeAddress	245 Summer Street  Boston MA 02210
0000862124-15-000015	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0000862124-15-000015	12	otherBusinessLocation	49 North 400 West  Salt Lake City UT 84101
0000913181-15-000024	1	principalOfficeAddress	805 King Farm Blvd. Suite 600 Rockville MD 20850
0001559963-15-000003	1	otherBusinessLocation	SEZ Unit, Block 3, Mount-Poonamallee Rd DLF IT Park Nandambakam Post, Ramapuram Chennai K7 600089
0001559963-15-000003	1	principalOfficeAddress	Tower S-3, Cybercity, Magarpatta City Hadapsar Pune K7 411013
0000896852-15-000013	2	mailingAddress	PO Box 219078  Kansas City MO 64121-9078
0000896852-15-000013	1	principalOfficeAddress	11 Greenway Plaza Suite 1000  Houston TX 77046-1188
0001133796-15-000120	1	otherBusinessLocation	2001 Boul. Robert-Bourassa Suite 1600 Montreal A8 H3A 2A6
0001133796-15-000120	1	principalOfficeAddress	320 Bay Street 3rd Floor Toronto A6 M5H 4A6
0001133796-15-000120	2	otherBusinessLocation	1066 West Hastings St. Suite 1600 Vancouver A1 V6E 3X1
0001133796-15-000120	3	otherBusinessLocation	600 The Dome Tower 333-7th Ave S.W. Calgary A0 T2P 2Z1
0000913181-15-000022	1	principalOfficeAddress	805 King Farm Blvd. Suite 600 Rockville MD 20850
0001352156-15-000010	1	principalOfficeAddress	One National Life Drive  Montpelier VT 05604
0000913181-15-000006	1	principalOfficeAddress	805 King Farm Blvd. Suite 600 Rockville MD 20850
0001073944-15-000006	1	principalOfficeAddress	235 W. Galena Street  Milwaukee WI 53212
0001018490-15-000019	1	principalOfficeAddress	5022 Gate Parkway, Suite 200  Jacksonville FL 32256-7088
0000950123-15-009589	1	principalOfficeAddress	655 Broad Street Prudential Tower - 17th Floor Newark NJ 07102
