ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001007444-16-000074	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001557183-16-000015	otherControlManagement	1	AqGen Island Intermediate Holdings III, Inc.	100% Shareholder
0001557183-16-000015	otherControlManagement	9	Aquiline Capital Partners III G.P. (Offshore) Ltd.	General Partner of Aquiline Financial Services Fund III, L.P.
0001557183-16-000015	otherControlManagement	8	Genstar Capital VII, L.P.	General partner of Genstar Capital Partners VII, L.P.
0001557183-16-000015	otherControlManagement	7	Genstar Capital Partners VII, L.P.	Shareholder
0001557183-16-000015	otherControlManagement	6	Aquiline Financial Services Fund III, L.P.	Shareholder
0001557183-16-000015	otherControlManagement	5	AqGen Island Holdings, Inc.	100% Shareholder
0001557183-16-000015	otherControlManagement	2	AqGen Ascensus, Inc.	100% Shareholder
0001557183-16-000015	otherControlManagement	3	AqGen Island Intermediate Holdings II, Inc.	100% Shareholder
0001557183-16-000015	otherControlManagement	4	AqGen Island INtermediate Holdings I, Inc.	100% Shareholder
0001007444-16-000071	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001007444-16-000069	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001007444-16-000067	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001007444-16-000065	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001018490-16-000048	otherControlFinance	1	Various-see below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
