ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001133702-09-000009	corporationPartnership	11	Karen M. Crupi	15-SEP-2008	Secretary & Chief Legal Officer	NA	false		
0001133702-09-000009	corporationPartnership	12	Charles G. Goldman	01-APR-2009	Director & CEO	NA	true		
0001133702-09-000009	corporationPartnership	13	Sanjiv Mirchandani	01-APR-2009	Director & President	NA	true		
0001133702-09-000009	corporationPartnership	14	Paul Guaneri	01-JUN-2009	CFO	NA	false		
0001133702-09-000009	corporationPartnership	4	Norman Malo	01-AUG-2000	Director & CEO	NA	true		01-APR-2009
0001133702-09-000009	corporationPartnership	1	Fidelity Global Brokerage Group, Inc	01-AUG-2000	parent	E	true		
0001133702-09-000009	corporationPartnership	2	Robert Adams	01-MAY-2004	Senior Vice President	NA	false		
0001133702-09-000009	corporationPartnership	3	Thomas Lux	01-SEP-2006	CFO	NA	false		01-JUN-2009
0001133702-09-000009	corporationPartnership	5	Ellyn McColgan	01-APR-2003	Director	NA	true		15-AUG-2007
0001133702-09-000009	corporationPartnership	6	Gerard McGraw	01-APR-2003	COO	NA	true		
0001133702-09-000009	corporationPartnership	7	Rich OBrien	01-AUG-2002	Chief Compliance Officer & SVP	NA	false		
0001133702-09-000009	corporationPartnership	8	Tami Rash	01-JUN-2005	Treasurer & SVP	NA	false		
0001133702-09-000009	corporationPartnership	9	Karen Saperstein	01-AUG-2003	Secretary & General Counsel	NA	false		14-SEP-2008
0001133702-09-000009	corporationPartnership	10	Rodger Lawson	04-OCT-2007	Director	NA	true		
0000862124-09-000006	corporationPartnership	12	Anmarie Ciccolo	14-JUN-2007	Chief Compliance Officer	NA	false		
0000862124-09-000006	corporationPartnership	25	Richard Dobbs	15-SEP-2008	Director	NA	true		
0000862124-09-000006	corporationPartnership	1	FMR Corp	01-JUL-1978	Shareholder	E	true		30-SEP-2007
0000862124-09-000006	corporationPartnership	2	Susan Sturdy	28-JUN-2006	Secretary	NA	false		01-AUG-2008
