ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001133702-09-000009	4	otherBusinessLocation	155 Seaport Blvd  Boston MA 02210
0001133702-09-000009	2	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0001133702-09-000009	3	otherBusinessLocation	500 Salem Street  Smithfield RI 02917
0001133702-09-000009	2	mailingAddress	82 Devonshire Street Attention: OSG Compliance Boston MA 02109
0001133702-09-000009	1	principalOfficeAddress	1000 Plaza 5  Jersey City, NJ X1 07311
0001133702-09-000009	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0000862124-09-000006	17	otherBusinessLocation	2250 William D. Tate  Grapevine TX 76051-3978
0000862124-09-000006	16	otherBusinessLocation	5411 Page Road  Durham NC 27703
0000862124-09-000006	19	otherBusinessLocation	4008 E. Chapel Hill  Durham NC 27707
0000862124-09-000006	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0000862124-09-000006	1	principalOfficeAddress	300 Puritan Way  Marlborough MA 01752
0000862124-09-000006	2	mailingAddress	82 Devonshire Street N3A - Attn: Transfer Agent Compliance Boston MA 02109-3614
0000862124-09-000006	2	otherBusinessLocation	100 Magellan Drive  Covington KY 41015-4399
0000862124-09-000006	3	otherBusinessLocation	200 Magellan Drive  Covington KY 41015-4399
0000862124-09-000006	4	otherBusinessLocation	200 Seaport Boulevard  Boston MA 02210
0000862124-09-000006	5	otherBusinessLocation	400 Puritan Way  Marlborough MA 01752
0000862124-09-000006	6	otherBusinessLocation	One Spartan Way  Merrimack NH 03054
0000862124-09-000006	7	otherBusinessLocation	Two Contra Way  Merrimack NH 03054
0000862124-09-000006	8	otherBusinessLocation	100 Salem Street  Smithfield RI 02917
0000862124-09-000006	9	otherBusinessLocation	500 Salem Street  Smithfield RI 02917
0000862124-09-000006	10	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0000862124-09-000006	11	otherBusinessLocation	11000 Weston Parkway  Cary NC 27513
0000862124-09-000006	12	otherBusinessLocation	2501 South Highway 121 Building 1 Lewisville TX 75067
0000862124-09-000006	13	otherBusinessLocation	100 Howe Drive  Covington KY 41015
0000862124-09-000006	14	otherBusinessLocation	397 Williams Street  Marlborough MA 01752
0000862124-09-000006	15	otherBusinessLocation	639 Davis Drive  Morrisville NC 27713
0000862124-09-000006	18	otherBusinessLocation	49 North 400 West  Salt Lake City UT 84101
0001181839-09-000014	1	principalOfficeAddress	600 First Ave Suite 300 Seattle WA 98104
0001181839-09-000014	1	otherBusinessLocation	444 N Nash Street n/a El Segundo CA 90245
0001277690-09-000005	4	otherBusinessLocation	1600 Hollis Street 4th Floor Halifax A5 B3J 1V7
0001277690-09-000005	3	otherBusinessLocation	2001 University Street 16th Floor Montreal A8 H3A 2A6
0001277690-09-000005	2	otherBusinessLocation	600 The Dome Tower 333, 7th Avenue SW Calgary A0 T2P 2Z1
0001277690-09-000005	1	principalOfficeAddress	320 Bay Street  Toronto A6 M5H 4A6
0001277690-09-000005	1	otherBusinessLocation	1066 West Hastings Street Suite 1600 Vancouver A1 V6E 3X1
0001181839-09-000012	1	principalOfficeAddress	600 First Ave Suite 300 Washington WA 98104
0001181839-09-000012	1	otherBusinessLocation	444 N Nash Street n/a El Segundo CA 90245
0000949738-09-000008	1	principalOfficeAddress	55 Old Bedford Road Suite 202 Lincoln MA 01773
0000889231-09-000014	1	principalOfficeAddress	600 Fifth Avenue  New York NY 10020
0000772037-09-000007	1	principalOfficeAddress	One Financial Center  Boston MA 02111
0000772037-09-000007	2	mailingAddress	P.O. Box 8081  Boston MA 02266
0000772037-09-000007	1	otherBusinessLocation	111 Westminster Street  Providence RI 02903
0001079974-09-000444	1	principalOfficeAddress	535 16th Street Mall Suite 810 Denver CO 80202
0001285911-09-000003	2	mailingAddress	200 Park Avenue  New York NY 10166
0001285911-09-000003	1	principalOfficeAddress	144 Glenn Curtiss Boulevard  Uniondale NY 11556
0001285911-09-000003	1	otherBusinessLocation	The Bank of New York Mellon One Boston Place Boston MA 02108
0000818238-09-000006	1	principalOfficeAddress	8730 Stony Point Parkway Suite 205 Richmond VA 23235
0000818238-09-000005	1	principalOfficeAddress	8730 Stony Point Parkway Suite 205 Richmond VA 23235
0000773568-09-000007	1	principalOfficeAddress	5400 UNIVERSITY AVENUE  WEST DES MOINES IA 50266 5997
0000842657-09-000013	2	mailingAddress	280 Park Avenue 6th Floor , West Building New York NY 10017
0000842657-09-000013	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0000818238-09-000004	1	principalOfficeAddress	8730 Stony Point Parkway Suite 205 Richmond VA 23235
0000067590-09-000274	1	otherBusinessLocation	Letterkenny Office Park, Windyhall Letterkenny Donnegal L2 00000
0000067590-09-000274	1	principalOfficeAddress	100 Mulberry Street Gateway Center Three - 10th Floor Newark NJ 07102
0001018490-09-000008	1	principalOfficeAddress	648 Grassmere Park Road  Nashville TN 37211
0001465533-09-000001	1	principalOfficeAddress	2711 Centerville Road Suite 400 Wilmington DE 19808
0001285911-09-000002	1	principalOfficeAddress	144 Glenn Curtiss Boulevard  Uniondale NY 11556
0001285911-09-000002	2	mailingAddress	200 Park Avenue  New York NY 10166
0001285911-09-000002	1	otherBusinessLocation	The Bank of New York Mellon One Boston Place Boston MA 02108
0001352392-09-000106	1	principalOfficeAddress	500 East Warm Springs Rd #240 Las Vegas NV 89119
0001007444-09-000012	1	principalOfficeAddress	9785 Towne Centre Drive  San Diego CA 92121
0001073944-09-000003	1	principalOfficeAddress	803 W. Michigan Street  Milwaukee WI 53233
0001419454-09-000005	1	principalOfficeAddress	Embassy Golf Links Business Park Off Intermediate Ring Road Bangalore K7 560 071
0001419454-09-000005	3	otherBusinessLocation	GKS TECHNOLOGIES PARK, SEZ 1/124, SIVAJI GARDENS, RAMAPURAM Chennai K7 600 089
0001419454-09-000005	2	otherBusinessLocation	No 45, North Phase, Thiru Vi-Ka Industrial Estate Chennai K7 600 097
0001419454-09-000005	2	mailingAddress	82 Devonshire Street G4E - Attn: Transfer Agent Compliance Boston MA 02109
0001419454-09-000005	1	otherBusinessLocation	Manyata Embassy Bus. Park: Outer Ring Rd Hebbal - Krishnarajpuram Section Bangalore K7 560 045
0001413398-09-000011	2	mailingAddress	34 Exchange Place - Harborside Financial Plaza II, 7th Floor Jersey City NJ 07311
0001413398-09-000011	1	otherBusinessLocation	MSIM Global Support and Technology Svcs Athena; Mindspace, Goregaon West Mumbai K7 400090
0001413398-09-000011	1	principalOfficeAddress	Harborside Financial Center Plaza II, 2nd Floor Jersey City NJ 07311
0001413398-09-000011	2	otherBusinessLocation	One Tower Bridge 100 Front Street, Suite 1100 West Conshohocken PA 19428
0000828403-09-000014	2	otherBusinessLocation	MSIM Global Support and Technology Svcs Athena; Mindspace, Goregaon West Mumbai K7 40090
0000828403-09-000014	2	mailingAddress	34 Exchange Place - Harborside Financial Plaza II, 7th Floor Jersey City NJ 07311
0000828403-09-000014	1	principalOfficeAddress	2800 Post Oak Boulevard  Houston TX 77056
0000828403-09-000014	1	otherBusinessLocation	34 Exchange Place Plaza II, 2nd Floor Jersey City NJ 07311
0000772037-09-000006	1	otherBusinessLocation	111 Westminster Street  Providence RI 02903
0000772037-09-000006	1	principalOfficeAddress	One Financial Center  Boston MA 02111
0000772037-09-000006	2	mailingAddress	P.O. Box 8081  Boston MA 02266
0001007189-09-000007	1	principalOfficeAddress	900 King Street Suite 100 Rye Brook NY 10573
0000715856-09-000003	1	principalOfficeAddress	1512 S 1100 E Ste B  Salt Lake City UT 84105-2425
0001462985-09-000001	1	principalOfficeAddress	1322 Maple Avenue  Zanesville OH 43701
0001462985-09-000001	2	mailingAddress	PO BOX 2400  Zanesville OH 43702
0001408996-09-000003	1	principalOfficeAddress	6623 Las Vegas Blvd South Suite 255 Las Vegas NV 89119
0000948010-09-000008	1	principalOfficeAddress	55 BEATTIE PLACE  GREENVILLE SC 29601
0000948010-09-000008	2	mailingAddress	PO BOX 909  GREENVILLE SC 29602
0000948010-09-000007	2	mailingAddress	PO BOX 909  GREENVILLE SC 29602
0000948010-09-000007	1	principalOfficeAddress	55 BEATTIE PLACE  GREENVILLE SC 29601
0001140361-09-010546	1	principalOfficeAddress	2831 St. Rose Parkway, Suite 205  Henderson NV 89052
0000905148-09-001792	1	otherBusinessLocation	1200 Prospect Street Suite 400 La Jolla CA 92037
0000905148-09-001792	1	principalOfficeAddress	1202 Bergen Parkway Suite 212 Evergreen CO 80439
0000810417-09-000044	2	mailingAddress	12555 Manchester Road  St. Louis MO 63131
0000810417-09-000044	1	principalOfficeAddress	700 Maryville Center  St. Louis MO 63141
0000821007-09-000010	1	principalOfficeAddress	200 Berkeley Street  Boston MA 02116
0001104659-09-025387	1	principalOfficeAddress	1250 Broadway 32nd Floor  New York NY 10001
0001440452-09-000003	1	principalOfficeAddress	6623 Las Vegas Blvd South Suite 255 Las Vegas NV 89119
0001202048-09-000007	1	principalOfficeAddress	2929 Allen Parkway, L4-01  Houston TX 77019
0001202048-09-000007	1	otherBusinessLocation	PO Box 15648  Amarillo TX 79105
0000769188-09-000004	1	otherBusinessLocation	Desert Canyon Corporate Campus 2411 West Peoria Avenue Phoenix AZ 85029
0000769188-09-000004	1	principalOfficeAddress	100 Hancock Street  Quincy MA 02171
0001214659-09-000946	1	principalOfficeAddress	100- 2nd Ave S, Ste 705S  St. Petersburg FL 33701
0001133702-09-000007	2	mailingAddress	82 Devonshire Street Attention: OSG Compliance Boston MA 02109
0001133702-09-000007	4	otherBusinessLocation	155 Seaport Blvd  Boston MA 02210
0001133702-09-000007	1	principalOfficeAddress	1000 Plaza 5  Jersey City, NJ X1 07311
0001133702-09-000007	1	otherBusinessLocation	100 Crosby Parkway  Covington KY 41015
0001133702-09-000007	2	otherBusinessLocation	One Destiny Way  Westlake TX 76262
0001133702-09-000007	3	otherBusinessLocation	500 Salem Street  Smithfield RI 02917
0000944496-09-000006	1	otherBusinessLocation	Mellon Client Service Center 500 Ross Street Pittsburgh PA 15262
0000944496-09-000006	1	principalOfficeAddress	Newport Office Center VII 480 Washington Boulevard Jersey City NJ 07310
0001104659-09-023648	1	principalOfficeAddress	1250 Broadway 32nd Floor  New York NY 10001
0001104659-09-023647	1	principalOfficeAddress	1250 Broadway 32nd Floor  New York NY 10001
0001104659-09-023646	1	principalOfficeAddress	1250 Broadway 32nd Floor  New York NY 10001
0001104659-09-023645	1	principalOfficeAddress	1250 Broadway 32nd Floor  New York NY 10001
0001104659-09-023642	1	principalOfficeAddress	1250 Broadway 32nd Floor  New York NY 10001
0001140361-09-009346	1	principalOfficeAddress	2470 St. Rose Pkwy Ste 304 Henderson NV 89074
0001277690-09-000003	4	otherBusinessLocation	1600 Hollis Street 4th Floor Halifax A5 B3J 1V7
