ACCESSION_NUMBER	ENTITY_TYPE	ENTITY_ID	ENTITYNAME	SUCCESSORREGISTERED	ADDRESS
0001214659-09-001591	tawRegistrant	1	Mandalay Stock Transfer		201 Wilshire Blvd  Santa Monica  90401
0001214659-09-001591	tawSuccessors	1	Pacific Stock Transfer	Y	500E Warm Springs Road  Las Vegas  89119
0001037194-09-000004	tawSuccessors	1	Mutual Shareholder Services	Y	8000 Town Centre Drive, Suite #400  Broadview Heights  44147
0001037194-09-000004	tawRegistrant	1	Matthew 25 Fund, Inc.		607 West Avenue  Jenkintown  19046
0001037194-09-000004	tawCustodians	1	Mutual Shareholder Services		8000 Town Centre Drive, Suite #400  Broadview Heights  44147
0001050311-09-000003	tawRegistrant	1	Old Mutual Fund Services		4643 S. Ulster St., Suite 600  Denver  80237
0001050311-09-000003	tawSuccessors	1	DST Systems, Inc.	Y	333 W. 11th St.  Kansas City  64105
0001050311-09-000003	tawCustodians	1	DST Systems, Inc.		333 W. 11th St.  Kansas City  64105
0000734753-09-000003	tawLocations	1	Gary A. Jack		411 Seventh Ave  Pittsburgh  15219
0000734753-09-000003	tawCustodians	1	Gary A. Jack		411 Seventh Ave.  Pittsburgh  15219
0000734753-09-000003	tawRegistrant	1	Duquesne Light Company		411 Seventh Ave  Pittsburgh  15219
0001124838-09-000001	tawCustodians	1	Pacific Stock Transfer		500 east Warm Springs rd suite 240 Las Vegas  89119
0001124838-09-000001	tawRegistrant	1	1st Global Stock Transfer, LLC		7361 Prairie Falcon Rd Suite 110 Las Vegas  89128
0001111830-09-000387	tawCustodians	1	Stralem & Company Inc.		645 Madison Avenue  New York  10022
0001111830-09-000387	tawRegistrant	1	Stralem Fund		645 Madison Avenue  New York  10022
0001111830-09-000387	tawSuccessors	1	Ultimus Fund Solutions, LLC	Y	225 Pictoria Drive Suite 450 Cincinnati  45246
