ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000275143-18-000008	corporationPartnership	1	DST Systems, Inc.	05-SEP-1973	Co-shareholder	B	true		
0000275143-18-000008	corporationPartnership	2	West Side Investment Management, Inc.	30-MAR-2017	Co-shareholder	E	true		
0000275143-18-000008	corporationPartnership	6	Patricia Louise Crockan	10-JUL-2015	Chief Operations Officer	NA			
0000275143-18-000008	corporationPartnership	3	Terrence Lester Metzger	01-JAN-2004	President	NA	true		
0000275143-18-000008	corporationPartnership	4	Edmond Joseph Burke	26-MAR-2013	Director	NA	true		
0000275143-18-000008	corporationPartnership	11	Douglas Wayne Fleming	27-MAR-2017	Director	NA	true		
0000275143-18-000008	corporationPartnership	7	Vercie Leeroy Lark	30-MAR-2017	Director and Chairman	NA	true		
0000275143-18-000008	corporationPartnership	8	Gregg William Givens	30-MAR-2017	Director and Treasurer	NA	true		
0000275143-18-000008	corporationPartnership	9	Randall Dewey Young	01-MAY-2017	Chief Legal Officer and Secretary	NA			
0000275143-18-000008	corporationPartnership	10	Timothy William Bahr	30-MAR-2017	Director	NA	true		
0000275143-18-000008	corporationPartnership	5	Craig Barnes Hollis	28-FEB-2014	Head of Compliance	NA			
0000740583-18-000132	soleProprietorship	15	ASHISH JHA	29-FEB-2016	VICE PRESIDENT			OFFICER	
0000740583-18-000132	soleProprietorship	31	TODD L. BOEHLY	01-FEB-2017	MEMBER - NZC CAPITAL, LLC			INDIRECT INTEREST	
0000740583-18-000132	soleProprietorship	4	JAMES R. SCHMANK	30-SEP-2010	SR. VICE PRESIDENT & CFO			OFFICER	
0000740583-18-000132	soleProprietorship	1	GAUTAM THAKKAR	18-MAR-2015	CEO			OFFICER	
0000740583-18-000132	soleProprietorship	2	ERIC F. REA	30-SEP-2010	PRESIDENT			OFFICER	
0000740583-18-000132	soleProprietorship	3	JOHN F. GUYOT	30-SEP-2010	SR. VP & GENERAL COUNSEL			OFFICER	
0000740583-18-000132	soleProprietorship	5	FRANK J. ROSA	30-SEP-2010	SR. VICE PRESIDENT, OPERATIONS			OFFICER	
0000740583-18-000132	soleProprietorship	6	MARY ANNE DURALL	05-JUN-2012	SR. VICE PRESIDENT			OFFICER	
0000740583-18-000132	soleProprietorship	7	THOMAS M. SPENCER	30-SEP-2010	SR. VICE PRESIDENT, BUSINESS DEVELOPMENT			OFFICER	
0000740583-18-000132	soleProprietorship	8	LISA M. YOUNG	30-SEP-2010	ASSISTANT TREASURER			OFFICER	
0000740583-18-000132	soleProprietorship	9	PAULA K. DELL	05-JUN-2012	VICE PRESIDENT			OFFICER	
0000740583-18-000132	soleProprietorship	10	CLAUDINE SIRGANT	15-MAR-2013	VICE PRESDIENT			OFFICER	
0000740583-18-000132	soleProprietorship	11	BARRY G. WARD	22-NOV-2013	SR. VICE PRESIDENT & TREASURER			OFFICER	
0000740583-18-000132	soleProprietorship	12	GREG L. HERRS	22-NOV-2016	VICE PRESIDENT			OFFICER	
0000740583-18-000132	soleProprietorship	13	MICHAEL MASTERS	13-AUG-2014	VICE PRESIDENT			OFFICER	
0000740583-18-000132	soleProprietorship	14	VINOD KACHROO	15-JUN-2015	SR. VP & CHIEF INFORMATION OFFICER			OFFICER	
0000740583-18-000132	soleProprietorship	32	NANCY J. ROHN	25-AUG-2017	ASSISTANT SECRETARY			OFFICER	
0000740583-18-000132	soleProprietorship	16	Kevin Paulson	15-AUG-2016	Sr. Vice President & COO			Officer	
0000740583-18-000132	soleProprietorship	17	Zachary Wilson	01-JAN-2016	Vice President			Officer	
0000740583-18-000132	soleProprietorship	18	Uday M. Tembulkar	18-SEP-2015	Vice President			Officer	
0000740583-18-000132	soleProprietorship	19	Thirunavukarasu Sivasubramanian	18-SEP-2015	Vice President			Officer	
0000740583-18-000132	soleProprietorship	20	Edward J. Miller	18-SEP-2015	Vice President			Officer	
0000740583-18-000132	soleProprietorship	21	Amy Cline	02-MAY-2016	VP, Assoc. General Counsel & Secretary			Officer	15-AUG-2016
0000740583-18-000132	soleProprietorship	22	Janet Dulohery	02-MAY-2016	VP, Head of Human Resources			Officer	
0000740583-18-000132	soleProprietorship	23	Security Benefit Corporation	14-FEB-2005	Sole Member se2 HoldCo, LLC			Sole Member	
0000740583-18-000132	soleProprietorship	24	SE2 HOLDINGS, INC.	21-OCT-2013	SOLE MEMBER IN SE2, LLC			MEMBER	
