ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0000275143-18-000008	SEC	DST ASSET MANAGER SOLUTIONS, INC./TA	BOSTON FINANCIAL DATA SERVICES, INC. /TA	401588	N	617-483-5000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000740583-18-000132	SEC	se2, LLC/TA	se2, inc./TA	336479	N	785-438-3000	N	N	N	Y	Other	Limited Liability Company	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N
0001734983-18-000001	SEC	Neighborly Registry, LLC		003582	N	646-930-6307	N	N	N	N	Other	LLC	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N
0001568437-18-000001	SEC	ESHARES INC		348375	Y	6506698381	Y	N	N	N	Corporation		N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000862124-18-000003	SEC	FIDELITY INVESTMENTS INSTITUTIONAL OPERATIONS CO INC /TA	FIDELITY INVESTMENTS WESTERN SERVICES CO INC            /TA	428219	Y	8593865109	Y	N	Y	N	Corporation		N	N	N	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	Y	N	N	Y	N	N	N
0000746972-18-000002	SEC	OTR INC /TA	OTR INC                                                 /TA	408286	N	503-225-0375	N	N	N	N	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000950123-18-003206	SEC	PRUDENTIAL MUTUAL FUND SERVICES LLC /TA	PRUDENTIAL MUTUAL FUND SERVICES LLC                     /TA	410019	N	973-367-2396	Y	Y	Y	N	Not Applicable		N	N	N	N	Y	N	Y	Y	N	N	Y	Y	N	Y	N	N	N	Y	N	N	N	N	N	N
0001418054-18-000005	SEC	Russell Investments Fund Services, LLC	Russell Fund Services CO	410944	N	206-505-2543	N	Y	Y	N	Not Applicable																									
0000276398-18-000011	SEC	SHAREHOLDER SERVICES INC /CO/                           /TA		423871	Y	303-768-3200	N	N	N	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N
0001734055-18-000002	SEC	Silicon Prairie Registrar & Transfer LLC		357863	N	651-645-7550	N	N	N	N	Other	LLC	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
