ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0000817712-09-000014	corporationPartnership	4	Jody L. Bancroft	31-MAR-2009	Dir, Invest. Ops. and Asst. Secretary	NA	true		
0000817712-09-000014	corporationPartnership	14	David S. Royal	30-JUN-2008	Assistant Secretary	NA	true		
0000817712-09-000014	corporationPartnership	13	John L. Sullivan	30-JUN-2008	General Counsel and Secretary	NA	true		
0000817712-09-000014	corporationPartnership	12	Brian Picard	01-OCT-2002	Vice President	NA	true		
0000817712-09-000014	corporationPartnership	11	Jon M. Stellmacher	01-APR-2002	Director	NA	true		
0000817712-09-000014	corporationPartnership	10	Michael Barth	01-SEP-2004	Assistant Vice President	NA	true		
0000817712-09-000014	corporationPartnership	9	Kenneth L. Kirchner	01-DEC-2003	Asst. Vice President - Asst. Secretary	NA	true		20-MAR-2009
0000817712-09-000014	corporationPartnership	8	Cynthia J. Nigbur	01-OCT-2002	Assistant Secretary	NA	true		
0000817712-09-000014	corporationPartnership	1	David M. Anderson	01-JUN-2006	Director and President	NA	true		
0000817712-09-000014	corporationPartnership	2	Russell W. Swansen	05-DEC-2008	Director	NA	true		
0000817712-09-000014	corporationPartnership	3	Randall L. Boushek	05-DEC-2008	Director	NA	true		
0000817712-09-000014	corporationPartnership	15	James A. Thomsen	02-JUL-2001	Director	NA	true		05-DEC-2008
0000817712-09-000014	corporationPartnership	5	Katie S. Kloster	01-JUN-2006	Vice President - Chief Compliance Office	NA	true		
0000817712-09-000014	corporationPartnership	6	David L. Westmark	01-JUN-2006	General Counsel and Secretary	NA	true		30-JUN-2008
0000817712-09-000014	corporationPartnership	7	Kurt S. Tureson	01-JUN-2004	Treasurer	NA	true		
0001018490-09-000021	corporationPartnership	8	Alec Gurdeep Singh	05-AUG-2008	Director and President	NA	true		
