ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000896852-18-000012	31-DEC-2017	INVESCO INVESTMENT SERVICES INC	Some	N	SEC	Yes, filed amendment(s)		317745	1370167	1370167	1348443	0	0			Yes			10613859	64698	420
0000896852-18-000011	31-DEC-2017	INVESCO CANADA LTD. (FORMERLY INVESCO TRIMARK LTD.)	None	Y	SEC	Yes, filed amendment(s)		13453	1370167	1370167	1348443	0	0			Yes			951017	1042	420
0001146032-18-000007	31-DEC-2017	BANCO POPULAR DE PUERTO RICO/TA	Some	N	BGFRS	Not applicable		716	9342	13039	5841	38	0			Yes			1634	0	36
0000088454-18-000005	31-DEC-2015	SECURITIES REGISTRAR & TRANSFER CORP                    /TA	None	N	SEC	Not applicable		14	5478	5478	0	0	0			Not Applicable			0	0	0
0000088454-18-000004	31-DEC-2016	SECURITIES REGISTRAR & TRANSFER CORP                    /TA	None	N	SEC	Not applicable		19	5474	5474	0	0	0			Yes			0	0	0
0000088454-18-000003	31-DEC-2017	SECURITIES REGISTRAR & TRANSFER CORP                    /TA	None	N	SEC	Not applicable		9	5470	5470	0	0	0			Yes			0	0	0
0001568437-18-000006	31-DEC-2016	ESHARES INC DBA Carta INC	None	N	SEC	Not applicable		1066	176073	176073	0	0	0			Not Applicable			0	0	0
0001568437-18-000005	31-DEC-2017	ESHARES INC DBA Carta INC	None	N	SEC	Yes, filed amendment(s)		2602	328963	328963	0	0	0			Not Applicable			0	0	0
0001689934-18-000002	31-DEC-2017	S&Z Fund Services LLC	None	N	SEC	Not applicable		0	0	0	0	0									0
0001060257-18-000003	31-DEC-2017	BANCO SANTANDER PUERTO RICO /TA/ Trust Department 946	Some	N	FDIC	Not applicable		797	357	357	17	0									0
0001545030-18-000004	31-DEC-2017	Wilmington Savings Fund Society, FSB	None	N	OCC	No, failed to file amendment(s)	Failed to updated address to new location in which Transfer Agent services are primarily performed; address remained on TA-2 as Corporate mailing address.	290	1420	1420	0	0	0			No	1	0	0	0	0
0001545030-18-000003	31-DEC-2016	Wilmington Savings Fund Society, FSB	None	N	OCC	No, failed to file amendment(s)	Failed to updated address to new location in which Transfer Agent services are primarily performed; address remained on TA-2 as Corporate mailing address.	320	1231	1231	0	0	0			Yes			0	0	0
