ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0000839287-17-000004	31-DEC-2015	STATE STREET BANK & TRUST CO                            /TA	Some	Y	BGFRS	Yes, filed amendment(s)		198	227063	227063	904	0	0			Yes			1397218	3151	0
0000839287-17-000003	31-DEC-2014	STATE STREET BANK & TRUST CO                            /TA	Some	Y	BGFRS	No, failed to file amendment(s)	Amended TA-1 was filed on October 16, 2014 to report new mailing and physical addresses. The mailroom moved to Tower 2 Floor 3 at the same address in October, but the amendment to the TA-1 was filed on March 26, 2015.	245	171757	171757	913	0	0			Yes			2862615	2257	7
0001170078-17-000005	31-DEC-2016	JANUS SERVICES LLC	Some	N	SEC	No, failed to file amendment(s)	"Registrant failed to report transfer agent services provided by Boston Financial Data Services, Inc.  Additionally, Question 8 should have reflected ""Not Applicable"" in its response.  An amended report was filed June 12, 2017."	30714	1666832	1666832	1641808	0	0			Not Applicable			4805418	21960	257
0001103598-17-000008	31-DEC-2016	NYLIM SERVICE CO LLC /TA	Some	N	SEC	Not applicable		12646	0	0	0	0	0			Yes			167810	22999	0
0001018490-17-000019	31-DEC-2015	DEUTSCHE BANK TRUST CO AMERICAS /TA	Some	Y	BGFRS	No, failed to file amendment(s)	An amendment related to line 11of TA-1 (Registrant contracted to have an outside organization perform transfer agent functions in the Registrant's name) was filed but not within the 60 days.	0	1	1	0	0	0			Yes			0	0	125
0001018490-17-000018	31-DEC-2016	DEUTSCHE BANK TRUST CO AMERICAS /TA	Some	Y	BGFRS	No, failed to file amendment(s)	An amendment related to line 12 of TA-1 (private label transfer agent services for another Registered Transfer Agent) was filed showing a termination; however not within 60 days.	0	1	1	0	0	0			Yes			0	0	279
0001493152-17-006047	31-DEC-2016	TRANSFER ONLINE INC /TA	None	N	SEC	Not applicable		5200	52812	52812	59	2183	0			Yes			0	0	0
0001213900-17-005986	31-DEC-2016	FundAmerica Stock Transfer, LLC	None	N	SEC	Yes, filed amendment(s)		29	12622	12622	0	0	0			Yes			0	0	0
0001387131-17-002856	31-DEC-2016	PREFERRED PARTNERSHIP SERVICES INC	None	N	SEC	Not applicable		953	13250	15432	0	0	0			Yes			0	0	0
0001359797-17-000001	31-DEC-2016	M & K Produce Inc.	None	N	SEC	Not applicable		0	1	1	0	0	0			Not Applicable			0	0	0
0000854890-17-000005	31-DEC-2016	BOSTON TRUST & INVESTMENT MANAGEMENT CO / TA	Some	N	FDIC	Yes, filed amendment(s)		0	33	33	0	0	0			Not Applicable			1652	0	0
0000721748-17-000274	31-DEC-2016	Capital Transfer Agency, Inc.	Some	N	SEC	Not applicable		1034	15059	15059	0	0	0			Yes			0	0	0
0000788603-17-000002	31-DEC-2016	NATIONAL FINANCIAL DATA SERVICES INC /TA	Some	Y	SEC	Yes, filed amendment(s)		78785	3171568	3171568	2802788	0	0			Yes			30801888	31620	336
0001077455-17-000001	31-DEC-2016	TRAUTMANN MAHER & ASSOCIATES INC /TA	None	N	SEC	Not applicable		0	0	2988	0	0	0			Not Applicable			0	0	0
0001020337-17-000004	31-DEC-2016	PRINCIPAL SHAREHOLDER SERVICES, INC.	Some	N	SEC	Yes, filed amendment(s)		2083	972536	972536	928166	0	0			Yes			1651182	4988	71
0001520138-17-000134	31-DEC-2016	West Coast Stock Transfer Inc.	Some	N	SEC	Yes, filed amendment(s)		560	7332	7332	0	0	0			Yes			0	0	0
0001413398-17-000006	31-DEC-2016	Morgan Stanley Services Co Inc.	None	N	SEC	Yes, filed amendment(s)		0	1515	1515	1515	0	0			Not Applicable			24732	0	0
0001667174-17-000003	31-DEC-2016	National Issuer Services Ltd.	None	N	SEC	Not applicable		128	1926	1926	0	0	0			Yes			0	0	0
0001576747-17-000010	31-DEC-2016	Northeast Retirement Services, LLC	Some	N	SEC	Not applicable		3182	1	1	1	0	0			Yes			3182	0	0
0001460584-17-000001	31-DEC-2016	Bangor Savings Bank /TA	None	N	FDIC	Not applicable		8	1	1	0	1				Yes					0
0001018490-17-000012	31-DEC-2016	DEUTSCHE BANK TRUST CO AMERICAS /TA	Some	Y	BGFRS	Not applicable		0	1	1	0	0	0			Yes			0	0	279
0001018490-17-000010	31-DEC-2016	DB SERVICES AMERICAS INC /TA	None	Y	SEC	Yes, filed amendment(s)		1738	38485	38485	0	0	0			Yes			0	0	0
0001434234-17-000001	31-DEC-2016	GLOBEX TRANSFER, LLC	Some	N	SEC	Not applicable		1379	32441	32441	0	0	0			Yes			0	0	0
0001090027-17-000004	31-DEC-2016	PLANMEMBER SERVICES CORP /TA	None	Y	SEC	Not applicable		2635465	71111	71111	63	0	0			Yes			2635465	100	0
0000839097-17-000004	31-DEC-2016	DEUTSCHE BANK TRUST CO AMERICAS /TA	Some	Y	BGFRS	Not applicable		0	1	1	0	0	0			Yes			0	0	279
0001676177-17-000001	31-DEC-2016	Dynamic Stock Transfer,Inc.	None	N	SEC	Not applicable		0	0	0	0	0	0			Yes			0	0	0
0000721748-17-000216	31-DEC-2016	PACIFIC STOCK TRANSFER CO /TA	Some	N	SEC	Yes, filed amendment(s)		5264	403282	403440	0	158	0			Yes			0	0	0
