ACCESSION_NUMBER	REGULATORYAGENCY	ENTITYNAME	PREVIOUSENTITYNAME	FINSNUMBER	DIFFERENTMAILINGADDRESS	TELEPHONENUMBER	CONDUCTBUSINESSINOTHERLOCATION	SELFTRANSFERAGENT	ENGAGEDSERVICECOMPANY	ENGAGEDASSERVICECOMPANY	REGISTRANTTYPE	REGISTRANTTYPEDESCRIPTION	OTHERCONTROLMANAGEMENT	OTHERCONTROLFINANCE	FELONYORMISDEMEANOR	OTHERFELONY	ENJOINEDINVESTRELATEDACTIVITY	VIOLATIONINVRELATEDREGULATION	FALSESTATEMENTOROMISSION	VIOLATIONOFREGULATIONS	AUTHORIZATIONDENIEDORSUSPENDED	REGISTRATIONDENIEDORSUSPENDED	FSRFALSESTATEMENTOROMISSION	FSRVIOLATEINVRELATEDREGULATION	FSRAUTHORIZEDENIEDORSUSPENDED	FSRFOUNDORDERAGAINSTAPPLICANT	FSRREGISTRATIONDENIEDSUSPENDED	FSRREVOKEDSUSPENDEDLICENSE	SRAFALSESTATEMENTOROMISSION	SRAVIOLATIONOFRULES	SRAAUTHORIZEDENIEDORSUSPENDED	SRAREVOKEDSUSPENDEDLICENSE	FOREIGNAGENCY	SUBJECTOFPROCEEDINGS	REVOKEDBOND	UNSATISFIEDJUDGEMENTSORLIENS
0001559963-17-000013	SEC	BNY Mellon International Operations (India) Private Ltd		347971	N	412-234-6365	Y	N	N	Y	Corporation		N	N	N	N	Y	N	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	Y	Y	N	N	N
0000849542-17-000008	SEC	BNY Mellon Investment Servicing (US) Inc.	PNC Global Investment Servicing (U.S.) Inc.	418772	N	508-871-8500	Y	N	Y	Y	Corporation		N	N	N	N	Y	N	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	Y	Y	N	N	N
0001387131-17-003492	SEC	PREFERRED PARTNERSHIP SERVICES INC		501320	N	925-241-7143	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000275143-17-000015	SEC	BOSTON FINANCIAL DATA SERVICES, INC. /TA	BOSTON FINANCIAL DATA SERVICES INC                      /TA	401588	N	617-483-5000	Y	N	Y	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	Y	Y	N	Y	N	N	N	Y	N	N	Y	Y	N	N
0001170078-17-000006	SEC	JANUS SERVICES LLC		265660	N	3033333863	Y	Y	Y	N	Not Applicable				N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000735286-17-000010	SEC	VANGUARD GROUP INC		385385	Y	610-66-1000	Y	N	N	Y	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N
0001380486-17-000007	SEC	TD AMERITRADE Clearing, Inc.	Ameritrade Inc.	200060	N	817-490-2457	Y	Y	N	N	Corporation		N	N	N	N	N	N	N	Y	N	Y	N	Y	N	Y	Y	N	N	Y	N	N	N	N	N	N
0001140361-17-025566	SEC	CAMPBELL & CO LP /TA	CAMPBELL & CO INC /TA	508697	N	410-413-2600	N	Y	N	N	Partnership		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001465533-17-000005	SEC	Delaware Trust Co	CSC Trust Co of Delaware	340349	Y	302-636-5851	N	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000733598-17-000006	SEC	ALLIANCEBERNSTEIN INVESTOR SERVICES INC /TA	ALLIANCE FUND SERVICES INC                              /TA	407254	Y	212-969-1000	N	Y	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001007444-17-000019	SEC	LPL Financial LLC /TA	LPL Financial CORP /TA	008698	Y	800-877-7210	N	N	N	N	Other	LLC	Y	N	N	N	N	N	N	Y	N	Y	Y	Y	N	Y	Y	N	Y	Y	N	N	N	N	Y	N
0000896852-17-000010	SEC	INVESCO CANADA LTD. (FORMERLY INVESCO TRIMARK LTD.)	INVESCO CANADA LTD. (FORMERLY INVESCO TRIMARK LTD)	331819	Y	1-800-874-6275	N	N	N	Y	Corporation		N	N	N	N	N	N	Y	Y	N	N	Y	Y	N	N	N	N	N	Y	N	N	Y	Y	N	N
0000721748-17-000405	SEC	PACIFIC STOCK TRANSFER CO /TA		406868	N	702-361-3033	N	N	N	Y	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N
0000721748-17-000402	SEC	Capital Transfer Agency, Inc.		292110	N	416-350-5007	N	N	N	Y	Corporation		Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0001285911-17-000003	SEC	DREYFUS TRANSFER INC		482448	Y	212-922-7075	N	N	Y	N	Corporation		N	N	Y	Y	Y	N	Y	Y	Y	Y	N	Y	N	Y	Y	N	Y	Y	N	Y	Y	Y	N	N
0001144204-17-031921	SEC	NYLIM SERVICE CO LLC /TA		758128	N	1-800-624-6782	N	Y	Y	N	Not Applicable				N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
0000005076-17-000003	SEC	AMERICAN FUNDS SERVICE Co	AMERICAN FUNDS SERVICE CO /TA	403444	Y	949-975-5000	Y	N	N	N	Corporation		N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N
