ACCESSION_NUMBER	ENTITY_TYPE	ENT_ID	ENTITYNAME	AGREEMENTDESCRIPTION
0001767027-19-000012	otherControlFinance	10	Oyster Utopian Fund I	Convertible Security Agreement
0001767027-19-000012	otherControlFinance	9	Open Finance Fund, a series of Kings County Ventures, LLC	Convertible Security Agreement
0001767027-19-000012	otherControlFinance	1	Coinbase Global, Inc.	Convertible Security Agreement
0001767027-19-000012	otherControlFinance	7	Mitra Ventures, a series of Angel Deal Holdings, LP	Convertible Security Agreement
0001767027-19-000012	otherControlFinance	6	David Abraham Johnston	Convertible Security Agreement
0001767027-19-000012	otherControlFinance	11	YC Holdings II, LLC	Convertible Security Agreement
0001767027-19-000012	otherControlFinance	8	Nathaniel Justin Kan Revocable Trust	Convertible Security Agreement
0001767027-19-000012	otherControlFinance	2	CTC Ventures, LLC	Convertible Security Agreement
0001767027-19-000012	otherControlFinance	3	Cypher Capital LP	Convertible Security Agreement
0001767027-19-000012	otherControlFinance	4	GC Innovation V, LLC	Convertible Security Agreement
0001767027-19-000012	otherControlFinance	5	Heitzman 2017 Revocable Trust	Convertible Security Agreement
0001018490-19-000008	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-19-000008	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001062993-19-002627	otherControlManagement	1	OLYMPIA FINANCIAL GROUP INC.	OLYMPIA TRUST COMPANY IS WHOLLY OWNED SUBSIDIARY OF OLYMPIA FINANCIAL GROUP INC. OLYMPIA FINANCIAL GROUP INC. IS A PUBLIC CORPORATION ON THE TSX EXCHANGE (SYMBOL: OLY)
0001772180-19-000011	otherControlManagement	2	Ambassador Temple of Moorish America	"The corporation is an administrative power, an ecclesiastical, sovereign body politic and corporate, functioning as an express Trust Organization for the sole purposes of raising finance privately, in which Trustee under agreement Administrates from time to time an overseeing and transferring of funds raised or borrowed from its lender. The Lender shall in this agreement be called ""Paying Agent"" or ""Surety"", the Paying Agent shall be the ""Estate""."
0001772180-19-000011	otherControlManagement	1	Noble Firdaus El Express Trust	"The Trust is Managed by the Trustee under agreement between the Grantor/Bailor and the Trustee shall be named in this agreement ""Transfer Agent"". The Trustee is functioning within the sole position of authority within the Trust Organization, the Trust Organization shall be described corporation within this scope."
0001772180-19-000011	otherControlFinance	1	Michael James Ferguson Jr, Estate	"The Estate is a Foreign Agency and has one Executor who is Beneficial owner of 80%, that shall and does hold as a Fund, an amount expected to be disbursed to its Issuer, in order to procure finance to its borrower. The Borrower shall be called in this testimony ""corporation"", a Trust Organization as stated above and the Estate shall be its the Paying Agent, herein 'Surety'."
0001007444-19-000018	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001451316-19-000006	otherControlManagement	2	Templeton Worldwide, Inc.	100% Ownership of Templeton International, Inc.
0001451316-19-000006	otherControlManagement	1	Templeton International, Inc.	100% Ownership of Franklin Templeton Luxembourg S.A.
0001451316-19-000006	otherControlManagement	3	Franklin Resources, Inc.	100% Owner of Templeton Worldwide, Inc.
0001432532-19-000006	otherControlManagement	2	Templeton Worldwide, Inc.	100% Ownership of Templeton International, Inc.
0001432532-19-000006	otherControlManagement	3	Franklin Resources, Inc.	100% Ownership of Templeton Worldwide, Inc.
0001432531-19-000013	otherControlManagement	4	Franklin Resources, Inc.	100% Ownership of Templeton Worldwide, Inc.
0001432531-19-000013	otherControlManagement	3	Templeton Worldwide, Inc.	100% Ownership of Templeton International, Inc.
0001432531-19-000013	otherControlManagement	2	Templeton International, Inc.	100% Ownership of Franklin Templeton Capital Holdings Private Limited
0001432531-19-000013	otherControlManagement	1	Franklin Templeton Capital Holdings Private Limited	100% Ownership of Franklin Templeton Holding Limited
0001432532-19-000006	otherControlManagement	1	Templeton International, Inc.	100% Ownership of Franklin Templeton Luxembourg S.A.
0000353291-19-000007	otherControlManagement	1	Franklin Resources, Inc.	100% ownership of Templeton Worldwide, Inc.
0001007444-19-000015	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001448300-19-000010	otherControlManagement	1	Refer to response A in the supplemental correspondence.	"Putnam Investor Services, Inc. is a direct subsidiary of Putnam U.S. Holdings I, LLC, which in turn is a direct subsidiary of Putnam Acquisition Financing LLC. Putnam Acquisition Financing LLC. is a direct subsidiary of Putnam Acquisition Financing Inc. Putnam Acquisition Financing Inc. is a direct subsidiary of Putnam Investments, LLC. Putnam Investments, LLC is a direct subsidiary of Great-West Lifeco U.S. LLC. Great-West Lifeco U.S. LLC is a direct subsidiary of Great-West Financial (Nova Scotia) Co. Great-West Financial (Nova Scotia) Co. is a direct subsidiary of Great-West Financial (Canada) Inc. Great-West Financial (Canada) Inc. is a direct subsidiary of Great-West Lifeco Inc. Great-West Lifeco Inc. is a direct subsidiary of Power Financial Corporation. Power Financial Corporation is a direct subsidiary of 171263 Canada Inc. 171263 Canada Inc. is a direct subsidiary of Power Corporation of Canada. Power Corporation of Canada is a direct subsidiary of Pansolo Holdings Inc. Pansolo Holdings Inc. is owned by The Desmarais Family Residuary Trust (the ""Trust""), which is the ultimate parent of Putnam Investor Services, Inc. The Trustees of the Trust are Andre Desmarais, Sophie Desmarais, Paul Desmarais Jr., Guy Fortin, and Michel Plessis-Belair. Decisions with respect to voting the shares of Power Corporation of Canada held directly and indirectly by the Trust are determined by a majority of the Trustees of the Trust, excluding Sophie Desmarais. The Trustees of the Trust (other than Ms. Sophie Desmarais) are listed above in this capacity, without conceding that they ""control,"" or any individual trustee ""controls,"" Putnam Investor Services, Inc."
0001767027-19-000008	otherControlFinance	5	Heitzman 2017 Revocable Trust	Convertible Security Agreement
0001767027-19-000008	otherControlFinance	11	YC Holdings II, LLC	Convertible Security Agreement
0001767027-19-000008	otherControlFinance	10	Oyster Utopian Fund I	Convertible Security Agreement
0001767027-19-000008	otherControlFinance	9	Open Finance Fund, a series of Kings County Ventures, LLC	Convertible Security Agreement
0001767027-19-000008	otherControlFinance	1	Coinbase Global, Inc.	Convertible Security Agreement
0001767027-19-000008	otherControlFinance	2	CTC Ventures, LLC	Convertible Security Agreement
0001767027-19-000008	otherControlFinance	3	Cypher Capital LP	Convertible Security Agreement
0001767027-19-000008	otherControlFinance	4	GC Innovation V, LLC	Convertible Security Agreement
0001767027-19-000008	otherControlFinance	6	David Johnston	Convertible Security Agreement
0001767027-19-000008	otherControlFinance	7	Mitra Ventures, a series of Angel Deal Holdings, LP	Convertible Security Agreement
0001767027-19-000008	otherControlFinance	8	Nathaniel Justin Kan Revocable Trust	Convertible Security Agreement
0000733598-19-000005	otherControlManagement	1	AllianceBernstein Holding L.P. and AXA Equitable Holdings, Inc.	AllianceBernstein Investor Services, Inc. is a wholly-owned subsidiary of AllianceBernstein L.P., which in turn is owned by AllianceBernstein Holding L.P. and AXA Equitable Holdings, Inc.
0001771186-19-000001	otherControlFinance	1	Entoro, LLC	Entoro, LLC owns 100% of Entoro Transfer Services, LLC and financed its formation through capital contributions.
0001771186-19-000001	otherControlManagement	1	Entoro, LLC	Entoro, LLC owns 100% of Entoro Transfer Services, LLC
0001771186-19-000001	otherControlManagement	2	James C. Row	Mr. Row is the sole manager of Entoro Transfer Services, LLC.
0001776580-19-000002	otherControlFinance	1	BODHI TREE ASSET MANAGEMENT LLC	LLC MEMBER BY WAY OF CAPITAL CONTRIBUTION
0001557183-19-000003	otherControlManagement	2	AqGen Island Intermediate Holdings III, Inc.	100% Shareholder
0001557183-19-000003	otherControlManagement	1	Ascensus Holdings, Inc.	100% Shareholder
0001557183-19-000003	otherControlManagement	3	AqGen Ascensus, Inc.	100% Shareholder
0001557183-19-000003	otherControlManagement	4	AqGen Island Intermediate Holdings II, Inc.	100% Shareholder
0001557183-19-000003	otherControlManagement	6	AqGen Island Holdings, Inc.	100% Shareholder
0001557183-19-000003	otherControlManagement	5	Aqgen Island Intermediate Holdings I, Inc.	100% Shareholder
0000913181-19-000002	otherControlManagement	8	Kazuhide Aisa	Board Manager of MUFG Investor Services (US) LLC
0000913181-19-000002	otherControlManagement	9	MUFG Americas Holding Corporation	100% ownership stake in MUFG Fund Services (USA) LLC
0000913181-19-000002	otherControlManagement	10	MUFG Bank, Ltd.	95.11% ownership stake in MUFG Americas Holding Corporation
0000913181-19-000002	otherControlManagement	11	Mitsubishi UFJ Trust & Banking Corporation	Provides strategic planning for the Global MUFG Investor Services Division, including MUFG Investor Services (US) LLC
0000913181-19-000002	otherControlManagement	12	Mitsubishi UFJ Financial Group, Inc.	100% ownership stake in MUFG Bank, Ltd. and Mitsubishi UFJ Trust & Banking Corporation; 4.89% ownership stake in MUFG Americas Holding Corporation
0000913181-19-000002	otherControlManagement	13	Gregory Cohen	Head of Transfer Agent, MUFG Investor Services (US) LLC
0000913181-19-000002	otherControlManagement	14	Young Kim	Chief Financial Officer, MUFG Investor Services (US) LLC
0000913181-19-000002	otherControlManagement	7	Joseph Arruda	Managing Director of MUFG Investor Services (US) LLC
0000913181-19-000002	otherControlManagement	6	Hiroshi Nakazawa	Board Manager of MUFG Investor Services (US) LLC
0000913181-19-000002	otherControlManagement	5	Michael Rucci	Board Manager and CEO/President of MUFG Investor Services (US) LLC
0000913181-19-000002	otherControlManagement	4	James Fisher	Managing Director/Chief Risk Officer of MUFG Investor Services (US) LLC
0000913181-19-000002	otherControlManagement	3	Nicholas Sgammato	Managing Director/Chief Compliance Officer of MUFG Investor Services (US) LLC
0000913181-19-000002	otherControlManagement	2	Toshihiro Abe	Managing Director/Board Manager of MUFG Investor Services (US) LLC
0000913181-19-000002	otherControlManagement	1	Nikolaos Bonos	Managing Director/Board Manager of MUFG Investor Services (US) LLC
0001419200-19-000002	otherControlManagement	1	See Schedule 9(a)(i) attached hereto	See Schedule 9(a)(ii) attached hereto
0001018490-19-000006	otherControlFinance	1	Various - See below.	A Deutsche Bank AG holding company, Deutsche Bank Trust Corporation, provided the original, capital funding for the Registrant and for a time provided a line of credit for working capital. Working capital is now provided via service fees which originate from inter-company billings for the services rendered.
0001018490-19-000006	otherControlManagement	1	Various - See below.	DB Services Americas, Inc. (DBSA) was established as a servicing company to provide operational services to Deutsche Bank Trust Company Americas (DBTCA) and Deutsche Bank National Trust Company (DBNTC). DBSA does not have any third party client agreements. Rather, DBSA, as engaged by DBTCA and DBNTC provides technical and administrative support services including data processing, maintenance of appropriate records in accordance with existing standards, recordkeeping and accounting functions in connection with services provided to DBTCAs and DBNTCs clients. DBTCA and DBNTC have appointed DBSA as its agent to act on their behalf in connection with the transfer and servicing of securities. Accounts are maintained jointly by DBTCA, DBNTC and DBSA. DBSA in its transfer agent function provides services to DBTCA and DBNTC in a manner as if DBSA is an independent, dedicated contractor that works solely for DBTCA and DBNTC and no other transfer agent. There is a shared system of database for DBTCA, DBNTC and DBSA.
0001432531-19-000010	otherControlManagement	1	Franklin Templeton Capital Holdings Private Limited	100% Ownership of Franklin Templeton Holding Limited
0001432531-19-000010	otherControlManagement	3	Templeton Worldwide, Inc.	100% Ownership of Templeton International, Inc.
0001432531-19-000010	otherControlManagement	2	Templeton International, Inc.	100% Ownership of Franklin Templeton Capital Holdings Private Limited
0001432531-19-000010	otherControlManagement	4	Franklin Resources, Inc.	100% Ownership of Templeton Worldwide, Inc.
0001007444-19-000012	otherControlManagement	1	LPL Financial Holdings Inc.	Sole stockholder of LPL Holdings, Inc.
0001448300-19-000008	otherControlManagement	1	Refer to response A in the supplemental correspondence.	"Putnam Investor Services, Inc. is a direct subsidiary of Putnam U.S. Holdings I, LLC, which in turn is a direct subsidiary of Putnam Acquisition Financing LLC. Putnam Acquisition Financing LLC. is a direct subsidiary of Putnam Acquisition Financing Inc. Putnam Acquisition Financing Inc. is a direct subsidiary of Putnam Investments, LLC. Putnam Investments, LLC is a direct subsidiary of Great-West Lifeco U.S. LLC. Great-West Lifeco U.S. LLC is a direct subsidiary of Great-West Financial (Nova Scotia) Co. Great-West Financial (Nova Scotia) Co. is a direct subsidiary of Great-West Financial (Canada) Inc. Great-West Financial (Canada) Inc. is a direct subsidiary of Great-West Lifeco Inc. Great-West Lifeco Inc. is a direct subsidiary of Power Financial Corporation. Power Financial Corporation is a direct subsidiary of 171263 Canada Inc. 171263 Canada Inc. is a direct subsidiary of Power Corporation of Canada. Power Corporation of Canada is a direct subsidiary of Pansolo Holdings Inc. Pansolo Holdings Inc. is owned by The Desmarais Family Residuary Trust (the ""Trust""), which is the ultimate parent of Putnam Investor Services, Inc. The Trustees of the Trust are Andre Desmarais, Sophie Desmarais, Paul Desmarais Jr., Guy Fortin, and Michel Plessis-Belair. Decisions with respect to voting the shares of Power Corporation of Canada held directly and indirectly by the Trust are determined by a majority of the Trustees of the Trust, excluding Sophie Desmarais. The Trustees of the Trust (other than Ms. Sophie Desmarais) are listed above in this capacity, without conceding that they ""control,"" or any individual trustee ""controls,"" Putnam Investor Services, Inc."
