ACCESSION_NUMBER	CORP_PARTNER_TYPE	CORP_PARTNER_ID	ENTITYNAME	RELATIONSHIPSTARTDATE	TITLEORSTATUS	OWNERSHIPCODE	CONTROLPERSON	AUTHORITYDESCRIPTION	RELATIONSHIPENDDATE
0001140361-19-011939	corporationPartnership	4	James Michael Young	28-JUL-2014	Director, Vice President and CFO	NA	true		
0001140361-19-011939	corporationPartnership	3	Steven Jay Rosenthal	28-SEP-2012	Director and Treasurer	NA	true		
0001140361-19-011939	corporationPartnership	2	Adam David Amsterdam	08-MAR-2010	Director and President	NA	true		
0001140361-19-011939	corporationPartnership	1	Broadridge Financial Solutions, Inc.	08-MAR-2010	Owner	E	true		
0001140361-19-011939	corporationPartnership	5	Dorothy Jane Flynn	09-JAN-2017	General Manager	NA	true		
0001767027-19-000012	corporationPartnership	1	Pradyuman NMN Vig	05-JUN-2018	Director, CEO, President & Secretary	C	true		
0001767027-19-000012	corporationPartnership	2	Ian Gilbert Macalinao	05-JUN-2018	Director & Chief Technology Officer	C	true		
0001767027-19-000012	corporationPartnership	3	YC Holdings II, LLC	16-JUL-2018	Direct Owner	A			
0001520138-19-000205	corporationPartnership	1	Sterling Holdings & Investments, LLC	27-JUN-2019	President	E	true		
0000842657-19-000006	corporationPartnership	4	Deutsche Asset Management US Holding Corporation (DeAM US Holding Corp.)	01-AUG-2017	100% owner of DIMA	E	true		01-MAY-2018
0000842657-19-000006	corporationPartnership	13	Hepsen Uzcan	25-JUN-2018	Director and Vice President	NA	true		
0000842657-19-000006	corporationPartnership	12	DWS USA Corporation	01-MAY-2018	100% owner of DIMA	E	true		
0000842657-19-000006	corporationPartnership	11	DB Beteiligungs - Holding GmbH	02-APR-2018	77,5% owner of DWS Group GmbH & Co KGaA	E	true		
0000842657-19-000006	corporationPartnership	10	DWS Group GmbH & Co KGaA	02-APR-2018	100% owner of DeAM US Holding Corp.	E	true		
0000842657-19-000006	corporationPartnership	9	Deutsche Bank AG	02-APR-2018	owner of DB Beteiligungs - Holding GmbH	E	true		
0000842657-19-000006	corporationPartnership	8	Anjie Larocca	14-JUN-2017	Secretary	NA	true		
0000842657-19-000006	corporationPartnership	7	Paul Schubert	01-NOV-2017	Director and Vice President	NA	true		25-JUN-2018
0000842657-19-000006	corporationPartnership	6	Paul Blodgett	01-NOV-2017	Director and Vice President	NA	true		18-JUN-2019
0000842657-19-000006	corporationPartnership	5	Michael Sharkey	01-NOV-2017	Director and President	NA	true		
0000842657-19-000006	corporationPartnership	3	DWS Investment Management Americas Inc.	06-FEB-1998	100% owner of Registrant	E	true		
0000842657-19-000006	corporationPartnership	2	Nancy Tanzil	13-MAY-2014	Chief Financial Officer and Treasurer	NA			
0000842657-19-000006	corporationPartnership	1	Kristine Lyons	22-SEP-2005	Director and Vice President	NA	true		
0001018490-19-000008	corporationPartnership	3	DB USA Corporation	01-JUL-2016	Owner of 100% of DBTC	E			
0001018490-19-000008	corporationPartnership	4	Deutsche Bank AG	04-JUN-1999	Owner of 100% DB USA Corporation	E			
0001018490-19-000008	corporationPartnership	5	Heiko Roessle	27-MAR-2019	Director	NA	true		
0001018490-19-000008	corporationPartnership	6	Edward McMahon	02-MAY-2019	Director	NA	true		
0001018490-19-000008	corporationPartnership	2	Deutsche Bank Trust Corporation (DBTC)	12-DEC-1991	Owner of 100% DBHold	E			
0001018490-19-000008	corporationPartnership	1	Deutsche Bank Holdings, Inc. (DBHold)	12-DEC-1991	Owner of 100% Registrant	E			
0001062993-19-002627	corporationPartnership	4	BRIAN NEWMAN	07-JUN-2004	DIRECTOR	NA	true		
0001062993-19-002627	corporationPartnership	3	DEAN NAUGLER	20-SEP-2018	VP, CORPORATE & SHAREHOLDER SERVICES	NA	true		
0001062993-19-002627	corporationPartnership	1	CRAIG SKAUGE	12-JUN-2008	CEO, PRESIDENT & DIRECTOR	NA	true		
0001062993-19-002627	corporationPartnership	8	GERARD JANSSEN	17-JUN-2010	DIRECTOR	NA	true		
0001062993-19-002627	corporationPartnership	7	DIANA WOLFE	23-FEB-2017	DIRECTOR	NA	true		
0001062993-19-002627	corporationPartnership	6	BRENDA EPRILE	28-NOV-2018	DIRECTOR	NA	true		
0001062993-19-002627	corporationPartnership	5	ANDREA GILLIS	25-SEP-2017	DIRECTOR	NA	true		
0001062993-19-002627	corporationPartnership	2	GERHARD BARNARD	15-NOV-2007	CHIEF FINANCIAL OFFICER	NA	true		
0000896852-19-000016	corporationPartnership	15	John Mark Zerr	01-MAR-2019	Chairman	NA	true		
0000896852-19-000016	corporationPartnership	16	Harsh Damani	10-JUN-2019	Director	NA	true		
0000896852-19-000016	corporationPartnership	17	James Charles Russell	10-JUN-2019	Director	NA	true		
0000896852-19-000016	corporationPartnership	18	Jason MacKay	10-JUN-2019	Director	NA	true		
0000896852-19-000016	corporationPartnership	19	Jason MacKay	01-FEB-2018	Head of Wealth Management Intermediaries	NA	true		
0000896852-19-000016	corporationPartnership	1	David Colvin Warren	01-JAN-2011	Director, CFO and Executive VP	NA	true		
0000896852-19-000016	corporationPartnership	2	Annie Ping Ting Chong Chew	01-JAN-2011	Global Head of Portfolio Services	NA	true		
0000896852-19-000016	corporationPartnership	3	Harsh Damani	07-DEC-2017	North America Head-Fund Acctg & Fund Exp	NA	true		
0000896852-19-000016	corporationPartnership	4	James Charles Russell	01-JAN-2011	Sr Officer Client Services and Admin	NA	true		
0000896852-19-000016	corporationPartnership	5	James Douglas Kingston	01-JAN-2011	Hd of Amer Product Mgmt and Inv Analysis	NA	true		
0000896852-19-000016	corporationPartnership	6	Florbela Flora Coimbra De Sousa	02-AUG-2011	Vice President, Human Resources	NA	true		01-APR-2019
0000896852-19-000016	corporationPartnership	7	Harsh Damani	01-JAN-2013	CFO Funds	NA	true		
