ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001140361-19-011939	2	otherBusinessLocation	2 Gateway Center 283-299 Market Street Newark NJ 07102
0001140361-19-011939	4	otherBusinessLocation	110 W Park Drive  Mount Laurel NJ 08054
0001140361-19-011939	3	otherBusinessLocation	400 North Brand Blvd Suite 900 Glendale CA 91203
0001140361-19-011939	1	principalOfficeAddress	51 Mercedes Way  Edgewood NY 11717
0001140361-19-011939	1	otherBusinessLocation	1717 Arch Street Suite 1300 Philadelphia PA 19103
0001767027-19-000012	1	principalOfficeAddress	938 Key Avenue  San Francisco CA 94124
0001520138-19-000205	1	principalOfficeAddress	2030 Powers Ferry Road SE Suite # 212 Atlanta GA 30339
0001020337-19-000003	2	otherBusinessLocation	655 9th St  Des Moines IA 50392
0001020337-19-000003	1	principalOfficeAddress	620 Coolidge Dr Ste 300  Folsom CA 95630
0001020337-19-000003	1	otherBusinessLocation	801 Grand Ave  Des Moines IA 50392
0000842657-19-000006	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0001018490-19-000008	1	principalOfficeAddress	5022 Gate Parkway Suite 200 Jacksonville FL 32256-7088
0001062993-19-002627	1	otherBusinessLocation	Suite 1900, 925 West Georgia Street  Vancouver A1 V6C 3L2
0001062993-19-002627	1	principalOfficeAddress	2300, 125 - 9 Avenue SE  Calgary A0 T2G 0P6
0001062993-19-002627	2	mailingAddress	PO Box 128, STN M  Calgary A0 T2P 2H6
0000896852-19-000016	1	principalOfficeAddress	119 EUSTON STREET  CHARLOTTETOWN A7 C1A 1W3
0000896852-19-000016	2	mailingAddress	SECRETARY, LEGAL DEPARTMENT 5140 YONGE STREET, SUITE 800 TORONTO A6 M2N 6X7
0001772180-19-000011	1	principalOfficeAddress	217 West 127th Street Apt 5G New York NY 10027
0001772180-19-000011	2	mailingAddress	521 West 146th Street Suite 215-Box New York NY 10031-9998
0001007444-19-000018	1	principalOfficeAddress	4707 Executive Drive  San Diego CA 92121-3091
0001007444-19-000018	2	mailingAddress	75 STATE STREET, 22ND FLOOR  BOSTON MA 02109
0001451316-19-000006	1	principalOfficeAddress	Mainzer Landstrasse 16  D-60325 Frankfurt am Main 2M D-60325
0001451316-19-000006	2	mailingAddress	C/O FRANKLIN TEMPLETON INVESTOR SERVICES 3355 DATA DRIVE, 2ND FLOOR RANCHO CORDOVA CA 95670
0001432532-19-000006	2	mailingAddress	C/O FRANKLIN TEMPLETON INVESTOR SERVICES 3344 Quality Drive, ATTN: GRC US RANCHO CORDOVA CA 95670
0001432531-19-000013	1	principalOfficeAddress	Franklin Templeton Park Plot #18-23 Financial Dist. Nanakramguda Hyderabad K7 500019
