ACCESSION_NUMBER	ENTITY_TYPE	ENTITY_ID	ENTITYNAME	SUCCESSORREGISTERED	ADDRESS
0001721868-19-000307	tawCustodians	1	Pacific Stock Transfer		6725 Via Austi Parkway Suite 300 Las Vegas NV 89119
0001721868-19-000307	tawSuccessors	1	Pacific Stock Transfer	Y	6725 Via Austi Parkway Suite 300 Las Vegas NV 89119
0001721868-19-000307	tawRegistrant	1	WESTERN STATES TRANSFER & REGISTRAR INC                 /TA		1911 Ryan Park Ave  Sandy UT 84092
0000066756-19-000070	tawSuccessors	1	Equiniti Trust Co	Y	1110 Centre Pointe Curve Ste 101 Mendota Heights MN 55802
0000066756-19-000070	tawRegistrant	1	ALLETE INC                         /TA		30 W Superior St  Duluth MN 55802
0000066756-19-000070	tawCustodians	1	Kathy Douglas		ALLETE, Inc. 30 W Superior st Duluth MN 55802
0000276398-19-000005	tawCustodians	1	Invesco Investment Services, Inc.		11 Greenway Plaza Suite 100 Houston TX 77046-1188
0000276398-19-000005	tawSuccessors	1	Invesco Investment Services, Inc.	Y	11 Greenway Plaza Suite 100 Houston TX 77046-1188
0000276398-19-000005	tawRegistrant	1	SHAREHOLDER SERVICES INC /CO/                           /TA		6803 South Tucson Way  Centennial CO 80112
0001558234-19-000004	tawRegistrant	1	OFI Global Asset Management, Inc.		6803 South Tucson Way  Centennial CO 80112
0001558234-19-000004	tawSuccessors	1	Invesco Investment Services, Inc.	Y	11 Greenway Plaza Suite 100 Houston TX 77046-1188
0001558234-19-000004	tawCustodians	1	Invesco Investment Services, Inc.		11 Greenway Plaza Suite 100 Houston TX 77046-1188
