ACCESSION_NUMBER	ENTITY_TYPE	ENTITY_ID	ENTITYNAME	SUCCESSORREGISTERED	ADDRESS
0001230501-12-000004	tawRegistrant	1	Blankinship Corporation		1210 S. Huntress Ct.  McLean  22102
0001230501-12-000004	tawCustodians	1	Rex Blankinship		1210 S. Huntress Ct.  McLean  22102
0000892712-12-000085	tawSuccessors	1	The Northern Trust Company	Y	50 LaSalle Street  Chicago  60675
0000892712-12-000085	tawCustodians	1	Jennifer D. Lammers		2000 Wells Fargo Place 30 East 7th Street St. Paul  55101-4930
0000892712-12-000085	tawRegistrant	1	Fiduciary Counselling, Inc.		2000 Wells Fargo Place 30 East 7th Street St. Paul  55101-4930
0000950123-12-002211	tawRegistrant	1	Grubb & Ellis Equity Advisors, Transfer Agent, LLC		1551 N. Tustin Ave Suite 300 Santa Ana  92705
0000950123-12-002211	tawCustodians	1	Michael Rispoli		1551 N. Tustin AVe Suite 300 Santa Ana  92705
0000950123-12-002211	tawSuccessors	1	DST Systems, Inc.	Y	430 W. 7th St.  Kansas City  64105
0001029661-12-000001	tawCustodians	1	Bank of New York Mellon		One Wall Street  New York  10286
0001029661-12-000001	tawSuccessors	1	DST Systems Inc/ TA CIK #0000027048	Y	210 W. 10th Street  Kansas City  64105
0001029661-12-000001	tawRegistrant	1	FASCore, LLC		8515 E. Orchard Road  Greenwood Village  80111
0001466955-12-000015	tawRegistrant	1	LOYAL3 Transfer Corporation		150 California St. Suite 400 San Francisco  94111
0001302656-12-000004	tawRegistrant	1	Routh Stock Transfer Inc.		6860 North Dallas Parkway Suite 200 Plano  75024
0001302656-12-000004	tawCustodians	1	Securities Transfer Corporation		2591 Dallas Parkway Suite 102 Frisco  75034
0001302656-12-000004	tawSuccessors	1	Securities Transfer Corporation	Y	2591 Dallas Parkway Suite 102 Frisco  75034
