ACCESSION_NUMBER	ADDRESS_ID	ADDRESS_TYPE	ADDRESS
0001573302-16-000014	3	otherBusinessLocation	Tour de la Bourse, Box 61 800 Victoria Square Montreal A8 H4Z 1A9
0001573302-16-000014	2	otherBusinessLocation	300-5th Avenue SW 10th Floor Calgary A0 T2P 3C4
0001573302-16-000014	1	otherBusinessLocation	650 West Georgia Street Suite 2700 Vancouver A1 V6B 4N9
0001573302-16-000014	1	principalOfficeAddress	200 University Avenue Suite 300 Toronto A6 M5H 4H1
0000883757-16-000019	2	otherBusinessLocation	650 West Georgia Street Suite 2700 Vancouver A1 V6B 4N9
0000883757-16-000019	1	principalOfficeAddress	200 University Avenue, Suite 300  Toronto A6 M5H 4H1
0000883757-16-000019	1	otherBusinessLocation	300-5th Avenue SW  Calgary A0 T2P 3C4
0000883757-16-000019	3	otherBusinessLocation	Tour de la Bourse, Box 61 800 Victoria Square Montreal A8 H4Z 1A9
0000883757-16-000019	2	mailingAddress	200 University Avenue, Suite 400  Toronto A6 M5H 4H1
0000740583-16-000437	1	principalOfficeAddress	One Security Benefit Place  Topeka KS 66636-0001
0001062993-16-008627	3	otherBusinessLocation	600 The Dome Tower 333-7th Ave S.W. Calgary A0 T2P 2Z1
0001062993-16-008627	2	otherBusinessLocation	1066 West Hastings St. Suite 1600 Vancouver A1 V6E 3X1
0001062993-16-008627	1	otherBusinessLocation	2001 Boul. Robert-Bourassa Suite 1600 Montreal A8 H3A 2A6
0001062993-16-008627	1	principalOfficeAddress	320 Bay Street 3rd Floor Toronto A6 M5H 4A6
0001062993-16-008626	3	otherBusinessLocation	600 The Dome Tower 333-7th Ave S.W. Calgary A0 T2P 2Z1
0001062993-16-008626	1	principalOfficeAddress	320 Bay Street 3rd Floor Toronto A6 M5H 4A6
0001062993-16-008626	1	otherBusinessLocation	2001 Boul. Robert-Bourassa Suite 1600 Montreal A8 H3A 2A6
0001062993-16-008626	2	otherBusinessLocation	1066 West Hastings St. Suite 1600 Vancouver A1 V6E 3X1
0001077223-16-000020	1	principalOfficeAddress	77 North Capitol Street, NE  Washington DC 20002
0000870156-16-000075	1	principalOfficeAddress	1415 28th Street Suite 200 West Des Moines IA 50266
0001018490-16-000034	1	principalOfficeAddress	5022 Gate Parkway, Suite 200  Jacksonville FL 32256-7088
0000950123-16-015570	1	otherBusinessLocation	Letterkenny Office Park, Windyhall Letterkenny Donnegal L2 00000
0000950123-16-015570	1	principalOfficeAddress	655 Broad Street Prudential Tower - 17th Floor Newark NJ 07102
0001049169-16-000022	1	principalOfficeAddress	1290 Broadway, Suite 1100  Denver CO 80203
0001669141-16-000001	1	principalOfficeAddress	11339 South 700 East, Suite 100  Sandy UT 84070-5363
0000810704-16-000009	1	principalOfficeAddress	1 Primerica Parkway  Duluth GA 30099
0000737074-16-000007	1	principalOfficeAddress	9800 Fredericksburg Rd.  San Antonio TX 78288
0001474589-16-000006	1	principalOfficeAddress	325 John H. McConnell Blvd. Suite 200 Columbus OH 43215
0001007444-16-000046	1	principalOfficeAddress	4707 Executive Drive  San Diego CA 92121-3091
0001007444-16-000046	2	mailingAddress	75 State Street, 22nd Floor  Boston MA 02109
0000842657-16-000034	1	principalOfficeAddress	222 S. Riverside Plaza  Chicago IL 60606
0001018490-16-000032	1	principalOfficeAddress	5022 Gate Parkway, Suite 200  Jacksonville FL 32256-7088
0001090027-16-000009	1	principalOfficeAddress	6187 Carpinteria Avenue  Carpinteria CA 93013
0001090027-16-000010	1	principalOfficeAddress	6187 Carpinteria Avenue  Carpinteria CA 93013
0000275143-16-000015	2	otherBusinessLocation	2000 Bluffs Drive  Lawrence KS 66044
0000275143-16-000015	1	principalOfficeAddress	2000 Crown Colony Drive  Quincy MA 02169
0000275143-16-000015	1	otherBusinessLocation	30 Dan Road  Canton MA 02021
0000275143-16-000015	3	otherBusinessLocation	12 Water Street  Rockland ME 04841
0000950123-16-015399	1	principalOfficeAddress	4249 Easton Way, Suite 400  Columbus OH 43219
0000950123-16-015388	1	otherBusinessLocation	300 E Rio Salado Pkwy Building 4, Floor 2 Tempe AZ 85281
0000950123-16-015388	1	principalOfficeAddress	3 State Farm Plaza, N-1  Bloomington IL 61791-0001
0000950123-16-015388	2	otherBusinessLocation	1011 Galatyn Pkwy  Richardson TX 75082
0001146230-16-000029	2	otherBusinessLocation	8742 Lucent Boulevard Suite 225 Highlands Ranch CO 80129
