ACCESSION_NUMBER	PERIODOFREPORT	ENTITYNAME	SERVICECOMPANY	REGISTRANTENGAGEDSERVICE	REGULATORYAGENCY	AMENDMENTFILED	ADDITIONALINFORMATION	NUMBERITEMSRECEIVEDFORTRANSFER	NUMMASTERSECURITYHOLDERFILINGS	NUMBERINDIVIDUALACCOUNTS	NUMDIVREINVDIRPURPLANACCOUNTS	NUMDIRECTREGISTSYSTEMACCOUNTS	NUMBERFILED	FILEALL	SECHOLDERADDITIONALINFO	ALWAYSCOMPLIANT	NUMBERMONTHSNOTCOMPLIANT	NUMBERNOTICENONCOMPLIANCEFILED	TOTAL	TOTALOTHERTHANRECEIPTORDERDATE	NUMLOSTACCTSREMITTEDTOSTATES
0001007444-17-000011	31-DEC-2016	LPL Financial LLC /TA	Some	N	SEC	Yes, filed amendment(s)		408988	13024	13024	13009	0	0			Yes			4182814	0	0
0001062993-17-001630	31-DEC-2016	CST Investor Services Inc.	Some	Y	SEC	Not applicable		88657	1245763	231633	187307	44326	0			Yes			0	0	0
0001062993-17-001628	31-DEC-2016	CST Trust Co	Some	Y	SEC	Not applicable		88657	0	0	0	0	0			Not Applicable			0	0	0
0001573302-17-000004	31-DEC-2016	TSX TRUST Co	None	Y	SEC	Yes, filed amendment(s)		17761	142396	142396	553	5320	0			Yes			0	0	432
0000913801-17-000003	31-DEC-2016	ADVANCE CAPITAL GROUP INC /MI/ /TA	None	N	SEC	Not applicable		414	6449	0	0	0	0			Yes			25698	39	0
0001010549-17-000110	31-DEC-2016	SECURITIES TRANSFER CORP /TA	None	N	SEC	Yes, filed amendment(s)		2650	194049	194864	0	815	0			Yes			0	0	171
0001085284-17-000002	31-DEC-2016	WICHITA NATIONAL LIFE INSURANCE CO / /TA	None	N	SEC	Not applicable		15	474	474	0	0	0			Yes			0	0	0
0001202048-17-000002	31-DEC-2016	VALIC RETIREMENT SERVICES CO	None	N	SEC	Yes, filed amendment(s)		671	17154	17154	0	0	0			Yes			13828332	195949	684
0001654954-17-002895	31-DEC-2016	DIRECT TRANSFER LLC	None	Y	SEC	Yes, filed amendment(s)		2597	42123	42123	0	33	0			Not Applicable			0	0	4
0001410382-17-000002	31-DEC-2016	RCH Shareholder Services, LLC	None	Y	SEC	Not applicable		217414	146770	146770	146770	0	0			Not Applicable			217414	0	701
0001388002-17-000006	31-DEC-2016	HSBC Bank USA, National Association	None	N	OCC	Yes, filed amendment(s)		1580	5336	5336	0	0	0			Yes			0	0	88
0000024179-17-000002	31-DEC-2016	CONTINENTAL STOCK TRANSFER & TRUST CO /TA	None	Y	SEC	Not applicable		28618	1881440	1881440	24909	40724	0			Yes			0	0	2182
0001020337-17-000003	31-DEC-2016	PRINCIPAL SHAREHOLDER SERVICES, INC.	Some	N	SEC	Yes, filed amendment(s)		10258	972536	972536	928166	0	0			Yes			3240928	6185	71
0001445546-17-001626	31-DEC-2016	FTP Services LLC	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000724935-17-000005	31-DEC-2016	COLUMBIA STOCK TRANSFER CO /TA	Some	N	SEC	Not applicable		226	23145	23145	0	0	0			Yes			0	0	0
0000882734-17-000001	31-DEC-2016	OLDE MONMOUTH STOCK TRANSFER CO INC /TA	None	N	SEC	Yes, filed amendment(s)		1628	120899	120899	0	0	0			Yes			0	0	0
0001145697-17-000001	31-DEC-2016	FULTON FINANCIAL ADVISORS NA	None	N	OCC	Not applicable		1294	19411	19411	11586	325	0			Yes			0	0	0
0001410578-17-000121	31-DEC-2016	MILES CAPITAL, INC.	None	N	SEC	Not applicable		0	794	794	0	0									0
0001103598-17-000005	31-DEC-2016	NYLIM SERVICE CO LLC /TA	Some	N	SEC	Not applicable		12646	0	0	0	0	0			Yes			167810	1	0
0000230234-17-000001	31-DEC-2016	FIRST TENNESSEE BANK NA / TA	All	N	OCC	Not applicable															
0001144204-17-018001	31-DEC-2016	Heritage U.S. Transfer Corp	None	N	SEC	Not applicable		40	8312	8312	0	0	0			Not Applicable			0	0	0
0001146032-17-000004	31-DEC-2016	BANCO POPULAR DE PUERTO RICO/TA	Some	N	BGFRS	Not applicable		969	9240	13304	9265	36	0			Yes			1633	0	2
0001146230-17-000005	31-DEC-2016	Computershare Inc /TA	Some	Y	SEC	Yes, filed amendment(s)		1072221	16572976	16573398	5050890	7408540	0			Yes			0	0	100814
0000839287-17-000002	31-DEC-2016	STATE STREET BANK & TRUST CO                            /TA	Some	Y	BGFRS	Yes, filed amendment(s)		212	365251	365251	747	0	0			Yes			1463361	3616	7
0000734751-17-000001	31-DEC-2016	DUKE ENERGY CORP                                        /TA	None	N	SEC	Not applicable		11056	165650	165650	146595	65033	0			Yes			0	0	4959
0000733598-17-000002	31-DEC-2016	ALLIANCEBERNSTEIN INVESTOR SERVICES INC /TA	None	Y	SEC	Not applicable		10435	577711	577711	536381	407427	0			Yes			5818122	85376	127
0001022437-17-000001	31-DEC-2016	DEUTSCHE BANK AG	Some	N	BGFRS	Not applicable		0	0	78	0	40	0			Not Applicable			0	0	0
0001213900-17-003080	31-DEC-2016	FundAmerica Stock Transfer, LLC	None	N	SEC	Yes, filed amendment(s)		29	23805	23805	0	0	0			Yes			0	0	0
0000810704-17-000002	31-DEC-2016	PRIMERICA SHAREHOLDER SERVICES /TA	Some	Y	SEC	Yes, filed amendment(s)		0	0	0	0	0									0
0001144204-17-017951	31-DEC-2016	JOHNSON FINANCIAL INC                                   /TA	None	N	SEC	Not applicable		1450	3701	10476	10327	10476	0			Yes			29411	0	0
0001144204-17-017948	31-DEC-2016	VStock Transfer, LLC	None	Y	SEC	Not applicable		8138	87531	87531	0	5096	0			Yes			0	0	0
0001526156-17-000005	31-DEC-2016	Isabella Bank Corp	None	N	BGFRS	Not applicable		3256	3082	3082	2486	0	0			Yes			0	0	0
0001526156-17-000003	31-DEC-2016	Isabella Bank Corp	None	N	BGFRS	Not applicable		3256	3082	3082	2486	2486	0			Yes			0	0	0
0000839097-17-000003	31-DEC-2015	DEUTSCHE BANK TRUST CO AMERICAS /TA	Some	Y	BGFRS	Not applicable		0	1	1	0	0	0			Yes			0	0	125
0001288777-17-000002	31-DEC-2016	Computershare Trust Co of Canada	Some	Y	SEC	Yes, filed amendment(s)		0	913941	948678	84240	105444	0			Yes			0	0	0
0000005732-17-000002	31-DEC-2016	AMERICAN REGISTRAR & TRANSFER CO	Some	N	SEC	Yes, filed amendment(s)		862	33956	33956	0	0	0			Yes			0	0	0
0001493152-17-003071	31-DEC-2016	TRANSFER ONLINE INC /TA	None	N	SEC	Not applicable		4666	47983	48042	59	1664	0			Yes			0	0	0
0001288763-17-000002	31-DEC-2016	Computershare Investor Services Inc	Some	Y	SEC	Yes, filed amendment(s)		113390	518934	543176	1849	25993	0			Yes			0	0	0
0001114874-17-000001	31-DEC-2016	DSI PROPERTIES INC                                      /TA	None	N	SEC	Not applicable		33	0	644	0	0	0			Yes			0	0	0
0000848027-17-000001	31-DEC-2015	DEUTSCHE BANK NATIONAL TRUST CO /TA	Some	N	OCC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000848027-17-000002	31-DEC-2016	DEUTSCHE BANK NATIONAL TRUST CO /TA	Some	N	OCC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001667174-17-000002	31-DEC-2016	National Issuer Services Ltd.	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0001038199-17-000008	31-DEC-2016	BULLFINCH FUND INC /NY/ TA	None	N	SEC	Not applicable		0	148	148	148	0	0			Not Applicable			362	0	0
0001535872-17-000001	31-DEC-2016	Philadelphia Stock Transfer, Inc	Some	N	SEC	Not applicable		1040	10142	10142	76	405	0			Yes			0	0	1
0001409842-17-000002	31-DEC-2016	Acupay System LLC	None	N	SEC	Not applicable		0	1	1	0	0	0			Not Applicable			0	0	0
0001447135-17-000001	31-DEC-2016	PLATINUM Stock Transfer Inc	None	N	SEC	Not applicable		30	2224	2224	0	0	0			Yes			0	0	0
0001451217-17-000003	31-DEC-2016	SEI Institutional Transfer Agent, Inc.	Some	N	SEC	Yes, filed amendment(s)		2877	104123	104123	90337	0	0			Yes			988930	390	0
0000740583-17-000077	31-DEC-2016	se2, LLC/TA	None	Y	SEC	Yes, filed amendment(s)		99071	823979	0	0	0	0			Not Applicable			0	0	336
0000940394-17-000612	31-DEC-2016	EATON VANCE MANAGEMENT EVM	None	Y	SEC	Not applicable		0	0	178509	178509	0				Not Applicable					0
0000927395-17-000001	31-DEC-2016	WNC & ASSOCIATES INC /TA	None	N	SEC	Not applicable		123	6407	6407	0	0	0			Yes			0	0	0
0001398344-17-004159	31-DEC-2016	Ultimus Asset Services, LLC	All	N	SEC	Yes, filed amendment(s)															
0001398344-17-004158	31-DEC-2016	ULTIMUS FUND SOLUTIONS LLC                              /TA	None	Y	SEC	Yes, filed amendment(s)		0	325065	327564	265181	0	0			Yes			993024	2649	28
0001410578-17-000118	31-DEC-2016	DEARBORN CAPITAL MANAGEMENT LLC	None	N	SEC	Not applicable		2216	6170	6170	0	0	0			Yes			0	0	0
0001041134-17-000001	31-DEC-2016	EPIC ADVISORS INC /TA	None	N	SEC	Not applicable		0	0	0	0	0									0
0000774710-17-000003	31-DEC-2012	RESERVE PETROLEUM CO /TA	None	N	SEC	Not applicable		79	1589	0	0	0	0			Not Applicable			0	0	0
0001410578-17-000117	31-DEC-2016	CH2M HILL COMPANIES LTD /CO/                            /TA	None	N	SEC	Not applicable		20730	7257	7257	3316	0	0			Yes			0	0	0
0000735190-17-000002	31-DEC-2016	MONARCH CEMENT CO /TA	None	N	SEC	Not applicable		57	306	306	0	0									0
0000002380-17-000002	31-DEC-2016	FORESTERS INVESTOR SERVICES INC/TA	None	N	SEC	Not applicable		19598	631240	631240	618830	0	0			Yes			2923146	7258	220
0001564590-17-005536	31-DEC-2016	TRANSAMERICA FUND SERVICES, INC	Some	N	SEC	No, failed to file amendment(s)	The Registrant's Form TA-1 was amended on March 3, 2017 to reflect that Boston Financial Data Services has been engaged by the Registrant to provide certain transfer agency services. This engagement began on February 19, 2013.	23	0	0	0	0	0			Not Applicable			2574	0	0
0001410578-17-000116	31-DEC-2016	ESHARES INC	None	N	SEC	Not applicable		2194	75781	75781	0	0	0			Not Applicable			0	0	0
0001506388-17-000005	31-DEC-2016	American Family Life Assurance Co of Columbus	None	Y	SEC	Not applicable		6884	0	0	0	0	0			Yes			0	0	0
0001145892-17-000004	31-DEC-2016	COMPUTERSHARE TRUST CO NA /TA	All	Y	OCC	Yes, filed amendment(s)															
0001178677-17-000005	31-DEC-2016	BNY MELLON TRUST CO. OF ILLINOIS	All	N	BGFRS	Not applicable															
0001410578-17-000115	31-DEC-2016	HEWITT ASSOCIATES LLC /IL /TA	None	Y	SEC	Not applicable		0	0	13488506	0	0				Not Applicable					0
0001073944-17-000007	31-DEC-2016	UMB FUND SERVICES INC	Some	Y	SEC	Yes, filed amendment(s)		126201	382773	382773	92048	276362	0			Yes			1563375	72674	69
0001397265-17-000003	31-DEC-2016	BancFirst	None	N	FDIC	Not applicable		41	2870	2870	0	1	0			Not Applicable			0	0	0
0001388002-17-000004	31-DEC-2016	HSBC Bank USA, National Association	None	N	OCC	Yes, filed amendment(s)		1580	5336	5336	0	0	0			Yes			0	0	88
0001654954-17-002722	31-DEC-2016	Mountain Share Transfer, LLC	Some	N	SEC	Yes, filed amendment(s)		146	12397	12397	0	0	0			Yes			0	0	0
0000746972-17-000001	31-DEC-2016	OTR INC /TA	None	N	SEC	Not applicable		3523	36774	36774	1690	18	0			Yes			0	0	226
0000774710-17-000002	31-DEC-2016	RESERVE PETROLEUM CO /TA	Some	N	SEC	Not applicable		90	1815	0	0	0	0			Not Applicable			0	0	0
0000950123-17-003128	31-DEC-2016	PEOPLES BANK SB	None	N	FDIC	Not applicable		301	447	447	125	0									0
0000950123-17-003122	31-DEC-2016	STATE FARM INVESTMENT MANAGEMENT CORP                   /TA	Some	N	SEC	Yes, filed amendment(s)		0	36	36	36	0									0
0000735286-17-000008	31-DEC-2016	VANGUARD GROUP INC	None	Y	SEC	Yes, filed amendment(s)		1419010	21843758	21843758	20105735	0	0			Not Applicable			70855298	471416	1560
0001492746-17-000005	31-DEC-2016	NAV Consulting, Inc.	None	N	SEC	No, failed to file amendment(s)	On 05/03/2016, the Registrant moved a BackOffice IT Solutions transfer agency team from F-220-225, EPIP, IT Park, Sitapura, Jaipur, INDIA, 302022 to F-214-G-215 EPIP IT Park, Sitapura, Jaipur, INDIA, 302022. The amended Form TA-1 was filed on 12/08/2016.	772	15907	12868	0	0	0			Not Applicable			0	0	0
0001493152-17-002935	31-DEC-2016	Equity Stock Transfer, LLC	None	N	SEC	Not applicable		762	6400	6400	0	19	0			Yes			0	0	0
0000950123-17-003110	31-DEC-2016	Wells Fargo India Solutions Private Ltd	None	Y	OCC	Not applicable		0	0	0	0	0									0
0000950123-17-003111	31-DEC-2016	WELLS FARGO DELAWARE TRUST COMPANY, N.A.	All	N	OCC	Not applicable															
0000950123-17-003113	31-DEC-2016	WELLS FARGO BANK NORTHWEST NA	All	N	OCC	Not applicable															
0001060257-17-000001	31-DEC-2016	BANCO SANTANDER PUERTO RICO /TA/ Trust Department 946	Some	N	FDIC	Yes, filed amendment(s)		952	411	377	15	0									0
0001064418-17-000004	31-DEC-2016	Milliman Inc. /TA	None	Y	SEC	Not applicable		0	0	0	0	0									0
0001398344-17-004041	31-DEC-2016	Altegris Advisors, LLC/TA	None	N	SEC	Not applicable		1402	3759	4182	0	0	0			Not Applicable			0	0	0
0000911282-17-000003	31-DEC-2016	PHOENIX TRANSFER INC                                    /TA	None	N	SEC	Not applicable		6830	70372	61096	1229	0	0			Not Applicable			0	0	457
0000842657-17-000009	31-DEC-2016	Deutsche AM Service Co	All	N	SEC	Yes, filed amendment(s)															
0000950123-17-003109	31-DEC-2016	WELLS FARGO BANK NA /TA	Some	Y	OCC	Yes, filed amendment(s)		314380	11090515	11090515	2512362	2442308	0			Yes			0	0	261380
0000769188-17-000001	31-DEC-2016	MFS SERVICE CENTER INC /TA	Some	N	SEC	Not applicable		19664	1247124	1247124	1162779	0	0			Not Applicable			11662152	389725	460
0000920493-17-000005	31-DEC-2016	LEE FINANCIAL RECORDKEEPING INC /HI/ /TA	Some	N	SEC	Not applicable		0	1763	0	0	0	0			Yes			0	0	0
0001686742-17-000001	31-DEC-2016	Sumitomo Mitsui Trust Bank (U.S.A.) Ltd.	None	N	SEC	Not applicable		0	0	0	0	0	0			Not Applicable			0	0	0
0000728889-17-000516	31-DEC-2016	SHAREHOLDER SERVICES INC /CO/                           /TA	None	Y	SEC	Yes, filed amendment(s)		1291921	3352639	3352639	3352593	3352385	0			Yes			15064770	119624	1080
0000728889-17-000514	31-DEC-2016	OFI Global Asset Management, Inc.	All	N	SEC	Yes, filed amendment(s)															
0000027048-17-000004	31-DEC-2016	DST SYSTEMS INC                                         /TA	Some	Y	SEC	Yes, filed amendment(s)		175342	5695167	5695167	3333926	60246	0			Not Applicable			19524553	159630	412
0000950123-17-003105	31-DEC-2016	FREEDOM FUNDS MANAGEMENT CO                             /TA	None	N	SEC	Not applicable		334	12294	10248	9024	0	0			Yes			10275	40	0
0001644506-17-000003	31-DEC-2016	WILSON BANK & TRUST CO                                  /TA	None	N	FDIC	Not applicable		550	3898	2774	1	0	0			Yes			0	0	0
0000839196-17-000002	31-DEC-2016	ZIONS FIRST NATIONAL BANK                               /TA	None	N	OCC	Not applicable		1776	49438	49438	2017	12	0			Yes			0	0	16
0000838041-17-000001	31-DEC-2016	HOMETOWN BANK NA /TA	None	N	OCC	Not applicable		33	545	545	0	0	0			Not Applicable			0	0	2
0000353291-17-000003	31-DEC-2016	FRANKLIN TEMPLETON INVESTOR SERVICES LLC /TA	Some	N	SEC	Not applicable		630041	2707660	2707660	0	0	0			Yes			16591993	1268623	268
0001162044-17-000281	31-DEC-2016	MUTUAL SHAREHOLDER SERVICES LLC                         /TA	None	N	SEC	Not applicable		0	47279	47279	7993	0	0			Yes			134370	146	7
0000735407-17-000001	31-DEC-2016	MADISON GAS & ELECTRIC CO /TA	Some	N	SEC	Not applicable		826	18171	18171	17114	3411	0			Yes			0	0	28
