ACCESSION_NUMBER	ENTITY_TYPE	ENTITY_ID	ENTITYNAME	SUCCESSORREGISTERED	ADDRESS
0000913801-17-000004	tawCustodians	1	Julie Katynski		One Towne Square, Suite 444  Southfield MI 48076
0000913801-17-000004	tawRegistrant	1	ADVANCE CAPITAL GROUP INC /MI/ /TA		One Towne Square, Suite 444  Southfield MI 48076
0000891010-17-000007	tawRegistrant	1	OVER THE COUNTER STOCK TRANSFER INC /UT/ /TA		6364 South Highland Drive Ste 201  Murray UT 84121
0000891010-17-000007	tawSuccessors	1	Pacific Stock Transfer Co	Y	6725 Via Austi Parkway Ste 300  Las Vegas NV 89119
0000891010-17-000007	tawCustodians	1	Pacific Stock Transfer Co		6725 Via Austi Parkway Ste 300  Las Vegas NV 89119
0001644526-17-000001	tawRegistrant	1	Serpent Corp		220 Cedar St  Petal  39465
0001526177-17-000014	tawRegistrant	1	COMPASS INTERNATIONAL STOCK TRANSFER LIMITED		750 East Sample Road  POMPANO BEACH  33064
0001140361-17-002910	tawRegistrant	1	Cardinal Investment Services, Incorporated		5072 Annunciation Circle, STE. 317  Ave Maria  34142
0001140361-17-002910	tawCustodians	1	Registrant has not performed any transfer agent activities since filing our last TA-1/A		    
0001139576-17-000006	tawRegistrant	1	LEAF Financial Corporation		1845 Walnut Street 17th Floor Philadelphia  19103
0001139576-17-000006	tawCustodians	1	Robert K. Moskovitz		One Commerce Square 2005 Market Street, 14th Floor Philadelphia  19103
0000950123-17-000404	tawLocations	1	BNY Mellon Investment Servicing (US) Inc.		4400 Computer Drive  Westborough  01581
0000950123-17-000404	tawSuccessors	1	BNY Mellon Investment Servicing (US) Inc.	Y	4400 Computer Drive  Westborough  01581
0000950123-17-000404	tawCustodians	1	Samantha Larew		Manning & Napier Advisors, LLC 290 Woodcliff Drive Fairport  14450
0000950123-17-000404	tawRegistrant	1	Manning & Napier Advisors, LLC		290 Woodcliff Drive  Fairport  14450
0000950123-17-000404	tawLocations	2	Iron Mountain Incorporated		520 Metro Park West  Rochester  14623
0001027538-17-000004	tawCustodians	1	JF ACTUARIAL SERVICES INC		379 NORRISTOWN ROAD  WARMINSTER  18974
0001027538-17-000004	tawRegistrant	1	JF ACTUARIAL SERVICES INC		379 NORRISTOWN ROAD  WARMINSTER  18974
